,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,户型介绍,周边配套,装修描述,用水类型,用电类型,售房详情,税费解析,适宜人群,交通出行,燃气价格,别墅类型,权属抵押
2028,['诚盛天际湾'],钱塘区-大江东,120.456759,30.299655,245,18806,提前预约随时可看,103116935610,1,3室2厅1厨2卫,低楼层 (共8层),130.28㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯两户,有,2021-08-31,商品房,2017-04-17,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210831ZT382559,"
                    配套好，带装修，可直接拎包入住
                  ","
                    小区都是一梯两户的房子，楼幢前后采光好，花园小区，环境有优美。
                  ","
                    医院：河庄医院，大江东医院 银行/银行(ATM)：萧山农村合作银行同二服务站 商场：形象城 文教：文化体育管
                  ",,"
                    地铁公交均由 小区门口地铁8号线河庄站 现在已经通车 公交有351路通往下沙1号线文海南路站 另一头通往萧山瓜沥镇 293路675路733路153路等多条公交线路
                  ",,,,,,,,,,
2029,['文苑风情'],钱塘区-高教园区西,120.350943,30.314926,220,32406,只周末可看,103112122060,15,2室1厅1厨1卫,中楼层 (共24层),67.89㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,三梯十八户,有,2020-11-08,商品房,2016-11-14,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,201113RG553885,"
                    户型方正，采光*好，业主诚心卖
                  ","
                    大都文苑风情由多层、小高层、SOHO公寓及沿街商铺组成等多种产品组成，建筑风格简洁明快、时尚现代，体现以人为本的建筑精神。社区内高绿化自然景观，实现真正的多氧社区
                  ","
                    锦麟公园,怡乐园, 商场：物美商场,新美商城,上品折扣,龙湖天街, 医院：东方医院,邵逸夫医院,地铁:一号线文泽路站
                  ",,"
                    文泽路地铁口 离和达城只有一步之遥 离商贸城只有几百米 楼下还有公交站台
                  ",,,,,,,,,,
2030,['宋都东郡国际锦湾'],钱塘区-大学城北,120.398104,30.33263,230,33470,提前预约随时可看,103115562029,3,2室2厅1厨1卫,低楼层 (共26层),68.72㎡,平层,52㎡,板塔结合,南,钢混结构,精装,两梯五户,有,2021-06-14,商品房,2016-05-24,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,210614IM465090,"
                    满五唯一，全明户型，采光视野好，双阳台，精装修可拎包入住
                  ","
                    两开间朝南格局，小巧精致户型，明卫明厨，采光通风，视野开阔。客厅带阳台。户型结构好。方正合理
                  ",,"
                    云水和达城 物美大卖场已经开业 圈圈里 菜市场都，都在两公里范围内的
                  ","
                    社区公交环线，地铁一号线，出行方便，高速口下沙，交通四通八达
                  ",,,,,,,,,,
2031,['福雷德广场'],钱塘区-高教园区西,120.353496,30.323948,260,24596,提前预约随时可看,103114322228,12,2室2厅1厨1卫,中楼层 (共20层),105.71㎡,平层,82.08㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2021-04-06,商品房,2015-11-16,普通住宅,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,210313RQ206038,"
                    商品房小区，小区总共4幢，户型正，物业为久悅物业
                  ","
                    此房是商品房小区，小区总共4幢，户型正，物业为永冠物业，每天保安会巡逻，安全舒适，地下有两层停车位
                  ","
                    东方医院(三级甲等)，大型商*：物美*市 ；新美商城；福雷德广场购物商城；上品折扣；下沙商贸城；电 影 院 ：歌纳国际影城；华元电影大世界； 银 行 ：建设银行；农业银行；杭州银行
                  ",,"
                    公交线路：铁一号线文泽路口站距离本项目300余米，德胜快速路在项目北边300余米，市区到下沙的快速公交线，328，525，校1线等均经过本项目 其他交通方式：学林街,K525，B1线,1号线
                  ",,,,,,,,,,
2032,['金隅观澜时代天筑'],钱塘区-沿江南,120.375337,30.273841,245,28612,提前预约随时可看,103114001312,26,2室2厅1厨1卫,中楼层 (共33层),85.63㎡,平层,59.27㎡,板楼,南,框架结构,精装,两梯两户,有,2021-03-21,商品房,2017-08-08,普通住宅,满两年,非共有,"
                                有抵押 117万元 中国银行 客户偿还
                              ",已上传房本照片,170614983917,"
                    一线江景房，房东纯心卖，全新精装修 拎包入住
                  ","
                    
小区环境绿化不错，一线江景房无遮挡，站在房子里面一边吃饭一边可以看潮水，
                  ","
                    
小区江湾幼儿园，购物广场，电影院，农贸市场，湾天地休闲广场，医院
                  ",,"
                    门口有384，374，302公交车到地铁站都方便，小区门口还有公共自行车，
                  ",,,,,,,,,,
2033,['宏河嘉园'],钱塘区-大江东,120.464421,30.30123,248,16020,提前预约随时可看,103117406070,2,4室2厅1厨2卫,中楼层 (共5层),154.81㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,2021-09-28,商品房,2009-03-09,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,210925ZD094376,"
                    
地铁500米，精装修满五年，诚心出售的
                  ","
                    小区位于河庄街道繁华地段， 面积户型方正 得房率高 小区绿化高 自带幼儿园
                  ","
                    
购物：河庄购物形象城 龙湖天街 宝龙城市广场 义蓬购物广场等 河庄农贸市场 河庄公园，河庄文体馆（内有西派健身房 游泳馆 图书馆等），东湖 医疗：浙一附属医院江东分院 河庄卫生院，规划三甲医院 下沙邵逸夫医院
                  ",,"
                    
距小区200米是河庄镇政府公交站，通往瓜沥，城北，萧山，下沙等地。小区距在建的地铁8号线河庄站500米。

房主自荐(业主对房源的描述)
                  ",,,,,,,,,,
2034,['琅琴湾'],钱塘区-大江东,120.497516,30.331555,225,25115,提前预约随时可看,103114129617,8,3室1厅1厨1卫,低楼层 (共24层),89.59㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯两户,有,2021-03-27,商品房,2017-10-16,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,210329JL869399,"
                    七号线地铁口上盖， 采光好，精装修，实用面积大。
                  ","
                    
新世界·琅琴湾总建筑面积约26万方，近2千户住宅，南侧有10万方国际白金酒店。 琅琴湾位于大江东义蓬组团，大江东新城，德胜路东接壤杭州主城区,东靠青六路，南临江东一路，七条过江通道，五条对接杭州，交通一步到位。
                  ","
                    
配套；小区门口就是景观小公园 商场有龙湖天街 宝龙广场 等 医疗；规划3甲医院 等
                  ",,"
                    公交路线：	337路：江东公交站 749路：江东公交站,江东三路站,青东一路江东三路口站 743路区间：江东开发区站 366路：江东开发区站 交通方式：	萧山青六北路与江东二路交界处
                  ",,,,,,,,,,
2035,['保利湾天地'],钱塘区-沿江南,120.377843,30.279073,115,16161,提前预约随时可看,103114364711,2,2室1厅1厨2卫,高楼层 (共33层),71.16㎡,跃层,暂无数据,板楼,南,框架结构,精装,四梯十六户,有,2021-04-08,商品房,2019-01-14,商住两用,满两年,共有,"
                                有抵押
                              ",已上传房本照片,170505398113,"
                    配套齐全，交通方便 楼层高 不压抑 环境好
                  ","
                    保利为央企品牌，物业为保利物业公司，每天都有保安巡逻，安全舒适，小区内还有地下停车场


                  ","
                    一层是客厅.餐厅以及厨房卫生间;二层是两个卧室和一个卫生间!动静分离,舒适居住!带双阳台的公寓,LOFT结构,采光充足


                  ","
                    金隅农贸市场，东湾购物*市，金隅Smart街，保利湾天地各色商铺（约70家） ：新美商场、物美*市、都尚购物、太平洋百货、福雷德广场 银行：工商银行、建设银行、交通银行、农业银行 医院：东方医院、下沙医院


                  ","
                    交通便捷，出门就是公交站、374、384、298、449 地铁一号线下沙江滨地铁口2.4公里


                  ",,商水,民电,,,,,3.1元/m3,,
2036,['世茂江滨花园碧景湾'],钱塘区-沿江南,120.390051,30.291103,270,30409,提前预约随时可看,103114579924,8,2室2厅1厨1卫,高楼层 (共33层),88.79㎡,平层,暂无数据,板楼,西,钢混结构,简装,两梯四户,有,2021-04-19,商品房,2017-10-13,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,170726699913,"
                    边套户型，好楼层 采光好  江滨站旁边
                  ","
                    世茂江滨花园还规划有六大主题景区和蓝调休闲会所，会所分两期，一期为图书馆、艺术影吧、BLUES爵士吧、室外网球场、健身房、主题餐厅
                  ","
                    边上配套齐全，生活配套有东东城和物美商城。医院有中医院和邵逸夫医院
                  ",,"
                    公交站点：公交沿江区站、公交二十五号路十四号大街口站、公交十六号大街二十五号路口站、公交听涛路二十五号路口站、二十五号路听涛路口 公交线路：B1区间2、374、171、373路、384 地铁线路：地铁1号线 地铁站点：下沙江滨站
                  ",,,,,,,,,,
2037,['朗诗国际街区'],钱塘区-沿江北,120.39628,30.305684,223,27572,提前预约随时可看,103108744627,4,2室1厅1厨1卫,低楼层 (共32层),80.88㎡,跃层,64.21㎡,板楼,南,砖混结构,精装,三梯二十户,有,2020-04-22,商品房,2011-07-11,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,200419972050,"
                    满两年 ，跃层精装修，采光好，诚心出售
                  ","
                    复式LOFT结构，产权70年产权住宅，楼下是客厅跟餐厅跟阳台。楼上是卫生间跟主卧次卧阳台。户型结构简单，格局方正，无需大改动。空间大利用率高。上下两层动静分离。互不打扰。
                  ",,"
                    此小区位于下沙6号大街跟27号大街交叉口，交通方便，地铁一号线云水站（测距百度地图980米）门口就是公交车总站（104 401 373 B1）多条公交车直达市区跟开发区内部。小区生活配套（物美*市，永辉*市，宝龙城市广场）一一俱，在远一点龙湖天街，银泰都有。
                  ","
                    373.374.104.171.B1区间，地铁一号线直线距离600米
                  ",,,,,,,,,,
2038,['保利江语海'],钱塘区-高教园区东,120.398987,30.31021,370,46384,提前预约随时可看,103114075159,8,2室1厅1厨1卫,低楼层 (共32层),79.77㎡,平层,57.99㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-03-24,商品房,2013-11-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210325BB283417,"
                    满五唯一，文海精装修两房，近地铁
                  ","
                    保利江语海，一共有七幢高层，还有部分别墅，属于沿江高档小区，西面是经济适用房，东南角设计有小型市政绿地；地块优势在于南向一线临江；物业为保利物业，属于自己的物业，小区实行人车分流，每天都有保安巡逻。

                  ","
                    小区自带花园，小区西门私立钱塘国际幼儿园，北边新建的云水幼儿园，东边与钱塘江隔之江东路
                  ",,,,,,,,,,,,
2039,['朗诗国际街区'],钱塘区-沿江北,120.39628,30.305684,263,29897,提前预约随时可看,103108055534,14,2室1厅1厨1卫,低楼层 (共18层),87.97㎡,平层,64.87㎡,板楼,南,砖混结构,简装,两梯两户,有,2020-03-17,商品房,2011-03-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200320265377,"
                    此房开发商精装修 双阳台  诚心出售
                  ","
                    此房是小区中唯一一幢小户型，厨卫全明，双阳台户型，双卧朝南，客厅带阳台。
                  ",,"
                    此小区位于下沙6号大街跟27号大街交叉口，交通方便，地铁一号线云水站，门口就是公交车总站小区生活配套（物美*市，永辉*市，宝龙城市广场）一一俱全，稍微远一点有龙湖天街，银泰。
                  ",,,,,,,,,,,
2040,['伊萨卡国际城浩泽园'],钱塘区-沿江北,120.390629,30.296701,255,29392,提前预约随时可看,103115402149,9,2室2厅1厨1卫,高楼层 (共33层),86.76㎡,平层,67.58㎡,板塔结合,南,混合结构,精装,两梯四户,有,2021-06-05,商品房,2012-10-23,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,210616OV685913,"
                    此房产证满五年，户型方正，三个阳台，精装修一线江景无遮挡！！
                  ","
                    伊萨卡国际城。大规模的湾畔生活领地，直面270度江景，临江延展近2000米的江岸线和20万平方米湿地公园，生态环境佳；地块的东、北两侧各有一条30米宽的沿江渠，东侧有政府规划预留的150米宽、长1.7公里的沿江景观绿化带
                  ","
                    此房所在位置繁华热闹，配套完善。各大银行，物美商场，距离浙江省中医院下沙院区近，居家生活便利
                  ",,"
                    公交：373路、374路、171路（邵逸夫医院）、104路（九堡四季青）、B1区间快速公交（黄龙公交站，杭州大学）、下沙江滨公交总站 地铁：下沙江滨地铁站
                  ",,,,,,,,,,
2041,['北银公寓'],钱塘区-高教园区西,120.350681,30.312213,129,28528,提前预约随时可看,103116182601,6,2室1厅1厨1卫,低楼层 (共7层),45.22㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯十四户,无,2021-07-19,商品房,2017-05-05,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,170422781315,"
                    
精装修，拎包入住，总价低，好位置，
                  ","
                    北方房地产开发公司，久悦物业，小区采用人车分流，只有地下车位，小区环境良好适宜居住
                  ","
                    交通配套:地铁（来自百度地图直线距离约300米），有390 3101等等公交路线，开车有德胜高架生活配套；和达城，高沙商贸城，以及上品折扣医疗配套；下沙中医院，社区医院 ，邵逸夫医院
                  ",,"
                    房子精装修 花了挺多心思的 平时爱护有佳，可以直接拎包入住。
                  ",,,,,,,,,,
2042,['大江东宝龙广场'],钱塘区-大江东,120.50103718797,30.309442017001,290,26115,提前预约随时可看,103117706262,0,4室2厅1厨2卫,低楼层 (共18层),111.05㎡,平层,暂无数据,板塔结合,南,框架结构,简装,两梯两户,有,2021-10-19,商品房,2020-06-12,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,211021TC005536,"
                    此房是带装修的 四房两厅两卫 享受生活高品质 地铁近 自带商场
                  ","
                    开发商：宝龙星创实业（杭州）有限公司 小区一共分为3期交付，滨江物业，小区环境好。这套房子是一期的 2020年5月毛坯交付
                  ","
                    房子是南北边套，四叶草户型 四个房间不拥挤，都有独立的空间，
                  ","
                    自带宝龙广场流量，北面是龙湖天街，西面是双子塔写字楼，地铁配套是7、8号线地铁口
                  ",,,,,,,,,,,
2043,['精欧荣寓'],钱塘区-高教园区西,120.357686,30.308667,295,33054,提前预约随时可看,103116546607,2,2室2厅1厨1卫,中楼层 (共20层),89.25㎡,平层,64.55㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2021-08-10,商品房,2014-08-28,普通住宅,满五年,共有,"
                                有抵押 53万元 业主自还
                              ",已上传房本照片,210810KO049122,"
                    两室两厅一厨一卫 两阳台 全明户型，采光充足，两房朝南
                  ","
                    该小区2011年拿地，2013年入住，小区规划设计合理，有效做到人车分流!
                  ","
                    两室两厅  两阳台 全明户型，采光充足，两房朝南此房满五年唯一，买家需要缴纳1%的契税
                  ","
                    商场：物美、新美商城、上品折扣、下沙商贸城；电影院：歌纳国际影城、华元电影大世界；银行：建设银行、农业银行！
                  ","
                    
70年产权 商品房 住宅 税费金额：此房满五年唯一，买家需要缴纳1%的契税
                  ",,,,,,,,,,
2044,['保利江语海'],钱塘区-高教园区东,120.398987,30.31021,370,46384,提前预约随时可看,103114075159,8,2室1厅1厨1卫,低楼层 (共32层),79.77㎡,平层,57.99㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-03-24,商品房,2013-11-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210325BB283417,"
                    满五唯一，文海精装修两房，近地铁
                  ","
                    保利江语海，一共有七幢高层，还有部分别墅，属于沿江高档小区，西面是经济适用房，东南角设计有小型市政绿地；地块优势在于南向一线临江；物业为保利物业，属于自己的物业，小区实行人车分流，每天都有保安巡逻。

                  ","
                    小区自带花园，小区西门私立钱塘国际幼儿园，北边新建的云水幼儿园，东边与钱塘江隔之江东路
                  ",,,,,,,,,,,,
2045,['天元公寓'],钱塘区-工业园南,120.37091929218,30.307662590425,245,21730,提前预约随时可看,103116918164,0,2室2厅1厨1卫,低楼层 (共16层),112.75㎡,平层,暂无数据,板塔结合,南,砖混结构,精装,两梯两户,有,2021-08-30,商品房,2008-01-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210110PZ224138,"
                    天元公寓+学正+配套齐全+得房率高
                  ","
                    
天元公寓房子建筑质量为下沙优质的小区之一，钢筋混凝土浇铸，框架剪力墙结构。小区停车方便，车库为地下两层，共480余个车位。所在单元两梯两户，出入方便，楼层水压高，居住便利。户型方正，阳光无遮挡
                  ","
                    小区旁边新加坡科技园占地46公倾，2018年入选省级特色小镇和国际科技合作基地，定位为高科技企业园区，未来几年将有3万至5万白领在此工作。小区西侧为大型生态公园，环境清幽，天然氧吧，适合早晚锻炼。
                  ",,"
                    
小区门口为384路公交车，约3到5分 钟一班。小区边上为104路和B1区间快速公交站。
                  ",,,,,,,,,,
2046,['朗诗国际街区'],钱塘区-沿江北,120.39628,30.305684,263,29897,提前预约随时可看,103108055534,14,2室1厅1厨1卫,低楼层 (共18层),87.97㎡,平层,64.87㎡,板楼,南,砖混结构,简装,两梯两户,有,2020-03-17,商品房,2011-03-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200320265377,"
                    此房开发商精装修 双阳台  诚心出售
                  ","
                    此房是小区中唯一一幢小户型，厨卫全明，双阳台户型，双卧朝南，客厅带阳台。
                  ",,"
                    此小区位于下沙6号大街跟27号大街交叉口，交通方便，地铁一号线云水站，门口就是公交车总站小区生活配套（物美*市，永辉*市，宝龙城市广场）一一俱全，稍微远一点有龙湖天街，银泰。
                  ",,,,,,,,,,,
2047,['天元公寓'],钱塘区-工业园南,120.37091929218,30.307662590425,93,16754,有租户需预约,103108462738,9,2室1厅1厨1卫,低楼层 (共15层),55.51㎡,跃层,暂无数据,板塔结合,南,砖混结构,简装,两梯八户,有,2020-04-08,商品房,2018-07-11,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,180107049154,"
                    中间楼层 满五年  户型方正 有地下车位
                  ","
                    江干下沙6号大街与19号大街交叉口；小区内部配套：花园、儿童游乐场（内置菜市场）、地下车库（2层）、小区便民修车店、电动车充电点、老年活动室(已改造的便利店)、乒乓球室、小广场（已改建）、自行车配件店、小区便民理发店、理发店
                  ","
                    三百米到新加坡科技园和高科技孵化器，两岸咖啡，有公交直达物美大卖场，尚品折扣商场，新美商场、都尚购物*市、太平洋百货、福雷德广场 银行：工商银行、建设银行、交通银行、农业银行 东方医院、下沙医院
                  ",,"
                    B1快速公交，401路丶384路丶384夜间线丶104路丶BI区间2
                  ",,商水,商电,,,,,,,
2048,['保利江语海'],钱塘区-高教园区东,120.398987,30.31021,350,51661,提前预约随时可看,103116001433,6,1室1厅1厨1卫,高楼层 (共32层),67.75㎡,平层,49.25㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-07-08,商品房,2013-07-06,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,210711XK777043,"
                    满五年精装修  高楼层 视野好 一线江景房
                  ","
                    保利江语海，一共有七幢高层，还有部分别墅，属于沿江高档小区，西面是经济适用房，东南角设计有小型市政绿地；地块优势在于南向一线临江；物业为保利物业，属于自己的物业，小区实行人车分流，每天都有保安巡逻。
                  ","
                    小区自带花园，小区西门私立钱塘国际幼儿园，北边新建的云水幼儿园，东边与钱塘江隔之江东路
                  ",,,,,,,,,,,,
2049,['福雷德广场'],钱塘区-高教园区西,120.353496,30.323948,305,22813,提前预约随时可看,103112918504,21,3室2厅1厨2卫,低楼层 (共12层),133.7㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-01-05,商品房,2014-10-21,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,200718AO682387,"
                    此房满五年且名下唯一一套住宅   采光好   可直接拎包入住
                  ","
                    此房是商品房小区，小区总共4幢，户型正，物业为永冠物业，每天保安会巡逻，安全舒适
                  ","
                    弗雷德广场购物商城  新美商城    上品折扣     建设银行   杭州银行  农业银行   东方医院【三级甲等】
                  ",,"
                    
学林街，K525，B1线，1号线，文泽路，学林街,金沙数码港,学源街，轨道交通：1号线
                  ",,,,,,,,,,
2050,['春意江南名邸'],钱塘区-大江东,120.45225086781,30.320254813069,280,21617,提前预约随时可看,103115270654,1,4室2厅1厨2卫,低楼层 (共25层),129.53㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2021-05-28,商品房,2019-07-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210724RA248193,"
                    视野宽阔，采光充足，配套设施齐全
                  ","
                    春意江南位于杭州市萧山大江东，由杭州祥强房地产开发有限公司建成
                  ","
                    适合中年人和家庭老人居住，类层较低，小区绿化面积大，小区环境好，小区环境优雅，居住的人群素质高，邻里关系和谐，交通便利离菜市场较近。 饭后散步 运动 跳广场相对方便
                  ",,,,,,,,"
                    公交有351下沙通往瓜沥 733通往萧山 地铁8号线河庄站通往江东高铁站 市区方向与1号线无缝接轨 预计2020年年底通车自驾游德胜高架 在建艮山东路快速直达主城区，规划高铁 萧山机场
                  ",,,,
2051,['多蓝水岸碧海苑'],钱塘区-沿江北,120.393115,30.299616,245,23461,提前预约随时可看,103117378724,1,2室2厅1厨1卫,中楼层 (共29层),104.43㎡,平层,83.75㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-09-26,商品房,2010-07-05,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,210923EZ908159,"
                    学正大两房，精装修，业主诚心出售；
                  ","
                    此房所在小区楼间距大，物业为浙江广厦物业公司，每天都有保安巡逻，安全舒适，小区绿化面积大，配套全，内分有地下地上停车位
                  ","
                    距离小区西门300米就是物美大卖场，小区北门口出去就是东东城，餐饮，影院，儿童娱乐设施一应俱全，距离小区100米处有大型农贸市场以及一个综合医院，出行便利
                  ",,"
                    门口就有公交站，如：384路、298路、449路、373路、104路等。小区位于地铁云水站和下沙江滨站之间。距离云水站800米；
                  ",,,,,,,,,,
2052,['宝龙城市广场'],钱塘区-高教园区东,120.390905,30.317477,100,22743,提前预约随时可看,103109769224,3,2室1厅1厨1卫,中楼层 (共23层),43.97㎡,跃层,暂无数据,塔楼,南,钢混结构,简装,四梯二十二户,有,2020-06-17,商品房,2018-04-18,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200617960898,"
                    宝龙城市广场， loft三房户型， 出门即是商场，采光视野都不错
                  ","
                    肯德基，星巴克，永辉*市，娱乐场所，美食街、健身房，配套齐全 ,出行方便！
                  ",,,"
                    
精装修房源，业主自住，保养较好 ，可以买过来直接住，省时间省精力
                  ","
                    
401路，369路, 370路, 373空, k681路 学林街绕城高架公交车站 ，地铁一号线在文海南路站（来自宝龙城市广场小区网）
                  ",商水,商电,,,,,,,
2053,['景冉佳园'],钱塘区-高教园区东,120.397068,30.311544,305,51391,提前预约随时可看,103116112462,10,2室1厅1厨1卫,高楼层 (共32层),59.35㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-07-15,商品房,2015-02-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210715SM271630,"
                    
此房满五年唯一，业主诚心出售，视野开阔，精装修。
                  ","
                    
房子是两室一厅一厨一卫一阳台的户型，主卧朝南次卧朝北，客厅朝西，采光充足，视野开阔
                  ",,"
                    
房屋产权：此房满五年唯一，买家需要缴纳1%的契税,其它税没有
                  ",,,,,,"
                    贷款抵押：此房无贷款，无抵押，交易流程方便快捷。 售房原因：业主变现，诚心出售
                  ",,,,,
2054,['景冉佳园'],钱塘区-高教园区东,120.397068,30.311544,288,47129,下班后可看,103116320273,5,2室2厅1厨1卫,中楼层 (共32层),61.11㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-07-28,商品房,2019-07-23,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,190416813173,"
                    刚需两房 配套成熟 成熟商圈 诚心出售，楼层好，地铁云水站
                  ","
                    
景冉佳园文海边套两房，南北通，采光好视野宽阔，中高楼层，小区整体环境好
                  ",,"
                    小区有大型购物商场，娱乐场所，云水幼儿园，菜场，水果店，饭店，小区北面是浙江工商大学。距离小区两公里内有和达东东城购物广场，宝龙城市广场及物美市等龙湖天街等
                  ","
                    小区出门步行300米就是公交车站，有104、298、384等公交车，小区离地铁一号线云水站一公里左右；交通十分便利，生活配套也好。适合自住的小区
                  ",,,,,,,,,,
2055,['朗诗国际街区'],钱塘区-沿江北,120.39628,30.305684,223,27572,提前预约随时可看,103108744627,4,2室1厅1厨1卫,低楼层 (共32层),80.88㎡,跃层,64.21㎡,板楼,南,砖混结构,精装,三梯二十户,有,2020-04-22,商品房,2011-07-11,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,200419972050,"
                    满两年 ，跃层精装修，采光好，诚心出售
                  ","
                    复式LOFT结构，产权70年产权住宅，楼下是客厅跟餐厅跟阳台。楼上是卫生间跟主卧次卧阳台。户型结构简单，格局方正，无需大改动。空间大利用率高。上下两层动静分离。互不打扰。
                  ",,"
                    此小区位于下沙6号大街跟27号大街交叉口，交通方便，地铁一号线云水站（测距百度地图980米）门口就是公交车总站（104 401 373 B1）多条公交车直达市区跟开发区内部。小区生活配套（物美*市，永辉*市，宝龙城市广场）一一俱，在远一点龙湖天街，银泰都有。
                  ","
                    373.374.104.171.B1区间，地铁一号线直线距离600米
                  ",,,,,,,,,,
2056,['保利东湾'],钱塘区-沿江南,120.380441,30.280719,267,30225,提前预约随时可看,103116384707,1,2室2厅1厨2卫,低楼层 (共34层),88.34㎡,平层,66.45㎡,板塔结合,南,钢混结构,精装,两梯三户,有,2021-08-01,商品房,2015-02-05,普通住宅,满五年,非共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,210815OE709367,"
                    保利东湾，89方两房，中间楼层，边套全明户型，满五年
                  ","
                    保利为央企，此房所在小区是2010年新建商品房社区。 楼间距大，物业为保利物业公司，每天都有保安巡逻，安全舒适，小区内还有地下停车场，此房位于下沙经济开发区，24号大街沿线
                  ","
                    金隅农贸市场，东湾购物，金隅Smrt，保利湾天地各色综合用地（约70家） ：新美、物美、都尚购物、太平洋百货 银行：工商银行、建设银行、交通银行、农业银行 医院：东方医院、下沙医院
                  ",,"
                    小区楼下就有449路，302路，374路，384路等等公交车，可以直达钱江新城等市区，地铁2公里就是下沙江滨站，交通出行方便
                  ",,,,,,,,,,
2057,['世茂江滨花园碧景湾'],钱塘区-沿江南,120.390051,30.291103,270,30409,提前预约随时可看,103114579924,8,2室2厅1厨1卫,高楼层 (共33层),88.79㎡,平层,暂无数据,板楼,西,钢混结构,简装,两梯四户,有,2021-04-19,商品房,2017-10-13,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,170726699913,"
                    边套户型，好楼层 采光好  江滨站旁边
                  ","
                    世茂江滨花园还规划有六大主题景区和蓝调休闲会所，会所分两期，一期为图书馆、艺术影吧、BLUES爵士吧、室外网球场、健身房、主题餐厅
                  ","
                    边上配套齐全，生活配套有东东城和物美商城。医院有中医院和邵逸夫医院
                  ",,"
                    公交站点：公交沿江区站、公交二十五号路十四号大街口站、公交十六号大街二十五号路口站、公交听涛路二十五号路口站、二十五号路听涛路口 公交线路：B1区间2、374、171、373路、384 地铁线路：地铁1号线 地铁站点：下沙江滨站
                  ",,,,,,,,,,
2058,['保利玫瑰湾'],钱塘区-沿江南,120.366247,30.272166,245,29568,提前预约随时可看,103110854347,18,2室2厅1厨1卫,中楼层 (共34层),82.86㎡,平层,61.4㎡,板楼,南,钢混结构,精装,两梯四户,有,2020-08-19,商品房,2015-12-14,普通住宅,满五年,非共有,"
                                有抵押 40万元 客户偿还
                              ",已上传房本照片,191015206764,"
                    保利名企，户型方正，满五唯一，精装自住
                  ","
                    ①装修温馨，适合一家人居住 ；②刚需户型，适合首套购买的家庭
                  ",,,"
                    装修现状：装修大约花费20-30万，因为没怎么住过，保养好
家具基本不带走，可拎包入住
                  ",,,,,,"
                    金隅农贸市场，东湾购物*市，金隅Smart购物街，各色商铺商场：新美商场、物美*市、太平洋百货、福雷德广场 银行：工商银行、建设银行、交通银行、农业银行          三甲医院：邵逸夫医院
                  ",,,,
