,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,税费解析,用水类型,用电类型,燃气价格,户型介绍,适宜人群,装修描述,售房详情,交通出行,别墅类型,权属抵押
2775,['国信嘉园'],滨江-彩虹城,120.16811691757,30.195739874761,700,43035,提前预约随时可看,103111861745,16,4室2厅1厨2卫,低楼层 (共18层),162.66㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,有,2020-10-22,商品房,2020-07-21,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,180708665711,"
                    国信嘉园，近宝龙，满五年，税费少，房东自住精装保养好
                  ","
                    国信嘉园位于钱塘江南岸杭州滨江区，国信嘉园占地面积约207亩，是杭州现在少有大规模生活社区，小区沿滨盛路的为多层住宅，内部是排屋别墅，所以居住私密性很好，品质住宅
                  ","
                    
此房位于彩虹城地段，小区配套设施齐全，临街的还有各饮食娱乐的商铺，更有世纪联华等综合*市。离省儿保只有1000米左右，边上还有卫生站，就医方便。、大型综合体宝龙城市广场近
                  ","
                    
交通便利，公交:113路空调 K676路内环空调 B支6路空调 K676路外环空调 527路/K527路 315路 B支3路 K212路夜间外环空调 K225路夜间车外环空调 K226路夜间车外环空调 、地铁4号线联庄站
                  ",,,,,,,,,,,
2776,['钱塘春晓'],滨江-滨江区政府,120.221929,30.211878,880,59593,有租户需预约,103116944838,6,3室2厅1厨2卫,高楼层 (共11层),147.67㎡,平层,122.93㎡,板楼,南 北,钢混结构,精装,一梯两户,有,2021-09-01,商品房,2020-05-06,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,200428251689,"
                    房子满五年 楼层好 采光明亮 诚心出售
                  ","
                    钱塘春晓是05年的小区，浙大求是物业，小区一共有22幢，15幢板楼，7幢塔楼。板楼户型方正，南北通透，得房率高。
                  ","
                    小区北面距离350米左右就是武警医院，往东1公里不到点就是滨江银泰城，往西月明路上1公里处就是滨江龙湖天街，距离江南豪园农贸市场500米左右，生活设施完备方便
                  ","
                    此房为纯正商品房，满5年不唯一，无增值税 个税1%，契税首套1.5个点，二套2个点
                  ","
                    小区东门出去距离1号线江陵站230米左右，南面和西面有公交96路和300路等直达市区的公交车，北面就是江南大道，可直达奥体上三桥去市区，交通便利！
                  ",,,,,,,,,,
2777,['滨文苑'],滨江-浦沿,120.172901,30.177605,365,31165,下班后可看,103113001002,27,3室2厅1厨2卫,高楼层 (共11层),117.12㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯两户,有,2021-01-10,商品房,2021-02-21,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,	2021022211374251,"
                    
此房为南北 向建筑面积为117平米 两房朝南厅朝南，朝南带大..
                  ","
                    
此房为南北向，建筑面积为117平米，两房朝南厅朝南，朝南带大阳台，全明格局，飞机户型，得房率高，每个房间都很大
                  ",,"
                    
滨文中 心总站 107路; 115路; 119路; 194路; 225路; 269路; 326路; 354路; 362路; 901路; b支3路，开车右转300米上彩虹快速
                  ",,,,,"
                    
小区边上配套齐全，交通配套齐全，公交就在门口；综合体、大学城 、交通便利
                  ",,,,,,
2778,['世茂之西湖'],滨江-彩虹城,120.154111,30.194099,730,82282,提前预约随时可看,103109489283,15,3室1厅1厨1卫,高楼层 (共27层),88.72㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2020-06-01,商品房,2020-06-10,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,200606619429,"
                    此房满五年，保养九成新，房东自述进口装修 家电全新
                  ","
                    房源坐落于世茂之西湖该房源坐落于世茂之西湖,世茂之西湖现在已经是滨江为数不多的一线钱塘江景房了，楼盘离钱塘江大桥蛮近的，所以去西湖景区什么的很方便，,。 小户型。交通出行联庄站 钱江大桥换乘站 交通便利 配套小区配套齐全
                  ","
                    此房为南北向三室，建筑面积为88.72平米，两房朝南 一房朝北 厅朝西，全明户型
                  ",,,,,,"
                    房源坐落于世茂之西湖该房源坐落于世茂之西湖,世茂之西湖现在已经是滨江为数不多的一线钱塘江景房了，楼盘离钱塘江大桥蛮近的，去西湖景区很方便
                  ",,,,,,
2779,['绿地旭辉城'],滨江-奥体,120.23533,30.230724,670,75664,提前预约随时可看,103106156369,46,3室1厅1厨1卫,低楼层 (共47层),88.55㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2019-09-19,商品房,2021-05-22,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,190919023139,"
                    绿地西南户型，楼层好 ， 奥体旁 精装修
                  ","
                    两条地铁线交汇 楼盘位于交通枢纽的三桥旁边，交通网四通八达，位于奥体旁边，连接萧山和滨江
                  ",,"
                    房是3房1卫，全明户型、具体格局：两房西南、阳光充足，客厅朝南带阳台、一房朝北、厨房卫生间朝北 户型格局较好
                  ",,,,,"
                    小区物业为永升物业，物业费3.6（含能耗），小区管理很好，环境优雅，近距离莲花碗，奥体板块是您居住的理想场所
                  ",,,,"
                    奥体幼儿园， 智慧树幼儿园 师资力量好，配套设施齐全孩子上学方便，还有世纪华，联华*市(规划支路) ，缤纷农贸市场，武警杭州医院;益万家药房连锁利
                  ",,
2780,['莱蒙水榭春天'],滨江-奥体,120.233045,30.232046,660,78357,提前预约随时可看,103116384026,7,3室1厅1厨1卫,高楼层 (共33层),84.23㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有,2021-08-01,商品房,2021-01-05,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,200718IG700715,"
                    奥体板块 户型方正，全明户型 近距离钱塘江


                  ","
                    开发商：莱蒙国际集团 建筑面积住宅154157平方米、商铺约15万平方米 总户数 854户 物业： 中海物业物业费 3元平方.月


                  ","
                    适合改善型、刚需型客户居住，奥体，年轻情侣，对地段要求较高的人士，这里是不错的选择
                  ",,,,,,,"
                    
:银行：中国工商银行(杭州奥体支行)、中国工商银行24自助银行医院：武警医院、杭州市妇产科医院，距离奥体实 验100米，幼儿园，奥体中 心幼儿园50米


                  ",,,,,
2781,['风景蝶院留园'],滨江-白马湖,120.205987,30.175888,315,37460,有租户需预约,103116594041,1,2室2厅1厨1卫,高楼层 (共20层),84.09㎡,平层,63.93㎡,板楼,南,钢混结构,简装,两梯三户,有,2021-08-12,商品房,2021-08-16,普通住宅,未满两年,共有,"
                                有抵押 40万元
                              ",已上传房本照片,210816SX761095,"
                    
此房满五不唯一，楼层好，视野佳，业主诚心出售，小区环境优雅
                  ","
                    滨江区低总价房源，生活便捷，近网易华为阿里巴巴，适合年轻人刚需首套房
                  ",,"
                    
本房是70年产权商品房，满五年不唯一，无综合税，只有契税
1个点，个税1个点
                  ","
                    小区所在位置四通八达，驾车经彩虹快速路可通达复兴大桥和之江大桥；东邻江虹南路，3公里到达龙湖天街和浙二医院，4公里直达钱塘江边，小区门北向东300米左右，张家西公交站可乘114路、177路、326路、1503路通达滨江大部分1个
                  ",,,,,"
                    小区出东门为廉政文化公园，北向50米为月亮湾幼儿园、长河，300米农贸市场，600米左右为滨江妇幼保健院，中国农业银行和工商银行，南向1公里为白马湖建国饭店，中国动漫博物馆以及风景秀丽的白马湖生态公园
                  ",,,,,
2782,['春波南苑'],滨江-长河,120.22252636065,30.193859393951,528,42574,提前预约随时可看,103114780007,5,3室1厅1厨2卫,高楼层 (共18层),124.02㎡,平层,98.91㎡,板塔结合,东 南 北,混合结构,精装,一梯三户,有,2021-04-30,商品房,2021-05-20,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210619HE054114,"
                    此房是东边套户型，楼层楼栋好，采光充足，视野开阔，交通便利
                  ","
                    本房是业主婚房装修，人车分流，人文环境好。
家有老人：楼层中上，带电梯，配套齐全，有菜市场，公园。

                  ",,,,,,,"
                    目前是自住装修，拎包入住，品质厨具卫具，保养良好，用的材料也都是环保材料，甲醛合格无异味

                  ","
                    房龄新环境好；楼层结构：高楼层，无遮挡，采光好日照8小时没问题。
                  ","
                    房屋无抵押无贷款，业主卖房为了置换改善，房屋为共有产权，产权清晰无争议。
                  ",,,,
2783,['绿地旭辉城'],滨江-奥体,120.23533,30.230724,550,43400,提前预约随时可看,103112005066,123,3室1厅1厨2卫,中楼层 (共26层),126.73㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,五梯十七户,有,2020-11-01,商品房,2020-09-22,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,201029LU929643,"
                    
奥体莲花碗旁 精装修东边套 双地铁口 位置优越 交通方便 大三房
                  ","
                    旭辉城是品质小区，位置优越，物业为永升物业，管理严格，物业费3.6（含能耗），小区环境优雅，莲花碗旁，交通便利 居住舒适感强
                  ","
                    
奥体幼儿园， 智慧树幼儿园 ，配套齐全 孩子上学方便，世纪联华，联华*市 ，缤纷农贸市场，武警杭州医院，益万家大药房，星耀城
                  ","
                    
6、7号地铁线交汇 本盘位于交通枢纽的三桥旁边，交通网四通八达，位于奥体旁边，连接萧山和滨江
                  ",,商水,民电,3.1元/m3,,,,,,,
2784,['彩虹豪庭'],滨江-彩虹城,120.163648,30.1971,700,78283,下班后可看,103116494678,15,3室1厅1厨1卫,低楼层 (共31层),89.42㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯四户,有,2021-08-07,商品房,2021-05-31,普通住宅,未满两年,共有,"
                                有抵押 200万元 杭州银行 业主自还
                              ",已上传房本照片,210221JG062397,"
                    此房房东是刚买入的，暂时没满五年的，但是急卖，价格可以谈。
                  ","
                    彩虹豪庭座落于杭州钱塘江南岸，位于钱江·彩虹城东北侧，总建筑面积约10万平方米，为钱江南岸一线江景精装修住区。彩虹豪庭直面壮阔的钱塘江，左看凤凰山、六和塔和钱塘江一桥，右望杭州城市景观！


                  ","
                    钱塘实验幼儿园；梦想星学院；滨江宝龙城市广场商街；联华市；世纪联华；建设银行；工商银行；招商银行；农业银行；安伯酒吧等.


                  ","
                    彩虹城 113路; 139路; 352路; 139路; 172路; 180路; 194路; 197路; 315路; 352路; 354路; 822路 伟业路滨盛路口 113高峰大站车; 139路; 172路; b支3路 滨盛路伟业路口 113高峰大站车; 到地铁4号线联庄站A出口直线距离557米（来源百度地图）


                  ",,,,,,,,,,,
2785,['临江花园'],滨江-彩虹城,120.15204023851,30.191681553057,600,35088,提前预约随时可看,103116994479,2,4室2厅1厨2卫,低楼层 (共29层),171㎡,平层,137.48㎡,塔楼,南,钢混结构,精装,三梯六户,有,2021-09-03,商品房,2021-10-21,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210120KO325212,"
                    业主已摇中，诚心出售，有车位，价格可谈
                  ","
                    临江花园位于滨江区西环路江南大道交叉口。小区道路组织合理，休闲设施精心安排，为住户提供自然、舒适的居住环境。社区主流健康向上，社区风气良好，邻里关系和谐。小区以实用、舒适、分区合理为整体规划原则，户型选择丰富。
                  ","
                    
综合商场：世纪华联、华润万家等 ； 医院：浦沿社区卫生服务站 ； 邮局：浦沿邮政所、中滨江高教园； 银行：工商银行、建设银行等 ； 其他：两岸咖啡、澳门豆捞、麦当劳 ； 小区内部配套：游泳池、会所、网球场、儿童游乐场、停车位；
                  ","
                    K194路、315路、K352路、k354路、K404路、527/K527路、822/K822路、K222路(夜间线)，地铁4号线中医药大学站，4号线联庄站
                  ",,,,,,,,,,,
2786,['金盛曼城'],滨江-浦沿,120.161078,30.164881,320,37705,提前预约随时可看,103112300852,36,3室1厅1厨1卫,高楼层 (共27层),84.87㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,2020-11-20,商品房,2020-06-28,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,190916642389,"
                    地铁四号线 门口就是农贸市场 美博广场 永辉*市 购物出行方便
                  ","
                    曼城整体规划结合基地原有特征，把11栋建筑单体采取错落布局手法，增加空间的开阔感，采光的丰富性，化解了一般小区通透不足，呆板有余的弊端。在建筑设计上，曼城采用薄板短板建筑手法，让室内通透兴更强，采光更丰富；居住更舒适。
                  ","
                    综合商场：金盛嘉悦广场，物美*市，永辉*市，浦沿农副产品综合市场 医院：浦沿卫生院 邮局：浦沿邮政支局 银行：农业银行浦沿支行、工商银行，建设银行
                  ","
                    交通便利！地铁4号线浦沿站，浦沿路东冠路口公交站：112路，113路，113路大站，222路，225路，230路，269路，326路，352路，822路，商务1号线
                  ",,,,,,,,,,,
2787,['浙新小区'],滨江-浦沿,120.148461,30.17799,539,35606,提前预约随时可看,103113295077,16,4室2厅1厨2卫,高楼层 (共18层),151.38㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021-02-04,商品房,2021-01-02,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210205EM584689,"
                    
滨江区双地铁口，户型好，楼层高采光佳
                  ","
                    适合在滨江上班的刚需，接孩子上下学都方便。小区边上就是物美*市，四号线中医药大学站和六号线西浦路站双地铁口，位置也不错。
                  ",,"
                    过钱江一桥、复兴大桥[1] (钱江四桥)与主城相连，与主城区关系密切。近4号线中医药大学站和六号线西浦路站。多路公交车经过该地块，具体有K212、402、404、337、674、675、327、822、115、706通
                  ",,,,,,"
                    有两个综合体，映创城有盒马鲜生、肯德基等，盒作社有美食广场和物美*市、麦当劳、星巴克等。
                  ",,,,,
2788,['龙湖春江彼岸'],滨江-奥体,120.237053,30.226477,1300,93850,提前预约随时可看,103117356439,0,3室2厅1厨2卫,高楼层 (共33层),138.52㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-09-25,商品房,2019-11-28,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,210925DQ090945,"
                    近地铁，户型方正，视野好采光好
                  ","
                    龙湖春江彼岸此小区属于龙湖集团在打造奥体的春江系列楼盘，小区物业为龙湖物业，是优质物业，小区环境宜人
                  ","
                    
北侧规划的共建配套中规划有菜场，在奥体博览城的四大场馆下面规划有近30万的商品街 ，往西沿丹枫路走可直达星耀城综合体，武警杭州医院。（免责声明：以上来自百度仅供参考）
                  ","
                    两条地铁交汇楼盘位于交通枢纽的三桥边交通网四通八达，位于奥体边，连接萧山和滨江
                  ",,,,,,,,,,,
2789,['欣盛东方郡东区'],滨江-滨江区政府,120.222617,30.203991,680,75665,提前预约随时可看,103116782245,4,3室1厅1厨1卫,中楼层 (共33层),89.87㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-08-23,商品房,2021-01-20,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,180129597546,"
                    中间楼层采光充足 自住精装修三房户型 满五年唯一  
                  ","
                    东方郡位于区政府板块，配套完善，中赢国际综合体，滨江龙湖天街，滨江银泰，南面有 中赢康康谷综合体，步行街，武警医院，大型商场百货大楼，各种服装店，多家银行等
                  ",,"
                    小区东门口150米即到地铁一号线滨和站，门口195路、300路、B支6路、115路等多条公交线路，交通便利，生活配套方便
                  ",,,,,,,,,,,
2790,['绿地旭辉城'],滨江-奥体,120.23533,30.230724,550,43400,提前预约随时可看,103112005066,123,3室1厅1厨2卫,中楼层 (共26层),126.73㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,五梯十七户,有,2020-11-01,商品房,2020-09-22,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,201029LU929643,"
                    
奥体莲花碗旁 精装修东边套 双地铁口 位置优越 交通方便 大三房
                  ","
                    旭辉城是品质小区，位置优越，物业为永升物业，管理严格，物业费3.6（含能耗），小区环境优雅，莲花碗旁，交通便利 居住舒适感强
                  ","
                    
奥体幼儿园， 智慧树幼儿园 ，配套齐全 孩子上学方便，世纪联华，联华*市 ，缤纷农贸市场，武警杭州医院，益万家大药房，星耀城
                  ","
                    
6、7号地铁线交汇 本盘位于交通枢纽的三桥旁边，交通网四通八达，位于奥体旁边，连接萧山和滨江
                  ",,商水,民电,3.1元/m3,,,,,,,
2791,['春波南苑'],滨江-长河,120.22252636065,30.193859393951,528,42574,提前预约随时可看,103114780007,5,3室1厅1厨2卫,高楼层 (共18层),124.02㎡,平层,98.91㎡,板塔结合,东 南 北,混合结构,精装,一梯三户,有,2021-04-30,商品房,2021-05-20,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210619HE054114,"
                    此房是东边套户型，楼层楼栋好，采光充足，视野开阔，交通便利
                  ","
                    本房是业主婚房装修，人车分流，人文环境好。
家有老人：楼层中上，带电梯，配套齐全，有菜市场，公园。

                  ",,,,,,,"
                    目前是自住装修，拎包入住，品质厨具卫具，保养良好，用的材料也都是环保材料，甲醛合格无异味

                  ","
                    房龄新环境好；楼层结构：高楼层，无遮挡，采光好日照8小时没问题。
                  ","
                    房屋无抵押无贷款，业主卖房为了置换改善，房屋为共有产权，产权清晰无争议。
                  ",,,,
2792,['绿地旭辉城'],滨江-奥体,120.23533,30.230724,670,75664,提前预约随时可看,103106156369,46,3室1厅1厨1卫,低楼层 (共47层),88.55㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2019-09-19,商品房,2021-05-22,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,190919023139,"
                    绿地西南户型，楼层好 ， 奥体旁 精装修
                  ","
                    两条地铁线交汇 楼盘位于交通枢纽的三桥旁边，交通网四通八达，位于奥体旁边，连接萧山和滨江
                  ",,"
                    房是3房1卫，全明户型、具体格局：两房西南、阳光充足，客厅朝南带阳台、一房朝北、厨房卫生间朝北 户型格局较好
                  ",,,,,"
                    小区物业为永升物业，物业费3.6（含能耗），小区管理很好，环境优雅，近距离莲花碗，奥体板块是您居住的理想场所
                  ",,,,"
                    奥体幼儿园， 智慧树幼儿园 师资力量好，配套设施齐全孩子上学方便，还有世纪华，联华*市(规划支路) ，缤纷农贸市场，武警杭州医院;益万家药房连锁利
                  ",,
2793,['风景蝶院留园'],滨江-白马湖,120.205987,30.175888,315,37460,有租户需预约,103116594041,1,2室2厅1厨1卫,高楼层 (共20层),84.09㎡,平层,63.93㎡,板楼,南,钢混结构,简装,两梯三户,有,2021-08-12,商品房,2021-08-16,普通住宅,未满两年,共有,"
                                有抵押 40万元
                              ",已上传房本照片,210816SX761095,"
                    
此房满五不唯一，楼层好，视野佳，业主诚心出售，小区环境优雅
                  ","
                    滨江区低总价房源，生活便捷，近网易华为阿里巴巴，适合年轻人刚需首套房
                  ",,"
                    
本房是70年产权商品房，满五年不唯一，无综合税，只有契税
1个点，个税1个点
                  ","
                    小区所在位置四通八达，驾车经彩虹快速路可通达复兴大桥和之江大桥；东邻江虹南路，3公里到达龙湖天街和浙二医院，4公里直达钱塘江边，小区门北向东300米左右，张家西公交站可乘114路、177路、326路、1503路通达滨江大部分1个
                  ",,,,,"
                    小区出东门为廉政文化公园，北向50米为月亮湾幼儿园、长河，300米农贸市场，600米左右为滨江妇幼保健院，中国农业银行和工商银行，南向1公里为白马湖建国饭店，中国动漫博物馆以及风景秀丽的白马湖生态公园
                  ",,,,,
2794,['莱蒙水榭春天'],滨江-奥体,120.233045,30.232046,660,78357,提前预约随时可看,103116384026,7,3室1厅1厨1卫,高楼层 (共33层),84.23㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有,2021-08-01,商品房,2021-01-05,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,200718IG700715,"
                    奥体板块 户型方正，全明户型 近距离钱塘江


                  ","
                    开发商：莱蒙国际集团 建筑面积住宅154157平方米、商铺约15万平方米 总户数 854户 物业： 中海物业物业费 3元平方.月


                  ","
                    适合改善型、刚需型客户居住，奥体，年轻情侣，对地段要求较高的人士，这里是不错的选择
                  ",,,,,,,"
                    
:银行：中国工商银行(杭州奥体支行)、中国工商银行24自助银行医院：武警医院、杭州市妇产科医院，距离奥体实 验100米，幼儿园，奥体中 心幼儿园50米


                  ",,,,,
2795,['彩虹豪庭'],滨江-彩虹城,120.163648,30.1971,700,78283,下班后可看,103116494678,15,3室1厅1厨1卫,低楼层 (共31层),89.42㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯四户,有,2021-08-07,商品房,2021-05-31,普通住宅,未满两年,共有,"
                                有抵押 200万元 杭州银行 业主自还
                              ",已上传房本照片,210221JG062397,"
                    此房房东是刚买入的，暂时没满五年的，但是急卖，价格可以谈。
                  ","
                    彩虹豪庭座落于杭州钱塘江南岸，位于钱江·彩虹城东北侧，总建筑面积约10万平方米，为钱江南岸一线江景精装修住区。彩虹豪庭直面壮阔的钱塘江，左看凤凰山、六和塔和钱塘江一桥，右望杭州城市景观！


                  ","
                    钱塘实验幼儿园；梦想星学院；滨江宝龙城市广场商街；联华市；世纪联华；建设银行；工商银行；招商银行；农业银行；安伯酒吧等.


                  ","
                    彩虹城 113路; 139路; 352路; 139路; 172路; 180路; 194路; 197路; 315路; 352路; 354路; 822路 伟业路滨盛路口 113高峰大站车; 139路; 172路; b支3路 滨盛路伟业路口 113高峰大站车; 到地铁4号线联庄站A出口直线距离557米（来源百度地图）


                  ",,,,,,,,,,,
2796,['迎春小区'],滨江-滨江区政府,120.227475,30.202773,500,50922,提前预约随时可看,103115214173,18,3室2厅1厨1卫,高楼层 (共6层),98.19㎡,平层,88.68㎡,板楼,南,钢混结构,精装,一梯两户,无,2021-05-25,商品房,2008-04-09,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210525LG108710,"
                    此房满五唯一，西边套，三面采光，配套齐全，交通便利，
                  ","
                    适合刚需置业，总价低，适龄儿童上学方便，离菜场近，适合有平时居家做饭的家庭，买菜方便。
                  ",,"
                    业主自己在住，精装修带空调，家电齐全，西边套，三面采光，视野宽阔
                  ",,,,,,"
                    小区旁边就有地铁，距离银泰城大约1.5公里（在建），在滨江区政府板块，小区内自设幼儿园，3公里范围内教育.医院.商场样样俱全，衣食住行都很方便。
                  ","
                    距离滨河路地铁口大约500米，小区有多路公交车停靠，绿色出行也可以在小区门口租借公共自行车，距离萧山国际机场大约25公里
                  ",,,,
2797,['龙湖春江彼岸'],滨江-奥体,120.237053,30.226477,1200,86437,提前预约随时可看,103116958132,2,4室2厅1厨2卫,中楼层 (共33层),138.83㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-09-01,商品房,2020-11-25,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200502725780,"
                    ：
1.龙湖品牌开发商 
2.四房两卫边套
3.奥体滨江区位置
                  ","
                    改善住宅，四房两卫格局，边套户型，适合5口之家改善居住，位置好出行方便
                  ",,"
                    房东自住装修，买后拎包入住，家电家具齐全，房东不带走，全屋品牌电器
                  ",,,,,,"
                    

步行1公里到江边 可看灯光秀 晚上大量跑步运动人员 一条马路之隔为奥体校园 为杭二中 正在建 下沉式综合体快建好了


                  ",,,,,
2798,['金盛曼城'],滨江-浦沿,120.161078,30.164881,420,35564,有租户需预约,103113487927,5,3室2厅1厨2卫,中楼层 (共11层),118.1㎡,平层,99.39㎡,板塔结合,南,钢混结构,简装,一梯三户,有,2021-02-24,商品房,2021-03-03,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,190605419884,"
                    
此房满五年不唯一，三开间朝南，大三房 小区中间位..
                  ","
                    曼城整体规划结合基地原有特征，把11栋建筑单体采取错落布局手法，增加空间的开阔感，采光的丰富性，化解了一般小区通透不足，呆板有余的弊端。在建筑设计上，曼城采用薄板短板建筑手法，让室内通透兴更强，采光更丰富；居住更舒适
                  ","
                    综合商场：金盛嘉悦广场，物美*市，永辉*市，浦沿农副产品综合市场 医院：浦沿卫生院 邮局：浦沿邮政支局 银行：农业银行浦沿支行、工商银行，建设银行
                  ","
                    
交通便利！地铁4号线浦沿站，浦沿路东冠路口公交站：112路，113路，113路大站，222路，225路，230路，269路，326路，352路，822路，商务1号线，边套户型
                  ",,,,,,,,,,,
2799,['中兴和园'],滨江-彩虹城,120.188079,30.16268,450,33845,提前预约随时可看,103116315576,0,3室1厅1厨2卫,中楼层 (共11层),132.96㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,2021-07-27,商品房,2021-05-21,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,191012972999,"
                    此房 格局好 大三房 采光好 价位低
                  ","
                    大三房，家里人多的 比较实用，两个卫生间，餐厅较大， 两个卧室朝南，采光好
                  ",,"
                    地段交通便利 火炬大道与时代大道交叉口 交通方便 连接滨江彩虹城长河 K404、K337（内环）、137、354、138（外环）177.354 路公交出行方便，开车出门去市区很方便，旁边就是高架。
                  ",,,,,"
                    小区西面未来可新建综合体前景可观，商场：东冠商场，华润万家，物美。世纪华联 医院：滨江区妇幼保健院，滨江诚铭门诊部，浦沿卫生院，儿保， 邮局：浦沿邮政支局 银行：杭州联合农村合作银行冠山分理处、中国建设银行 、中国工商银行、农业银行
                  ",,,,,,
2800,['水印城'],滨江-长河,120.199562,30.209132,725,52196,有租户需预约,103115202513,4,3室2厅1厨2卫,高楼层 (共27层),138.9㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,2021-05-24,商品房,2021-06-16,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210617BK775619,"
                    满五唯一   板楼  户型方正  价格可谈  视野好
                  ","
                    小区为2006年建成的商品房小区，开发商为昆仑地产浙江本地房企，物业目前为龙湖物业管理好，小区一共10幢楼组成，4幢圆形的塔楼，6幢长方形的板楼，小区北面2幢是一线江景房，往南一次2幢一排，共5排，所以小区空间大，环境优美，完全人车分流
                  ","
                    商场： 龙湖天街、宝龙广场、星光大道卖场、第六空间大都会；医院：浙医二院滨江医院、武警医院、长河妇保医院； 小区底商满足基本生活需求，餐饮、水果药店等，生活所需一应俱全
                  ",,,,,,,,,,,,
2801,['臻奥院'],滨江-奥体,120.239347,30.228625,1620,119841,提前预约随时可看,103113550708,29,4室2厅1厨2卫,高楼层 (共29层),135.18㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯两户,有,2021-02-27,商品房,2021-07-06,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210730CO784939,"
                    
奥体芯，地铁口！三地铁汇集，正对莲花碗，视野开阔，景观佳！
                  ","
                    奥体幼儿园， 智慧树幼儿园 师资力量好，配套设施齐全孩子上学方便，还有世纪华，联华*市(规划支路) ，缤纷农贸市场，武警杭州医院;益万家药房连锁店
                  ",,"
                    
房子开发商精装修，中 央空调，地暖，新风系统，天然大理石地板，轻奢风墙布
                  ",,,,,,,"
                    小区坐落于滨江区奥体板块，与钱江新城隔江相望，地铁6/7号线 奥体站，6号线贯穿滨江区直达火车东站，7号线连接萧山机场与西湖景区。楼盘位于交通枢纽的三桥旁边，交通网四通八达，位于奥体旁边，连接萧山和滨江
                  ",,,,
