,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,周边配套,小区介绍,户型介绍,适宜人群,装修描述,用水类型,用电类型,售房详情,交通出行,税费解析,燃气价格,权属抵押,别墅类型
2494,['漾河人家'],拱墅-三塘,120.174685,30.327005,340,33272,有租户需预约,103116329734,3,3室1厅1厨1卫,低楼层 (共18层),102.19㎡,平层,80.93㎡,板楼,南,钢混结构,简装,两梯四户,有,2021-07-28,商品房,2013-04-01,普通住宅,满五年,共有,"
                                有抵押 85万元
                              ",已上传房本照片,170619600296,,,,,,,,,,,,,,,
2495,['欣景苑'],拱墅-三塘,120.191388,30.326456,439,37664,提前预约随时可看,103112338250,34,3室2厅1厨2卫,低楼层 (共17层),116.56㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯两户,有,2020-11-23,商品房,2018-09-11,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,180725248114,"
                    精装修 ，三房两卫， 适合一家人居住。视野宽阔。采光很好。
                  ","
                    欣景苑是2009年左右的房子，开发商是北京欣景苑房地产开发公司下属物业公司，小区位于新天地街与费家塘路交叉口。
                  ","
                     位于南边的是费家塘站72路、46路和219车的终点站，另有75路、85路、187路、312、316、371、217、218、95、22、350、等公交车，往南可达吴山广场、武林广场、市三医院，住北可达塘栖古镇等，离秋石高架入口1.4公里，离留石高架口1.9公里，出行便利。
                  ","
                    小区朝北走800米处就是中大银泰城，北面建的是市政府打造的180万贸易综合体（新天地），往南是物美大*市、爱德医院，小区出门50米处有公交车总站。
                  ",,,,,,,,,,,
2496,['名城公馆'],拱墅-桥西,120.135683,30.322084,1038,82828,提前预约随时可看,103107313065,140,3室2厅1厨2卫,中楼层 (共16层),125.32㎡,平层,98.43㎡,板楼,南,钢混结构,毛坯,两梯两户,有,2019-12-13,商品房,2014-05-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200103448137,"
                    此房满五唯一，户型方正，楼层适中，全明通透，两梯两户
                  ","
                    桥西高尚生活住区，卡麦全石材干挂外立面，artdeco建筑风格，错层挑高阳台。
万科三好物业，楼宇配备管家服务，大门采用黑猫人脸识别安防系统，梯控入户，24小时安防。
60米*宽楼间距，1万方四季园景，游泳池，儿童室外及室内游乐场，健身房。
                  ","
                    地铁5号线（大运河站C出口），步行约650米可达；公交站点（桃园里）:57路，58路,191路，65路，地铁接驳线路，步行约500米公交站点（小河路登云路路口）:70路，1路，61路，129路，185路，65路，191路等，步行约850米
                  ","
                    靠运河公园，步行至桥西历史街区和D32综合体仅800米，向北3.5km可达万达广场，向西3km可达城西银泰，向南2.2km可达大悦城，商场和*市等生活配套一应俱全，日常购物十分方便。医院：杭师大附属医院，和睦医院 幼儿园：吉如紫荆 文澜
                  ",,,,,,,,,,,
2497,['中粮方圆府'],拱墅-三塘,120.174983,30.321004,530,59053,提前预约随时可看,103114586534,16,2室2厅1厨1卫,低楼层 (共20层),89.75㎡,平层,69.42㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-04-20,商品房,2015-10-10,普通住宅,满五年,共有,"
                                有抵押 103万元 中国建设银行西湖支行 客户偿还
                              ",已上传房本照片,210410YR458815,"
                    
精装，楼层好，视野开阔，交通便利，地铁口
                  ","
                    小区是2014年交付的，开发商也是国企中粮地产开发的，共8幢住宅和两套酒店式公寓（东区二期共5幢，西区一期共三幢），小区品质好，小区内配套成熟，小区人车分流，中粮物业管理严谨
                  ","
                    多条公交路线供您选择，小区出东门就是西湖漾河桥公交站，经站线路：46路、371路。西文街公交站总站，经站线路：77路。西联桥公交站，经站线路：46路、77路、272路、371路
                  ","
                    
小区往东50米有西文农贸市场，果蔬生鲜，往西200米城北体育公园是锻炼放松的好去处，有物美大卖场，金逸影城，中大银泰成为您的居家生活提供便利，爱德医院和中西医结合医院为您的健康保驾护航
                  ",,,,,,,,,,,
2498,['欣景苑'],拱墅-三塘,120.191388,30.326456,400,34926,提前预约随时可看,103116527663,0,3室2厅1厨1卫,高楼层 (共18层),114.53㎡,平层,91.87㎡,塔楼,南,钢混结构,简装,两梯两户,有,2021-08-09,商品房,2017-01-22,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210809KT867622,"
                    此房满五年，高楼层，采光好视野开阔
                  ","
                    位于下城区费家塘路527号，开发商：北京欣景苑房地产开发公司；物业公司：南都物业
                  ","
                    
公交车站：位于南边的是费家塘站72路和46路车的终点站，有75路、85路、187路、312、316、371、217、218、95、22、350、等公交车，往南可达吴山广场、武林广场、市三医院，住北可达塘栖古镇等，出行便利。 离秋石高架入口1.4公里，离留石高架口1.9公里。
                  ","
                    小区朝北走800米处就是中大银泰城，北面建的是市政府打造的180万贸易综合体（新天地），往南是物美、爱德医院，小区出门50米处有公交车总站。
                  ",,,,,,,,,,,
2499,['流水苑'],拱墅-流水苑,120.187354,30.283951,388,41216,提前预约随时可看,103104980320,19,3室2厅1厨2卫,中楼层 (共7层),94.14㎡,跃层,94.14㎡,板楼,南,砖混结构,精装,一梯五户,无,2019-06-09,商品房,2017-06-21,普通住宅,满两年,共有,"
                                有抵押 100万元 客户偿还
                              ",已上传房本照片,170629714898,"
                    此房单价低，装修60万精装修，看房方便，。。。。。。。。。
                  ","
                    房屋地理位置优越，出行方便，小区出门就是朝晖路，公交车站就在门口，小区南边就是运河公园，有水上巴士流水苑站
                  ",,,,,,,,,"
                    小区是在比较优质的位置，河边，小区里面配套齐全，基本上日常用品都能买的到，小区的整体房龄还是比较新的，出门就是公交车站，去地铁也比较方便
                  ",,,,
2500,['金隅田员外'],拱墅-半山,120.202041,30.358832,435,33693,下班后可看,103115810944,4,3室1厅1厨2卫,中楼层 (共20层),129.11㎡,平层,暂无数据,板塔结合,南,砖混结构,精装,两梯三户,有,2021-06-28,商品房,2017-07-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210701XA600016,"
                    
房东自住，精装修，三房两卫，边套，中间楼层
                  ","
                    开发商是北京金隅置业，小区环境清幽，空气怡人，社区氛围好，24小时保安，2梯3户或者2梯4户。小区景观高低起伏，错落有致，配有凉亭，小区进门口就是一个景观湖，配有流水，让人感觉身心舒畅，安静祥和。
                  ","
                    
小区门口是半山桥东公交站，经停131路，359路，535路公交车，小区800米有半山公交总站，出行方便，小区门口还有杭州市公共自行车租赁点，绿色出行，小区400米是秋石高架出入口，开车出行方便
                  ","
                    
小区门口有橙联，世纪华联，明康汇、紫燕百味鸡等，小区1公里的距离有大润发，小区500米是浙江省肿瘤医院，800米是义乌小商品市场和蔬菜市场，鸡鱼肉蛋蔬都有供应，小区距离龙山公园仅有200米
                  ",,,,,,,,,,,
2501,['中粮方圆府'],拱墅-三塘,120.174983,30.321004,550,61282,提前预约随时可看,103116487938,4,3室2厅1厨1卫,中楼层 (共20层),89.75㎡,平层,69.42㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-08-07,商品房,2018-05-24,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210807KS632024,"
                    此房满五年 业主自住精装修 中上楼层，位置安静
                  ","
                    
小区是2014年交付的，开发商也是国企中粮地产开发的，共8幢住宅和两套酒店式公寓（东区二期共5幢，西区一期共三幢），小区品质好，小区内配套成熟，小区人车分流，中粮物业管理严谨
                  ","
                    
多条公交路线供您选择，小区出东门就是西湖漾河桥公交站，经站线路：46路、371路。西文街公交站总站，经站线路：77路。西联桥公交站，经站线路：46路、77路、272路、371路
                  ","
                    
小区往东50米有西文农贸市场，果蔬生鲜，往西200米城北体育公园是锻炼放松的好去处，有物美大卖场，金逸影城，中大银泰成为您的居家生活提供便利，爱德医院和中西医结合医院为您的健康保驾护航
                  ",,,,,,,,,,,
2502,['水印康庭'],拱墅-三塘,120.174802,30.322891,460,62833,提前预约随时可看,103114244125,4,3室2厅1厨2卫,中楼层 (共12层),73.21㎡,跃层,暂无数据,塔楼,南 北,钢混结构,精装,两梯十户,有,2021-04-02,商品房,2008-01-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,180722010384,"
                    满五年，诚心出售 楼层好，采光视野良好，全明户型
                  ","
                    水印康庭处于西文街与白石巷路交叉口，整体建筑年代是2006年 小区总共有1800户人家，水印康庭位于城北大型居住区的，处于绍兴路和东新路之间，白石巷与西文街交汇处。南近700余亩的城北体育休闲公园。
                  ","
                    距离地铁300米，5号线再行路站，公交车站，有西联桥公交站，白石路西文街口公交车站，东新路西文街口公交车站，公交线路，77路可以到汽车西站，48路可以到火车东站东，46路可以到六公园顺便到达西湖，地铁30米。
                  ","
                    小区东100米是大型物美*市和金逸影城，西100米是城北标志性的建筑城北体育公园，北1000米是中大银泰城，沈半路与东新路路还有中西结合医院和东新路边的爱德医院
                  ",,,,,,,,,,,
2503,['杭钢尚堂府'],拱墅-半山,120.156977,30.33952,480,54751,下班后可看,103113934495,4,3室2厅1厨2卫,中楼层 (共18层),87.67㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯三户,有,2021-03-17,商品房,2017-12-26,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,201112QV487114,"
                    位置好不沿马路 东边套，不沿马路
                  ","
                    
万科物业，杭钢品牌开发商做保障 ，为您的高品质生活和舒适的居住环境保驾护航 小区位于拱墅拱康路与石祥路交叉口，出行十分便利。 内部配套：水景广场，羽毛球场，纯人车分流，楼下在建农贸市场，拱墅区智慧网谷小镇，360，顺丰等企业。


                  ",,"
                    2017交付的次新房 智慧网谷边上 此房户型方正，小区品质高，绿化面积多，万科品牌物业，入住率高，人车分流！
                  ","
                    
小区配套齐全：中大银泰城、新天地购物，太阳城购物广场 、运河上街、D32综合体， 医疗：杭州市第二附属医院都在附件1.5公里内
                  ",,,,,,,,,,
2504,['杭钢南苑'],拱墅-半山,120.18998,30.353833,160,27611,提前预约随时可看,103110740140,33,2室1厅1厨1卫,中楼层 (共7层),57.95㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2020-08-12,商品房,1990-07-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,170606387324,"
                    此房满五  南北  通，中等楼层  采光棒
                  ","
                    安保人文：小区门口有安保,门禁,小区内有监控等 小区环境：小区环境安静，舒适，整个小区安静清爽，干净整洁！
                  ",,"
                    
杭钢北苑公交配套：302/K302路、312/K312路、K75路、K831路，出行无忧方便。 秋石高架往市区和高速，交通便利
                  ",,,,,,,,,,,
2505,['都市水乡水滟苑'],拱墅-三墩,120.09903801855,30.338579276766,336,34990,提前预约随时可看,103115554262,4,3室1厅1厨1卫,低楼层 (共15层),96.03㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,有,2021-06-13,商品房,2010-06-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,201023LJ227938,"
                    
房东诚心出售，楼层好，交通便利，地铁2号线
                  ","
                    都市水乡水滟苑  位于三墩板块 ，小区房龄2008年左右，属拱墅区。
                  ",,"
                    
房子已经满五年的非房子，诚心出售，减少交易成本 业主诚心出售
                  ",,,,,,,,"
                    地铁2号线三墩站，距离600米（百度地图），公交总站一步之遥，出行方便。
                  ",,,
2506,['朝晖九区'],拱墅-朝晖,120.162932,30.294447,336,37610,提前预约随时可看,103113759748,22,3室2厅1厨1卫,高楼层 (共7层),89.34㎡,平层,83.49㎡,板塔结合,南,钢混结构,简装,一梯两户,有,2021-03-09,已购公房,2014-07-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210310JV568666,"
                    此房已经满5年，精装修，拎包入住，小区门口就是地铁口
                  ","
                    小区多为政府部门的房改房，部分是商品房，都是6层或7层的板楼，小区房龄跨度较大，从1985-1996年不等，小区内有大约300个停车位，100元/月，先到先停。
                  ","
                    
交通便利，更是45路，801路公交终点站和朝晖九区站，可以到达杭州大部分地区，离一号线西湖文化广场站700米左右，小区门口潮王路地铁口规划3号线，预计明年开通
                  ","
                    设施配套完善，有长板里农贸市场，省人民医院；交通便利，45路，81路公交终点站和朝晖九区站。
                  ",,,,,,,,,,,
2507,['施家花园'],拱墅-流水苑,120.178646,30.282372,389,44478,提前预约随时可看,103109423218,14,2室1厅1厨1卫,高楼层 (共7层),87.46㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2020-05-28,已购公房,2000-12-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200514427157,"
                    全新自住装修，可以拎包入住，一梯两户，99年造，小区环境优美
                  ","
                    小区门口就有世纪联华大*市，还有绿洲花园华润*市，这一条街上就有两家肯德基，和平饭店，星巴克，甘其食，农贸市场生活配套等等便利店；出门即是施家桥公交车站，步行至西湖文化广场地铁口或打铁关地铁口1000米，上塘高架出入口就在旁边，出行方便。
                  ","
                    小区出门即是施家桥公交车站，途经的公交有19K19路、2路、214路、219路、33K33路、44K44路、K105路、K106路、K2路、K72路；地铁1公里，交通很方便的。
                  ",,,,,,,,,,,,
2508,['吉如家园'],拱墅-桥西,120.136226,30.323015,838,62282,提前预约随时可看,103116930170,0,3室2厅1厨2卫,高楼层 (共18层),134.55㎡,平层,106.41㎡,塔楼,南 北,砖混结构,精装,两梯两户,有,2021-08-31,商品房,2012-11-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210831OA345516,"
                    此房南北通透，业主自住装修，楼层高采光好
                  ","
                    小区是2009年和2012年分两期建设，小区总楼幢18幢，占地面积大，楼幢间距大，小区有广场，小区采用24小时安保，物业费便宜，生活便利。
                  ","
                    
地铁五号线距离小区100-200米，登云路小河路口 - 1路; 61路; 63路; 65路; 70路; 79路; 129路; 185路; 191路 桃园里 - 65路; 191路
                  ","
                    小区楼下就是地铁5号线地铁口，北有万达南有大悦城，东面市二医院千年古运河拱宸桥，运河上街，运河天地！空气清新适合居住。旁边京杭大运河，拱宸桥风景区，天阳D32时尚购物街区，刀剪剑扇博物馆，茶余饭后休闲购物舒适惬意。
                  ",,,,,,,,,,,
2509,['水印康庭'],拱墅-三塘,120.174802,30.322891,400,67194,提前预约随时可看,103113855614,9,3室2厅1厨2卫,中楼层 (共12层),59.53㎡,跃层,41.34㎡,塔楼,南,钢混结构,精装,两梯十户,有,2021-03-13,商品房,2008-06-20,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,210317QE925735,"
                    此房满五年 无增值税 loft户型，得房率高 中间楼层采光好
                  ","
                    
水印康庭处于西文街与白石巷路交叉口，整体建筑年代是2006年 小区总共有1800户人家，水印康庭位于城北大型居住区的，处于绍兴路和东新路之间，白石巷与西文街交汇处。南近700余亩的城北体育休闲公园。物业是德丰物业，好的物业让您住的安心舒适。
                  ","
                    
小区地理位置好，西面临河，东南面临西文公园。小区大门往南800米就是城北体育公园。小区往东南方向600米就是西联广场物美大卖场。往东北方向1000米就是中大银泰城与杭州新天地，生活便捷。
                  ","
                    
小区出南门600米就是西联桥公交站，经过本站的公交车有48路、22路、77路 、272路 、371路。小区门口有公共自行车站，环保出行，就在身边，可直达汽车西站、汽车北站、火车东站等重要站点。
                  ",,,,,,,,,,,
2510,['三里家园二区'],拱墅-三里亭,120.194495,30.302104,280,35972,提前预约随时可看,103112434772,4,2室2厅1厨1卫,低楼层 (共18层),77.84㎡,平层,暂无数据,板楼,南 北,砖木结构,精装,一梯三户,有,2020-11-30,商品房,2016-08-10,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,171110229813,"
                    交通便利 配套设施齐全 自住装修 两房朝南 采光充足，视野开阔
                  ","
                    三里家园二区由杭州市三里亭经济房开发有限公司开发，建成年代从2003-2009(部分缺失) 年，位于尧典桥路176-178号, 池塘庙路162号、164号，占地面积：8205 m²总建筑面积：100002 m²，绿化30 %，有商品房、已购公房、经济适用房、回迁房，物业费：0.55.
                  ","
                    交通出行方便，距离三里亭公交总站200米，有5路、40路，74路，191路、社区微公交1602路等公交经过，直达六公园、吴山广场、浙大紫金港校区。距离闸弄口地铁站约1.8公里，距离火车东站约3公里（来源百度地图）。小区边上有多个自行车租赁点，方便骑车出行。
                  ","
                    此房属于中间套，客厅和主卧朝南，厨房和另一个房间朝北。除了卫生间都是全明户型
                  ","
                    三里家园农贸市场，小区生活配套齐，有三里亭农贸市场、联华，沿街商铺林立。小区边有平安银行、邮政储蓄银行、中国工商银行、杭州联合银行等多家银行。距离闸弄口社区卫生所约600米。
                  ",,,,,,,,,,
2511,['和苑小区'],拱墅-申花,120.110283,30.307901,985,70047,提前预约随时可看,103115605562,8,3室2厅1厨2卫,中楼层 (共11层),140.62㎡,平层,暂无数据,板塔结合,南,混合结构,精装,一梯两户,有,2021-06-16,商品房,2018-01-23,普通住宅,满两年,共有,"
                                有抵押 200万元
                              ",已上传房本照片,171017055134,"
                    不沿街,精装70万大金空调和地暖 置换诚心出售
                  ","
                    房东是为了置换新房子,现在诚心出售,看房方便,到价可以签字.
                  ",,,,,"
                    地铁2号线5号线三坝地铁站无论是往东、往西、往北、往南都是很方便的，留石快速路距离我们2公里，开车还是乘坐交通工具都会让您的出行十分便利
                  ",,,"
                    房东自己住的精装修,花了70万,空调地暖都是用的很好的,都留下的,直接可以拎包入住
                  ",,,,,
2512,['嘉里桦枫居北区'],拱墅-石桥,120.202206,30.349596,425,30786,提前预约随时可看,103107829078,62,4室2厅1厨2卫,高楼层 (共16层),138.05㎡,平层,暂无数据,板楼,南,砖混结构,精装,两梯三户,有,2020-03-01,商品房,2016-10-19,普通住宅,满五年,共有,"
                                有抵押 80万元
                              ",已上传房本照片,180703195865,"
                    楼层好 视野开阔 诚心出售 随时可以签
                  ","
                    房子满两年，免去增值税有总价格1一个点个人所得税，降低购房成本，契税不论首套1.5，二套都是房屋总价的2%
                  ",,,,,,,,,"
                    西面500米到达大润发*市，大润发*市南面是星际影城，满足我们吃喝玩乐的需求。东边800米就是东鼎大酒店，农贸市场，生活买菜方便，北面2公里是肿瘤医院，南面是北景园小区，整体配套够生活所需
                  ","
                    有公交：华丰路石桥路口站（85路;99路;201路;209路;218路;288路;304路;316路;371路），华丰苑（B3快速公交直通城站火车站），大润发门口可以直接上秋石高架
                  ",,,
2513,['滨江锦绣之城'],拱墅-和睦,120.134124,30.310435,1270,97438,提前预约随时可看,103113482279,79,4室2厅1厨2卫,中楼层 (共31层),130.34㎡,平层,暂无数据,板塔结合,南,钢结构,精装,两梯两户,有,2021-02-24,商品房,2019-05-15,普通住宅,满两年,共有,"
                                有抵押 200万元
                              ",已上传房本照片,190529653657,"
                    滨江品质，精装交付，次新房，10号线隐秀站，大悦城一路之隔
                  ","
                    滨江锦绣之城，继滨江华家池之后，滨江第3代精装大宅又一经典作品，全新升级昭世。105-180方（建筑面积）纯优改善住品，凝练“精致、舒适、实用”设计精粹，充分满足市区人士的优雅尺度。
                  ",,"
                    2018年房龄，4房2厅2卫，2房朝南，2房朝北，客厅朝南，2个阳台，法式装修风格
                  ","
                    成熟配套齐全，万象繁华举步即达，家门口的全球第八座大悦城、城西银泰商圈、蓝孔雀综合体、桥西运河天地、物美大卖场、园区内的新贵会所，让财富享受到悠闲的娱乐时光。
                  ",,,,,,,,,,
2514,['首开望宸'],拱墅-半山,120.211791,30.361289,435,48345,提前预约随时可看,103116709274,2,3室1厅1厨2卫,低楼层 (共6层),89.98㎡,平层,暂无数据,板楼,南 西 北,框架结构,精装,一梯两户,有,2021-08-19,商品房,2018-04-21,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,200412088965,"
                    三房两卫西边套，精装修，没有住过。
                  ","
                    
小区规划小高层6幢、多层10幢，占地面积41065㎡、总建筑面积103334㎡。小区交付时间为2018年3月。小区总户数659户，物业是绿城物业。物业费2.8、小区面积段在90-138方，主力90方三房两卫。小区自带约1800㎡商铺，满足全龄段业主需求（以上数据杭州透明售房）
                  ","
                    
此房是商品房，一梯两户的洋房！新政策满五年没有增值税，此房不满5年，有5.3的增值税了！个税1个点，契税首套90方以下1个点，90方以上1.5，二套90方以上契税2个点
                  ",,"
                    
半山景点丰富，西门走出500米就是虎山水库、半山国家森林公园景区，东面有游龙港河的市政公园，环境优美，视野范围内无高楼建筑，小区北面就是游龙港桥公交车站，出行方便。
                  ",,"
                    
小区北面是游龙港桥公交车站：131路（至汽车北站），146路（至丁桥、桃源），535路（至武林广场、天都城），359路（至大关小区、荷家塘）。距离在建地铁3号线1.6公里
                  ",,,,,"
                    
房子婚房精装修，房东说花了40万，本来是给儿子住的，家具家电齐全！可以直接拎包入住！房子有车位，价格另算！
                  ",,,
2515,['德胜东村'],拱墅-德胜东,120.17882,30.303787,275,35503,有租户需预约,103114061912,1,3室1厅1厨1卫,低楼层 (共7层),77.46㎡,平层,暂无数据,板塔结合,南,砖混结构,简装,一梯四户,无,2021-03-24,已购公房,2015-07-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200819VP289114,"
                    德胜东村，低楼层，大三房，户型方正
                  ","
                    德胜东村以蝶飞巷分为东西两侧，房龄大都以1995年左右为主，最老的是1989年的，在主城区算新。 小区一年卫生费50。小区片区大。2020年刚翻新完成，小区环境很好。
                  ","
                    五号线杭氧地铁口现已通车，部分站口已经开通，60小区门口50米就有公交车站，8路车公交总站100米，多条公交线路，6K6路、43K43路、46路、K64路、K75路、K274路、316K316路、K535 路、K607路、K208路(夜间线) 、K218路(夜间线)K403，K93 ，K8 等，交通..
                  ","
                    小区所在位置繁华，小区门口就有一家大型的华润，再旁边就是东新农贸市场，还有杭州银行，建设银行，工商银行，小区里面就有幼儿园德胜东村幼儿园，德天实验，小孩读书方便。
                  ",,,,,,,,,,,
2516,['都市水乡水滟苑'],拱墅-三墩,120.09903801855,30.338579276766,300,32748,有租户需预约,103116927864,3,2室2厅1厨1卫,高楼层 (共15层),91.61㎡,平层,暂无数据,板楼,南 西,混合结构,简装,一梯三户,有,2021-08-31,商品房,2017-07-11,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,190522817315,"
                    此房中等装修 房东诚心卖 拱墅区
                  ","
                    都市水乡三墩镇，位于五里河畔、三墩路北、古墩路东。它东起丰庆路，南起留祥路，西至环镇东路、通济北路，北至余杭勾庄，都市水乡有餐饮、医院、健身娱乐设施。2006年建成的，经济圈就是都市水乡经济圈，十多年的配套
                  ",,"
                    长青路丰庆路口(b支1; k204)、水映苑(333; 403;)、丰庆路三墩路口(97; k204)、水涟苑(97; )、长青路古墩路口(b支1; k204)
                  ",,,,,,,,,,,
2517,['滨江锦绣之城'],拱墅-和睦,120.134124,30.310435,1380,109264,提前预约随时可看,103116324218,9,4室2厅1厨2卫,高楼层 (共31层),126.3㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯两户,有,2021-07-28,商品房,2019-07-02,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,190507997851,"
                    滨江物业 楼层中高 飞机户型 开发商精装 改善四房
                  ","
                    
滨江锦绣之城，继滨江华家池之后，滨江第3代精装住宅又一佳作，全新升级昭世。105-200平米纯优改善住品，凝练“精致、舒适、实用”设计精粹，充分满足市区人士的优雅尺度。项目邻莫干山路，近学院路、教工路、登云路、余杭塘路等主干道。
                  ","
                    小区50米（数据来源百度地图）处，就有地铁10号线隐秀路站（在建中，预计2021年年底完工）公交58路（隐秀路郡庭路路口）公交，153路 155路K155路 15路 188路 204路 227路 348路 67路 70路 70路区间 90路 93路 B支1路都进过楼下的公交站。
                  ","
                    此房四房户型 适合二孩家庭 或者改善三口之家 亦或是追求品质的家庭
                  ",,"
                    小区南面一路之隔的就是中粮大悦城综合体，购物，美食，看电影就在家门口，还有室内野生动物园，室内滑雪场，室内风洞等娱乐体验项目。 小区步行200米（数据来源百度地图）即可到卖鱼桥文津校区，童星幼儿园。 数据来源百度地图
                  ",,,,,,,,,
2518,['中国铁建国际城'],拱墅-拱宸桥,120.16589,30.335668,913,68953,提前预约随时可看,103113878993,7,3室2厅1厨2卫,低楼层 (共24层),132.41㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,2021-03-15,商品房,2018-02-23,普通住宅,满两年,共有,"
                                有抵押 /
                              ",已上传房本照片,210323GN960419,"
                    此房自住精装修，东边套，不临街，诚心出售
                  ","
                    商品房性质，中铁开发商，小区一共有15幢住宅，4幢公寓，楼房外墙面皆为干挂石材面料，美观环境好。物业是万兴恒物业，管理安全放心。
                  ","
                    小区门口是隽逸路，连接北边的石祥路与东边的科园路，离热水港桥公交站150米，出行方便
                  ","
                    小区内就有*市、菜市场在隽逸路隽逸花苑南大门门口，和这个小区是挨着的，更有太阳城坐落，距离小区1.5公里范围内有中大银泰城，购物方便，满足日常消费需求
                  ",,,,,,,,,,,
2519,['阳光郡'],拱墅-三墩,120.106762,30.339428,700,52146,提前预约随时可看,103114892265,18,3室2厅1厨2卫,低楼层 (共28层),134.24㎡,平层,暂无数据,板楼,东 南,混合结构,精装,两梯两户,有,2021-05-07,商品房,2015-05-05,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,210510HF198368,"
                    此房满五年，户型正 东边套全新精装 拎包入住
                  ","
                    
阳光郡，占地150亩，总建筑体量近36万方，体量恢弘巨大，规模居住效应明显。阳光郡，雄踞莫干山路杭州大动脉，扼守杭州主城区发展格局，东临城市主干道莫干山路直达西湖风景区，北接全线修通的长青路连通申花高档成熟生活区，三墩少有的干挂石材外立面
                  ","
                    快速公交2号线、67路、372路、313路、348路、76路、K97路、B支1路、K204(夜间线)路、K403路、333路、K204(夜间线)路。
                  ","
                    小区的区块是拱墅区最北的申花板块，走路300米就到世纪联华（丰庆路店）*市、KTV、商场、影视一站式服务！往北面500米就是城北只此一城的西田城购物商场和麦德龙*市
                  ",,,,,,,,,,,
2520,['都市水乡水涟苑'],拱墅-三墩,120.10059,30.337541,326,32597,提前预约随时可看,103116618280,16,3室2厅1厨1卫,中楼层 (共11层),100.01㎡,平层,83.69㎡,板塔结合,南,砖混结构,精装,一梯两户,有,2021-08-14,商品房,2014-09-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210817XM939072,"
                    水涟苑东边套户型，满五唯一，精装保养好，诚心出售
                  ","
                    
都市水乡水涟苑，建筑年代是2006，物业公司为杭州安嘉物业管理有限公司，小区共12栋楼
                  ","
                    
地铁：墩祥街站(地铁2号线);公交：水清苑南(90路,7142路)、广业街古墩路口(98路,144路,281路,257H,7281路)、广业街丰庆路口(98路,144路,281路,257H,7142路);
                  ","
                    小区配套齐全，银行：杭州联合银行24小时自助银行、杭州联合银行24小时自助银行(祥符支行祥符桥分理处) 医院：浙江医院三墩院区、杭州市余杭区良渚医院(良渚分院)
                  ",,,,,,,,,,,
2521,['中国铁建国际城'],拱墅-拱宸桥,120.16589,30.335668,913,68953,提前预约随时可看,103113878993,7,3室2厅1厨2卫,低楼层 (共24层),132.41㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,2021-03-15,商品房,2018-02-23,普通住宅,满两年,共有,"
                                有抵押 /
                              ",已上传房本照片,210323GN960419,"
                    此房自住精装修，东边套，不临街，诚心出售
                  ","
                    商品房性质，中铁开发商，小区一共有15幢住宅，4幢公寓，楼房外墙面皆为干挂石材面料，美观环境好。物业是万兴恒物业，管理安全放心。
                  ","
                    小区门口是隽逸路，连接北边的石祥路与东边的科园路，离热水港桥公交站150米，出行方便
                  ","
                    小区内就有*市、菜市场在隽逸路隽逸花苑南大门门口，和这个小区是挨着的，更有太阳城坐落，距离小区1.5公里范围内有中大银泰城，购物方便，满足日常消费需求
                  ",,,,,,,,,,,
