,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,户型介绍,税费解析,适宜人群,别墅类型,用水类型,用电类型,装修描述,燃气价格,售房详情,交通出行,权属抵押
2263,['岸上蓝山'],余杭-闲林,120.014475,30.241043,330,29342,提前预约随时可看,103109705887,52,4室2厅1厨3卫,高楼层 (共6层),112.47㎡,跃层,暂无数据,板楼,南,混合结构,精装,一梯两户,无,2020-06-13,商品房,2009-05-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200613468471,"
                    满五唯一，顶跃带大露台，实用面积达220平，50万自住装修.
                  ","
                    岸上蓝山位于闲林山水西面良睦路两旁，由集美房产开发。总占地440亩，总建筑面积39万方。定位于新青年社区，以紧凑户型为主，良睦路南北惯穿整个小区。风格是模拟南都风格。户型大小对应普通收入的年轻人群。项目中休闲设施包括游泳池和活动区。
                  ","
                    旁边*市餐饮理发店都有。可以满足日常生活的需求。 距离欢乐城不到1公里包含电影院，连锁的餐厅，星巴克等。距离西溪印象城也不是很远。
                  ","
                    小区门口就是483 483公交车站，可以直达闲林镇，出小区门口右转又是快速公交B4和356 506公交车站 都可以直达杭州市区古荡和火车东站，出行很方便；后期规划有最近地铁站3号线高教路站1.8公里。
                  ",,,,,,,,,,,
2264,['众安学君里'],余杭-未来科技城,119.969694,30.252949,305,33976,提前预约随时可看,103113530734,1,3室2厅1厨1卫,中楼层 (共24层),89.77㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2021-02-26,商品房,2019-03-25,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,190509181263,"
                    
未来科技城板块，3房户型，楼层好，地铁16号线禹航路地铁站
                  ","
                    小区主推户型89、118平米，地址：天目山西路众安学君里 开发商：杭州润安置业有限公司 物业公司：浙江众安物业服务有限公司余杭分公司
                  ","
                    
1.医疗:南安社区卫生服务、中泰街道卫生服务、余杭街道卫生服务、杭州市余杭区第二人民医院2.商场:江南时代购物广场、金港商贸城、中泰商贸城、银乐福购物广场、天都百汇广场、华元西溪欢乐城、西溪印象城
                  ","
                    小区位于天目山西路与东西大道交界处，沿东西大道北上即文一西路。小区南面有B4快速公交可直达武林广场，杭州东站，还有367，461，469，471等多条公交线路，交通便利
                  ",,,,,,,,,,,
2265,['庭院深深'],余杭-未来科技城,119.967466,30.25066,430,27281,提前预约随时可看,103107127062,2,3室2厅1厨2卫,高楼层 (共26层),157.62㎡,平层,125.02㎡,板楼,南,钢混结构,精装,一梯两户,有,2019-11-29,商品房,2010-09-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,190820178459,"
                    带装修，视野开阔，户型好， 大三房
                  ","
                    小区金成开发商 金成物业  小区内部自带生活*市 大型游泳池，出门就有公交方便
                  ","
                    浙一余杭分院，余杭二院，小区有*市，药店，菜店，饭店，理发店等等生活配套
                  ","
                    小区位置好，出行方便，自驾出门就是天目山路和运溪路,B4可直接到火车东站，16号线地铁禹航路站
                  ",,,,,,,,,,,
2266,['亲亲家园三期'],余杭-三墩,120.092303,30.340056,540,30276,有租户需预约,103115990439,2,5室2厅1厨3卫,高楼层 (共5层),178.36㎡,复式,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,无,2021-07-08,商品房,2008-05-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210710BU705090,"
                    顶跃五层跃六层户型 位置安静 人车分流 诚心出售
                  ","
                    亲亲家园位于西湖区三墩镇北古墩路延伸段，浙大紫金港校区。南临三墩的都市水乡，西临五洞星桥港，北临王家兜港
                  ","
                    银行: 杭州银行三墩支行、中国工商银行亲亲家园分理处 医院: 浙江医院分院 餐饮: 知味观，新庭记。顺旺基 购物: 世纪联华亲亲家园店西田城，金地广场
                  ","
                    公交: B支1：池华街公交站,铭雅苑站,亲亲家园站 389：铭雅苑站,亲亲家园站,戴家塘站,李家角站 37路：池华街公交站 B2路：池华街公交站,池华街古墩路口站,金家渡路西口站
                  ",,,,,,,,,,,
2267,['金源公寓(余杭)'],余杭-未来科技城,119.939359,30.27663,255,24939,有租户需预约,103112470491,12,3室2厅1厨2卫,高楼层 (共6层),102.25㎡,平层,暂无数据,平房,南,钢混结构,精装,一梯两户,暂无数据,2020-12-03,商品房,2003-06-11,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,201202WG475810,"
                     楼位置好  采光充足 大三房 三开间朝南
                  ","
                    小区西边隔着马路就是南湖，有南湖公园，东边是凤凰山560亩山体公园，南湖西边之江实验室、南面人大附.中，后期浙大余杭校区选址也在南湖边上，未来5年内前景一片光明
                  ",,"
                    02省道、杭徽高速、东西大道、文一西路	公交：B4公交直达火车东站、356镇一中站、789余杭镇电管所站、469余杭镇一中站小区门口马路边有公共自行车停放点
                  ",,,,,,,,,,,
2268,['平瑞瑞和园'],余杭-良渚,120.05828,30.374138,280,32984,提前预约随时可看,103117034172,1,3室2厅1厨1卫,高楼层 (共10层),84.89㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-09-05,商品房,2017-06-29,普通住宅,满两年,非共有,"
                                有抵押 中行高新支行
                              ",已上传房本照片,210905PF058111,"
                    自住，看房基本随时可看，业主急售      
                  ","
                    本小区人车分流，小区环境优美 、绿化多， 夏天还会开放泳池喷泉，有小孩子娱乐的滑滑梯、乐园， 也有老人喝茶下棋的好地方
                  ","
                    步行至地铁2号线杜甫站约2000米（参考百度地图导航），有多路公交车直达杭州市区或地铁站，372 430 478 487 1221 等等
                  ",,,,,,,,,,,,
2269,['良渚文化村白鹭郡南'],余杭-良渚,120.033546,30.366361,300,34583,提前预约随时可看,103115337134,37,3室1厅1厨1卫,中楼层 (共5层),86.75㎡,平层,76.48㎡,板塔结合,南,钢混结构,精装,一梯两户,无,2021-06-01,商品房,2016-10-20,普通住宅,满五年,共有,"
                                有抵押 102万元 中国工商银行杭州延中支行
                              ",已上传房本照片,210605KY373489,"
                    此房户型好，精装花了30万，带小露台，业主诚心出售
                  ","
                    白鹭郡南一期地处万科良渚文化村区块，东临毛家漾港河，西为大雄山脉，南侧是配套完善 北靠体育公园，坐拥小镇优越的配套资源和景观资源。 白鹭郡南一期建设总用地为13.4万平方米，总建筑面积约为18.5万平方米左右，均为4—5层的建筑。
                  ","
                    良渚食街、知味观味轩，喜士多*市、联华*市、新街坊 医院：浙江大学医学院附属医院良渚门诊部 银行：玉鸟流苏工行ATM，中国银行ATM，郡北邮政储蓄 其他：良渚博物院，大雄寺，美丽洲教堂，亲子农庄，登山步道，垃圾分类宣教。
                  ","
                    公共交通有公共自行车租赁，往外出行良渚文化村公交总站有B支8，372,389,491，478等公交出行。
                  ",,,,,,,,,,,
2270,['凯文和平雅苑'],余杭-仁和,120.100004,30.448168,230,25682,提前预约随时可看,103117075728,1,2室2厅1厨1卫,中楼层 (共6层),89.56㎡,平层,78.99㎡,板楼,南 北,框架结构,精装,一梯两户,无,2021-09-08,商品房,2012-10-19,普通住宅,满五年,共有,"
                                有抵押 20万元 客户偿还
                              ",已上传房本照片,180426765351,"
                    此房满五唯一，保养好，自住装修，保养好，户型方正。
                  ","
                    小区在镇政府旁边，有较大的广场晚上活动丰富，还有篮球场足球场，对于热爱运动的人很方便，另有好易购大型综合购物商场满足生活所需，旁边的写字楼有儿童拉丁舞，绘画班，琴室，成人瑜伽健身房，整体配套很齐全
                  ",,"
                    500米到公交站牌：65路到大关北 487路往东到12公里塘栖，往南12公里到良渚 778路11公里到城北物流 507路往东到临平南站 799B路 仁河大道直走向东100米经过上塘高架可直接去市区
                  ",,,,,,,,,,,
2271,['富力天贸广场'],余杭-未来科技城,120.035817,30.289119,225,24160,提前预约随时可看,103112927621,8,3室1厅1厨1卫,中楼层 (共10层),93.13㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,四梯十六户,有,2021-01-05,商品房,2018-01-05,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210105GH804820,"
                    阿里正北面、一路之隔。精装修公寓 带落地窗 三面采光视野好！
                  ","
                    非住宅税费：契税总价的3%，印花税0.025%，个税是差额的20%或者总价的1%（可选）。综合税差额的5.6%，土地增值税是1%
                  ",,"
                    房子的硬装是开发商统一装修的、现在出租给美容院了。可以用作办公。如果短时间用不上还可以收租。
                  ",,"
                    医院有：浙一医院分院，综合商场有淘宝三期购物商场、西溪新天地。银行有 工商银行、中国银行、建设银行、招商银行等等。正南面的是亲橙里购物商城。往北800米有地铁
                  ",,,商水,商电,"
                    目前小区有311路公交车、332路公交车、450路公交车.599路公交车.785路公交车。地铁五号线永福站在北面
                  ",,,,
2272,['亿丰蔚蓝郡'],余杭-良渚,120.069842,30.366463,350,40157,只周末可看,103115069598,2,3室2厅1厨1卫,低楼层 (共18层),87.16㎡,平层,68.2㎡,板楼,南,钢混结构,精装,一梯三户,有,2021-05-17,商品房,2015-04-21,普通住宅,满五年,非共有,"
                                有抵押 48万元 中国建设银行股份有限公司杭州延安支行
                              ",已上传房本照片,210518ZP177719,"
                    地铁口永旺商场 配套齐全 此房满五，诚心出售    
                  ","
                    此房所在小区是2012年新建商品房社区，现万科物业已驻入，24小时都有保安巡逻，安全舒适，小区内还有地上停车位，停车方便
                  ","
                    
小区配套齐全，人车分流，有花园、泳池、篮球场、羽毛球场 距离永旺梦乐城300米，距2号线杜甫村地铁口650米，距未来之光综合体700米 配套有：商场、医疗、文化、休闲、交通等，如永旺梦乐城、云华幼儿园、古墩路、美丽洲堂、良渚博物馆、良渚食街、大屋顶..
                  ","
                    自驾行驶：交通主干道古墩路，莫干山路，东西大道104国道等 地铁：杜甫村站。步行500-700米即到 公交线路：389路， B支8路、487、389、1221，372路直达汽车北站和和睦新村 ，良渚大桥南：348路通武林门北公交出行
                  ",,,,,,,,,,,
2273,['九衡公寓'],余杭-良渚,120.056155,30.373586,280,29158,提前预约随时可看,103115855718,5,3室2厅1厨2卫,高楼层 (共11层),96.03㎡,平层,79.77㎡,板楼,南 北,钢混结构,精装,两梯四户,有,2021-06-30,商品房,2019-01-07,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,180312647675,"
                    郡原九衡公寓 三房，房东自住装修，满五，随时可看房
                  ","
                    杭州郡原九衡公寓（96，000平方米），占地面积：38,000平米，郡原九衡公寓位于杭州余杭区良渚镇商贸区块，良周路与东西大道交界处。地铁二号线，通过古墩路延伸段与主城区紧密相连。
                  ","
                    永旺商场 好又多、苏宁电器、麦德龙市。休闲 良渚文化村系列主题公园、东明山森林公园、农夫乐园、野芦湾生态休闲农业园、浪里白条休闲园、生绿园农庄，银行 建行、农行、交行，医院 浙江医院三墩分院 
                  ","
                    郡原九衡公寓位于良周路与东西大道交界处，从杭州市区经莫干山路及104国道或者古墩路延伸段或者绕城西北线均可到达。 公交线路：可直接乘坐k372K477，K507到玉城花苑下；或K389到陈家头下步行前往
                  ",,,,,,,,,,,
2274,['和昌府'],余杭-良渚,120.063092,30.37114,340,39076,有租户需预约,103115059803,10,3室2厅1厨2卫,中楼层 (共18层),87.01㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯两户,有,2021-05-16,商品房,2019-06-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210516AD958978,"
                    余杭区良渚板块  优质户型  地铁800米 ，配套齐全  ，小区人...
                  ","
                    地铁2号线或者转站等发展   未来科技城上班  考虑好户型刚需人群
                  ",,,"
                    地铁2号线800米   古墩路主干道  104国道  疏港高架  永旺梦乐城  平高创业园 未来之光TOD  大书屋等综合体   良渚文化村 良渚文化遗址 中国美术学院  
                  ",,"
                    户型1梯1户设计  通风性好  9平方跑道阳台 电梯口有8个平方可放置东西做柜子  3开间朝南保证采光通透性 户型明亮
                  ",,,,,,,,
2275,['亲亲家园二期'],余杭-三墩,120.094522,30.343284,420,45573,提前预约随时可看,103114867556,2,2室1厅1厨1卫,低楼层 (共6层),92.16㎡,平层,81.72㎡,板楼,南 北,钢混结构,精装,一梯两户,无,2021-05-06,商品房,2013-09-26,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,210511VE333573,"
                    近地铁、南面带大露台、 户型南北通透、 采光好 
                  ","
                    亲亲家园二期位于杭州市三墩镇以北古墩路延伸段，2004年开盘，2006年12月31号得以入住，由坤和建设集团股份有限公司开发建设。小区环境优美，静谧，绿化植被茂密，适合居住，是个宜居的好地方。
                  ","
                    商：金地广场、西田城购物、303生活广场、永旺梦乐城、龙湖紫荆天街。医：西湖区中西医结合医院、浙江医院（三墩院区）。学：绿城育华亲亲幼儿园等
                  ","
                    本房距离地铁2号线墩祥街站692米（来源百度地图），地铁4号线（在建）。450(来源百度地图）米处有B2公交车站池华街站
                  ",,,,,,,,,,,
2276,['翡翠湾二期紫春庭'],余杭-翡翠城,120.030707,30.245025,495,35446,提前预约随时可看,103111373971,171,3室2厅1厨2卫,中楼层 (共6层),139.65㎡,平层,119.71㎡,板楼,南,钢混结构,精装,两梯两户,有,2020-09-19,商品房,2016-02-01,普通住宅,满五年,非共有,"
                                有抵押 98万元 中国农业银行杭州解放路支行
                              ",已上传房本照片,200919OH741374,"
                    法式电梯洋房，纯东边套，视野开阔采光好，房东诚心出售
                  ","
                    翡翠湾是杭州西溪板块约3万人口的标杆高档大型社区，占地约1400亩，总建筑面积约150万平方米，有运动场、幼儿园、*市、酒店、医疗等，是杭州罕有的集生活、休闲、娱乐、运动、教育等功能于一体的现代社区
                  ","
                    绿城翡翠湾位于高教路和五常大道交叉口以东300米处，一期规划有7幢高层，二期规划有3幢洋房。项目邻近5万平方米的翡翠天地生活圈，满足购物、餐饮、休闲的生活需求。有农业银行、*市、农贸市场
                  ","
                    从杭州市区可以通过天目山路、西溪路经过五常大道或02省道至翡翠城，可通过文一西路经高教路至翡翠城（该路段2010年通车）。 公交车346路、356路、506路直达翡翠城
                  ",,,,,,,,,,,
2277,['西溪乐天城'],余杭-翡翠城,120.046064,30.251081,95,20666,下班后可看,103107579560,12,1室1厅1厨1卫,高楼层 (共7层),45.97㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,两梯二十一户,有,2020-01-05,商品房,2019-04-09,商住两用,满两年,共有,"
                                有抵押 25万元 浙江杭州余杭农村商业银行
                              ",已上传房本照片,200227495587,"
                    楼下是大型综合体 生活配套齐全，方便 快捷。
                  ","
                    公交467路、356路、506路、505路，快速公交B4，连接淘宝城和西湖景区。门口就是地铁3号线联胜路口站，2021年低通车。
                  ","
                    西溪乐天城位于杭州西溪居住区，项目东面是西溪湿地，南接小和山，北面入驻淘宝城，地理位置优越，交通便利，通过城市主干道五常大道、天目山路连接市区。在项目2公里范围内，10余个居住小区环伺，有*6万的常住人口翡翠城小区。
                  ",,,,,,商水,商电,,3.1元/m3,,"
                    乐天城项目位于荆长大道、五常大道交汇口，占地面积40亩，项目由购物、写字楼、酒店式公寓三部分组成，总建筑面积约10万方，其中综合体4万方，写字楼6千方，酒店式公寓达1.5万方项目配有大型地下车库，规划地下机动车位622个，地面车位149个。
                  ",
2278,['新桥公寓'],余杭-未来科技城,119.938949,30.278044,350,23745,提前预约随时可看,103111981135,1,4室2厅1厨2卫,低楼层 (共6层),147.4㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2020-10-30,商品房,2007-05-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,191203202924,"
                    楼层好，西边套视野开阔，直面苕溪和文昌太炎，户型方正，.
                  ","
                    新桥公寓位于杭州市余杭未来科技城，由广宇集团股份有限公司建成，总建筑面积31018，总占地面积16938，共计房屋228户，小区物业公司为杭州凤都物业管理有限公司
                  ","
                    西边套，大窗户，有2房和客厅带阳台朝南，另外2房和厨房朝北。北面沿苕溪，直面文昌和太炎，直线距离200米左右。
                  ",,"
                    享 受 余 杭 镇 上 的 成 熟 配 套，门 口 有 公 交，医院，南湖200米，北面沿苕溪，视野开阔，散步锻炼也方便
                  ",,,,,,,,,,
2279,['万科良渚文化村堂前'],余杭-良渚,120.04263510286,30.376833660068,810,34838,提前预约随时可看,103108575701,78,4室2厅1厨3卫,中楼层 (共4层),232.51㎡,,200.38㎡,,东南,钢混结构,精装,,,2020-04-14,商品房,2014-06-24,别墅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200415470516,"
                    房东自住装修好，出国不住这边，诚心出售，看房提前约
                  ","
                    堂前，总建面积约5万方，坐落于万科良渚文化村北端的缓坡之上，东侧是约50米宽的良诸港河。从良渚文化村入口前行，沿着绕山曲径，移步易景，行至繁花最深处，眼前豁然出现一片镜池，芦苇荡漾，白鹭翩飞，数栋蜜色风雅建筑静静矗立
                  ","
                    
良渚食街、知味观味轩、十全十美*市、喜士多*市酒店：良渚君澜度假酒店银行：农业银行、建设银行、中国银行、工商银行医院：医院，良渚门诊
                  ",,,,,双拼,,,,,,,
2280,['爱丁郡'],余杭-翡翠城,120.040328,30.258069,500,37345,有租户需预约,103115069978,4,3室2厅1厨2卫,低楼层 (共7层),133.89㎡,错层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,2021-05-17,商品房,2014-12-08,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,210517VA147711,"
                    满五年  户型方正  诚心出售
                  ","
                    华元爱丁郡位于余杭区五常街道政府边，西溪湿地。华元爱丁郡总占地面积为52226.7平方米，总建筑面积近14万平方米，由24幢英伦建筑风格多层住宅组成。华元爱丁郡区域位置较优越，天目山路延伸段、西溪路、文一西路、五常大道、高教路等通达的交通网络
                  ","
                    
适合小夫妻带孩子和老人，一梯两户，电梯入户，安全。 人车分流，洋房楼间距大，采光好。
                  ","
                    
华元爱丁郡区域位置较优越，天目山路延伸段、西溪路、文一西路、五常大道、高教路等通达的交通网络，距黄龙商务区仅约10公里。K356路【古荡-余杭】：联胜路口下车。 K346路【古荡-余杭】：地质大队下车。 K506路【武林门北-余杭镇】
                  ",,,"
                    医院：五常街道卫生院、杭州市第十人民医院 ，宏丰家居城、农贸市场、翡翠城社区、华科西溪汇、沃尔玛购物广场
                  ",,,,,,,,
2281,['上实海上海一期'],余杭-良渚,120.086441,30.35194,355,39625,提前预约随时可看,103116503072,2,3室2厅1厨2卫,高楼层 (共27层),89.59㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2021-08-07,商品房,2019-03-11,普通住宅,满两年,非共有,"
                                有抵押 86万元 中国建设银行 业主自还
                              ",已上传房本照片,210807RN707570,"
                    三房两卫，是西边套 。房东诚心出售，采光好，视野好
                  ","
                    小区人车分流，有塑胶跑道、各种健身器材，游泳池，由绿城物业接管，管理到位，居住坏境安全、舒适。
                  ","
                    ，余杭农村银行，金地广场，西田城，良渚医院，勾庄菜场等配套，杭州上实海上海项目地理位置优越，道路通达便利。位于良渚 三墩交接地，是未来的大型滨湖生态居住地。同时项目近杭州地铁2号线、地铁4号线换成站勾庄站，
                  ",,,,,,,,,,,,
2282,['绿城桃源小镇'],余杭-闲林,119.97450502354,30.244509952288,350,40552,有租户需预约,103116381531,0,3室2厅1厨1卫,中楼层 (共18层),86.31㎡,平层,69.75㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-07-31,商品房,2018-12-14,普通住宅,满两年,共有,"
                                有抵押 65万元 光大银行西湖支行 客户偿还
                              ",已上传房本照片,210731LC937331,"
                    精装修，客厅朝南带阳台，南北通透，全明户型
                  ","
                    
小区里面有配套饭店，美发店，药店，菜店，健身房等，余杭二院离小区9000米车程，余杭镇离小区也就是2000米车程，生活方便树木景观优美；小区里面有山有水有人家，物业管理规范，生活配套.，小区环境优美，安静，适合居住
                  ","
                    
小区配套除外配套 闲林农贸市场 闲林卫生院 黄龙大酒店 老余杭万达广场 16号线（老余杭站）距离未来科技城6公里阿里巴巴 海创园 梦想小镇 人工自能小镇 浙一医院（余杭分院） 西溪湿地
                  ","
                    小区位于天目山西路和东西大道交汇处北面600米，轻轨站就在小区出口1500米，预计2019年底开通.B4 356 506站点均路过本小区，往东直接去市区，北面文二西路和文一西路，也可直接上高速，小区的东边就是上仓路，上仓路直通文二西路和文一西路，交通四通八达。
                  ",,,,,,,,,,,
2283,['新城峯璟'],余杭-未来科技城,120.038145,30.278609,520,60529,提前预约随时可看,103113222251,18,3室2厅1厨2卫,低楼层 (共7层),85.91㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,2021-01-28,商品房,2017-10-10,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210128ZY007491,"
                    近阿里巴巴，自住精装修，花园洋房
                  ","
                    新城峯璟以“新亚洲主义”风格，构筑总建筑面积约7.6万方新亚洲院落墅区。项目由10幢墅质花园洋房和5幢院落联墅组成，粹取西溪的人文地脉及未来科技城城的都会繁华，集资源和城市风貌之大成，为当代都市菁英打造一片既能体验国际海派生活又可享繁华的静宜
                  ","
                    本房屋在未来科技城，在阿里巴巴南面。出行方便，适合刚需一家人住！
                  ",,,,,,,,,,,,
2284,['昆仑华府'],余杭-良渚,120.049581,30.373532,285,32055,提前预约随时可看,103116931989,4,3室2厅1厨2卫,中楼层 (共18层),88.91㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,2021-08-31,商品房,2018-07-16,普通住宅,满两年,共有,"
                                有抵押 中国邮政储蓄银行股份有限公司杭州市分行 业主自还
                              ",已上传房本照片,210831ZL354569,"
                    昆仑华府 南区 高楼层 采光好  近地铁 业主诚心出售
                  ","
                    
昆仑小区位置是在104国道和东西大道交叉口大约100米位置，小区分为一期和二期，一期2017年12月份交房，共有19幢，楼层总高为18层，层高为2.9米，二期共三幢，19年12月交付的，小区物业是昆仑物业，物业费1.68每平米，小区为人车分流。
                  ","
                    
区位于104国道沿线，主干道东西大道，古墩路延伸段。 公交站有1221、372、477、430等， 地铁2号线杜甫村站、良渚站直线距离800米，出行方便。
                  ",,,,,,,,,,,,
2285,['盛世嘉园'],余杭-闲林,120.032068,30.241462,319,27249,提前预约随时可看,103106732860,47,3室2厅1厨2卫,低楼层 (共6层),117.07㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,有,2019-10-29,商品房,2016-12-06,普通住宅,满两年,共有,"
                                有抵押 109万元
                              ",已上传房本照片,190621999388	,"
                    五常板块 中间楼层 采光充足 朝南 精装修
                  ","
                    
小区配套设施齐全，西溪印象城，西溪湿地，海创园等。给你的生活带来更多的便利
                  ","
                    小区有很多的环保自行车OFO小黄车、哈罗单车、优拜单车、永安行等都有的。公交门口就有B4快速公交直达武林门及东站、346地质大队站、356高教路口站、367、506等。高速有留下出入口
                  ","
                    开发商为浙江广源房地产开发有限公司。小区环境绿化很多形成了天然氧吧小区适宜居住。小区内会有安保定时巡查。居住在这里的业主 一般都是阿里巴巴，未来科技城的白领，素质都比较高。小区内有摄像监控，安保措施很棒。
                  ",,,,,,,,,,,
2286,['亲亲家园三期'],余杭-三墩,120.092303,30.340056,502,39398,提前预约随时可看,103114570681,6,3室2厅1厨2卫,低楼层 (共6层),127.42㎡,平层,115.03㎡,板塔结合,南,钢混结构,精装,一梯两户,无,2021-04-19,商品房,2010-04-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210417TW439447,"
                    满五年只有个税;低楼层，上下楼方便, 多房朝南;
                  ","
                    亲亲家园三期，建筑年代是2006，物业公司为广东中奥物业管理有限公司杭州分公司，小区绿化35%，小区共55栋楼
                  ","
                    银行：中国工商银行24小时自助银行(杭州亲亲家园支行)、中国工商银行(杭州亲亲家园支行) 医院：浙江医院三墩院区、杭州市余杭区良渚医院(良渚分院)
                  ","
                    地铁：墩祥街站(地铁2号线);公交：亲亲家园(98路,204路,B支1,267路高峰线,389路)、墩池路荡鱼街口(143路,144路)、金家渡路西口(BRT)(B2,B支8区间,B支8);
                  ",,,,,,,,,,,
2287,['万科良渚文化村未来城'],余杭-良渚,120.061873,30.368966,460,40572,提前预约随时可看,103113260853,9,3室2厅1厨2卫,低楼层 (共32层),113.38㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-01-31,商品房,2017-05-03,普通住宅,满两年,非共有,"
                                有抵押 78万元 汇丰银行杭州分行 客户偿还
                              ",已上传房本照片,210131EI300293,"
                    
万科精装修， 距离地铁近，配套丰富。


                  ","
                    
小区介绍： 万科良渚文化村未来城，良渚文化村新十年的全新力作，融合万科数十年住宅性能实践成果，全面引入万科住宅性能，精琢85-115㎡装修成品，为追求未来生活方式的族群提供人性化、讲细节、高品质的优.质生活空间。2号线的开通给社区带来*大便利.
                  ","
                    此户型客厅带大飘窗，主卧朝南带阳台，采光比较好。 保养的比较好。
                  ","
                    
多重道路交通体系日益趋向完善。地铁：2号线良渚站（距离500m 来自百度地图）；公交：K372路（ 和睦新村~良渚文化村）、491A社区循环巴士、K389路（良渚文化村~三墩）、478路（ 余杭东门头~良渚文化村）、389M（七贤郡~都市水乡），武林门北至德清专线
                  ","
                    
【交通】2号线良渚站，城西线G104，绕城高速勾庄互通，古墩路，莫干山路，东西大道；【生活】永旺梦乐城，良渚食街，知味观，喜士多，邻家大药房，毛源昌眼镜；【医疗】浙大医院良渚门诊部，浙一良渚医院（在建）；【*】中国美院良渚校..
                  ",,,,,,,,,,
2288,['凤溪花苑'],余杭-瓶窑,119.980432,30.395483,238,17340,提前预约随时可看,103112903602,6,3室1厅1厨1卫,中楼层 (共5层),137.26㎡,平层,126.5㎡,板楼,南,钢混结构,简装,一梯两户,无,2021-01-03,商品房,2014-05-04,普通住宅,满五年,共有,"
                                有抵押 58万元 农业银行良渚支行 业主自还
                              ",已上传房本照片,210104CT653668,"
                    此房满两年，格局好，户型好，采光十足
                  ","
                    
房子在繁华地段 配套完善 瓶窑广场 菜场 小区的东面就是举世瞩目的良渚遗址公园，空气好，在往前走有瓶窑广场和大型综合体，吃喝玩乐都有。小区东边200米为瓶窑广场，吃喝玩乐看电影一条龙服务
                  ",,"
                    此房房东自住的，可以拎包入住的，装修比较清爽的，装修还可以的
                  ",,,,,,,"
                    小区边有瓶窑汽车站，通往良渚、北站、仁和等，汽车站距离小区仅300米（数据来源于百度地图)规划中的轻轨通往安吉，与杭州地铁2号线接轨距离高速瓶窑口仅一公里，另有平仓大道与104国道可通往闲林、市区，出行相当便利
                  ",,,,
2289,['保亿丽景山'],余杭-未来科技城,119.978493,30.25586,515,37893,有租户需预约,103115550659,0,3室2厅1厨2卫,低楼层 (共18层),135.91㎡,平层,108.84㎡,塔楼,南,钢混结构,精装,一梯两户,有,2021-06-13,商品房,2016-03-21,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,210517BF087739,"
                    
此房满五年，精装修，可拎包入住，属仓前街道
                  ","
                    房屋年代：2016年新建小区，小区环境好，仿佛自然生长的欧洲格调生活小镇，稳、优雅、古朴的砖大面积落地玻璃窗和精致的阳台栏杆，又赋予建筑现代感，小区生活配套设施即将完善，是大的社区。
                  ","
                    1公里左右到余杭镇上，有江南时代 万达广场大型商场，影院，购物，银行，菜场，娱乐等等都很方便的！
                  ","
                    保亿丽景山，位置属于城西仓前未来科技城版块， 项目通过文一西路、天目山西路连接主城，后期发展空间好 交通便捷 小区自带游泳池健身房chao市等 教育资料好
                  ",,,,,,,,,,,
