,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,用水类型,用电类型,燃气价格,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,户型介绍,交通出行,税费解析,装修描述,适宜人群,别墅类型,售房详情,权属抵押
2942,['湘湖家园'],萧山-湘湖,120.24363490712,30.179458112072,280,27892,提前预约随时可看,103110286252,100,3室1厅1厨1卫,高楼层 (共6层),100.39㎡,平层,暂无数据,板塔结合,东,钢混结构,简装,一梯两户,无,,,,2020-07-17,商品房,2017-03-10,普通住宅,满两年,非共有,"
                                有抵押 80万元 平安银行 业主自还
                              ",已上传房本照片,200301589865,"
                    业主诚售，随时可签，边套户型楼层采光好
                  ","
                    此房三面采光，日照充足，东边套户型
小区占地面积大，邻里和睦，热闹

                  ",,"
                    地铁公交齐全
距湘湖景区3公里距离（此数据来源于百度地图）
距地铁一号线湘湖站900米（此数据来源于百度地图)
                  ","
                    此小区属于湘湖板块，离湘湖近，有公交直达，近景区又近离闹市，滨江萧山交界地块，交通方便，都会艺境商场即将开业，为生活带来更多便利
                  ",,,,,,,
2943,['恒泰御庭园'],萧山-钱江世纪城,120.28014,30.219374,475,30296,提前预约随时可看,103116697432,0,3室2厅1厨2卫,高楼层 (共12层),156.79㎡,平层,134.41㎡,板塔结合,南 北,钢混结构,精装,两梯两户,有,,,,2021-08-18,商品房,2016-05-13,普通住宅,满五年,共有,"
                                有抵押 137万元 业主自还
                              ",已上传房本照片,171130261911,"
                    此房满五 税费少 离钱江世纪城一路之隔 价格便宜 地铁近

                  ","
                    御庭园位于萧山区市心北路东侧与文明路交汇处，距萧山区政府三千米，上机场高速到钱江三钱三千米，至规划建设中的钱江隧道三千米，道路通畅，是未来杭州大都市。小区占地100余亩，总建筑面积11万平方米，地块东、南两面临河，独具江南灵性

                  ","
                     满五不唯一，税费少，主要就是一个契税，首套1.5%，二套2%，外加1%个税，相对同类房子，税费是更低

                  ","
                    恒泰御庭园、宁安村、恒逸南岸明珠、宁东村 公交线路：537 、K705、317路、K511、703、K511（区间）、715 地铁线路：2号线 地铁站点：振宁路站。

                  ",,,"
                    小区距离2号线振宁路700米，沪宁时代农贸市场300米，浙二医院200米，初中500米，开元曼居酒店就在小区隔壁 小区生活十分便捷

                  ",,,,,
2944,['绿都百瑞广场'],萧山-萧山新城区,120.27328256077,30.209499840427,493,29785,提前预约随时可看,103114629136,4,4室1厅1厨2卫,中楼层 (共18层),165.52㎡,平层,暂无数据,塔楼,南,混合结构,简装,两梯两户,有,,,,2021-04-22,商品房,2005-05-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210323GT928096,"
                    双地铁口，户口可迁入，周、边配套设施齐全！
                  ","
                    绿都百瑞广场紧靠杭州未来CBD区块钱江世纪城，位于58米宽迎宾大道市心路，24米宽景观大道建设三路之汇合点，本邻宁安河，是一个全新崛起的国际化商务生活圈，绿都房产用材讲究，设计新颖，权利打造钱江南岸名流生活的典范。
                  ","
                    双地铁口.交通方便。附、近 购物中、心、餐饮、银行、邮局、医院.
                  ","
                    绿都百瑞广场近门口公交：123路、322路、361路、511路、519路..........
 建设三路地铁口：2号线、7号线出入口，离机场高速4公里。
                  ",,,,,,,,
2945,['威尼斯水城'],萧山-湘湖,120.24602271516,30.165199627707,390,28956,提前预约随时可看,103114264110,9,3室2厅1厨2卫,低楼层 (共5层),134.69㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯三户,无,,,,2021-04-03,商品房,2009-05-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210409JQ278755,"
                    此房满五年，没有增值税，自住精装修大三房
                  ","
                    
威尼斯位于省级湘湖旅游度假，是一个集休闲、旅游、度假、会展、人居以及购物为一体的现代中国休闲景观岛居生活街区，环境优美，小区开发商是杭州南都宋城置业有限公司，物业是南都物业，物业费1.5元，
                  ","
                    房子坐落于萧山湘湖畔，距离湘湖秀水直线210米（数据来源于百度地图）所以比较适合对生活环境和空气质量有较高要求的您，这边相对湿度适中和没有PM2.5，环境养人，适宜养生，养老 离滨江一路之隔 适合滨江或者萧山的上班族
                  ",,,,,,"
                    
小区东1门口50米就有公交站，可直达地铁一号线湘湖地铁站一站路，小区东南面300米就是风情大道，西北面200米就是博奥路延伸段，交通出行十分便利。
                  ",,,
2946,['滨水名庭'],萧山-萧山市区,120.295818,30.163587,440,22951,提前预约随时可看,103113033666,1,3室1厅1厨2卫,低楼层 (共18层),191.72㎡,平层,158.22㎡,板楼,南 北,钢混结构,精装,两梯两户,有,,,,2021-01-13,商品房,2013-03-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210113XQ559692,"
                    滨水名庭 精装修 旋转大阳台 位置好 满五年 有车位
                  ","
                    滨水名庭位于人民路，萧山来城区市心位置。萧山汽车总站就在小区旁边，商场有物美*市，华联*市，乐购。住在小区里尽享都市化成熟配套，多层建筑模式，人文气息浓厚
                  ","
                    房子中楼层。目前出租，有旋转大阳台。户型方正，业主诚心出售此房。喜欢价可面
                  ",,"
                    此房满五唯一，只需要缴纳契税，根据目前的政策又为您省下不少税费
                  ",,,,,,,
2947,['绿都金域东方'],萧山-义桥,120.210237,30.102439,310,29550,提前预约随时可看,103113491658,1,4室2厅1厨2卫,高楼层 (共11层),104.91㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,,,,2021-02-24,商品房,2018-07-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210226WK746594,"
                    金域东方大面积纯东边套自住装修无遮挡视野好
                  ","
                    小区是绿都开发商，小区植被错落有秩，物业是绿都久安物业，有一支让人放心的团队，为业主保驾护航
                  ","
                    开发商是绿都，小区植被错落有致，花草四季鲜艳，物业也是绿都物业，有一支让人放心的团队，为业主保驾护航 小区环境优美，绿化面积覆盖高，内有娱乐广场，居民素质高，物业服务态度也好 2、小区地理位置优越，交通方便，辐射广，医院、银行等
                  ","
                    178 352路公交车可直达滨江网易 阿里巴巴 宝龙城市广场 4号线浦沿地铁站 市区等等....。
                  ",,,,,,,,
2948,['高桥小区'],萧山-萧山市区,120.281794,30.158176,320,37920,有租户需预约,103115803192,0,3室1厅1厨1卫,高楼层 (共6层),84.39㎡,平层,78.35㎡,板塔结合,南 北,框架结构,简装,一梯两户,无,,,,2021-06-27,商品房,2011-01-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,191031654034,"
                    通透方正户型，视野宽阔，采光充足，配套齐全，交通便利
                  ","
                    小区位于萧山老城区 配套成熟 地铁医院都步行可到 交通便利 公交车准时
                  ","
                    商品房，三室一厅一厨一卫，两房朝南，卧室朝南带双阳台，一房 厨房朝北
                  ","
                    小区门口就有公交 有703路，723路，659路，657路，711路，717路，718路，745路，地铁2号线 人民路 潘水站

                  ","
                    旺角城新天地，银隆百货，恒隆广场，西山公园，金马饭店，汽车站等成熟生活配套，中国农业银行，高桥幼儿园，城厢街道卫生院。
                  ",,,,,,,
2949,['碧桂园珑悦'],萧山-钱江世纪城,120.247194,30.220831,1100,79206,提前预约随时可看,103115551563,3,4室2厅1厨2卫,低楼层 (共18层),138.88㎡,平层,暂无数据,板塔结合,南 北,砖混结构,精装,两梯两户,有,,,,2021-06-13,商品房,2019-06-12,普通住宅,满两年,非共有,"
                                有抵押 450万元 客户偿还
                              ",已上传房本照片,210704XB994432,"
                    奥体板块精工之作，不临高架，碧桂园开发，滨江物业，两梯两户
                  ","
                    

碧桂园珑悦，承袭“给您一个好的家”的企业理念，是碧桂园集团在钱江世纪城倾力打造的人居典范社区。项目总建筑面积约 17 万方，规划有洋房和低密度排屋，规划有幼儿园、生活街区等生活配套、另配备罕有的内外双泳池（其中室内配置恒温泳池）等高品质..
                  ","
                    
房子不满五年，个税1%；契税首套1.5%，二套2%；综合税5.3%...
                  ",,,,"
                    
房子开发商精装交付，精装交付带地暖，家具家电没有配置，该房户型好，动静分离
                  ","
                    
公交路线：七甲闸村站，利丰路丰西路口站，422路，360路等；主城区方向：庆春隧道直走到市心路转至文明路直走即可到达。 滨江区方向：江南大道向东转至文明路即可到达。萧山区方向：建设四路转至文明路即可到达。地铁7号线建设四路站约150米（来自百度地图）
                  ",,,,
2950,['美之园西区'],萧山-湘湖,120.25128848838,30.178903010203,305,25238,提前预约随时可看,103110556822,21,3室2厅1厨2卫,中楼层 (共11层),120.85㎡,平层,97.54㎡,板塔结合,南,钢混结构,精装,一梯两户,无,,,,2020-08-02,商品房,2010-10-09,普通住宅,满五年,共有,"
                                有抵押 181万元 中国银行萧山支行 业主自还
                              ",已上传房本照片,200727XF746995,"
                    电梯房，精装修南北朝向，采光充足，视野无遮挡，配套成熟，
                  ","
                    小区门口有小*市2个、早餐店、饭店、理发店、中国人民银行、农商银行，水果店、修电脑店、spa店、文具店、面馆，杭州乐园、浪浪浪水上乐园步行1公里（数据来自百度地图）.
                  ","
                    子原业主一手买进自住精装修，维护保养得当，可直接拎包入住。实木地板、家具、橱柜，全明户型，软装后期可自行更换。
                  ",,,,,,,,"
                    小区门口有公共自行车可以使用、659路、712路（城南——湘湖）公交车站、地铁一号线湘湖站(1330米）（米数取自百度地图），地铁5号线博奥路1.8公里（数据来自百度地图）
                  ",
2951,['绿都御景蓝湾'],萧山-义桥,120.19084765555,30.089297863737,230,30639,提前预约随时可看,103114958219,5,2室2厅1厨1卫,低楼层 (共27层),75.07㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,,,,2021-05-11,商品房,2016-11-14,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210515XQ806861,"
                    此房户型通透，两开间朝南，扩展面积多
                  ","
                    
本土企业绿都开发商，小区交付年限新，居住环境舒适，交通便利，配套齐。*市、美容美发护理、菜场幼儿园等不出小区就能够到达。本小区沿江而建，环境优美。
                  ","
                    幼儿园:御景蓝湾国际幼儿园；医院：闻堰卫生院、义桥卫生院；邮局：义桥邮政支局；银行：农业银行、农商银行；其他：酒店、景点、游泳馆、药房、饭店、加油站等
                  ","
                    
冠山隧道已经打通，不论走一桥还是三桥，到闻堰跟主城区都很方便。距时代大道民丰村站（352路、719路、745路）约500米
                  ",,,,,,,,
2952,['林之语'],萧山-萧山科技城,120.302183,30.263673,286,22332,提前预约随时可看,103115196801,12,3室2厅1厨2卫,中楼层 (共28层),128.07㎡,平层,暂无数据,塔楼,东南,钢混结构,毛坯,两梯四户,有,,,,2021-05-24,商品房,2019-07-22,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210524KD992755,"
                    萧山科技城 毛坯。看房方便 楼层好业主诚心置换
                  ","
                     1%个税,     综合税5.3%，契税（首套90方以下1%，90方以上1.5%；二套90方以下1%，90方以上2%）
                  ",,,,,"
                    公交：328路、419路、720路等。 购物：钱盛商厦、杭州华联购物、百乐购物。 医疗：永磁社区卫生服务站、宁围镇二桥社区卫生站等。 自驾：南门旁边就是公交站台，奔竞大道直到奥体，出门就能上九堡大桥
                  ",,,,,
2953,['萧然人家'],萧山-萧山市区,120.26525180361,30.177222200142,350,29971,提前预约随时可看,103116390063,0,3室2厅1厨2卫,低楼层 (共6层),116.78㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,,,,2021-08-01,商品房,2007-02-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210801NZ987217,"
                    满五年 精装修拎包入住 业主诚心急卖
                  ","
                    银隆商圈。旺角新天地，大润发，恒隆广场，西门菜场，竹桥头农贸市场
                  ",,"
                    公交712路 740路 743 路315路 多条线路公交车 地铁2号线杭发厂站600米。5号线金鸡路出口一千米
                  ",,,,,,,,
2954,['万和国际'],萧山-钱江世纪城,120.26298952776,30.238951687481,950,55070,有租户需预约,103103223030,11,4室2厅1厨2卫,中楼层 (共31层),172.51㎡,平层,142㎡,板塔结合,南,钢混结构,毛坯,两梯三户,有,,,,2018-10-27,商品房,2016-02-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,190509184568,"
                    钱江世纪城板块 发展空间大 交通便利 适合居住
                  ","
                    简单装修，也可以当做毛坯，也可以清空，按照自己喜欢的风格装修
                  ",,,,,,"
                    住宅总计约600户，户型区间从70㎡--175㎡，更有少量面积在200㎡以上的跃层，充分满足从两口之家到四代同堂的居住需求。
万和国际坐拥钱江世纪城CBD地段,市心北路与广场路交汇处，紧依庆春过江隧道出口，与钱江新城区仅5公里车程，天赋一江双城的地段优势
                  ",,,,
2955,['都市春天'],萧山-临浦,120.254128,30.055674,230,15887,提前预约随时可看,103116117024,0,4室2厅1厨2卫,高楼层 (共6层),144.78㎡,跃层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,,,,2021-07-15,商品房,2017-08-24,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210404JP700324,"
                    
此房满五，精装自住。税费少，顶楼跃层带露台，采光足
                  ","
                    小区环境 人文都挺好的 治安安全 生活便利 户型不错 公园旁
                  ","
                    距离小区西面150米临浦菜市场 2.距离小区西面300米临浦公交车站 3.距离小区南面600米临浦第三人民医院 4.总体配套齐全，商场，饭店，酒店等
                  ","
                    此房满五唯一，只需要1.5%的契税即可，可省一笔个人所得税。
                  ",,,,,,,,
2956,['金昌春和钱塘'],萧山-钱江世纪城,120.263928,30.232635,560,65844,提前预约随时可看,103117190088,3,3室1厅1厨1卫,中楼层 (共23层),85.05㎡,平层,暂无数据,板塔结合,南,混合结构,精装,两梯四户,有,,,,2021-09-14,商品房,2016-08-08,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,211007MT811870,"
                    金昌春和钱塘  绿城物业  印象城旁  2015年的小区，满五唯一
                  ","
                    小区500米处有机场公园，2公里左右钱江世纪城公园小区西南侧印象城23.9w综合体，吃喝玩乐。小区南侧800mi，三甲医院省妇保
                  ",,"
                    以下税费仅针对本房满五年无增值税，契税1个点，无其他税费0.0
                  ",,,"
                    小区距离2号线飞虹路地铁口约850米（来源高德地图）前往钱江新城可以通过2号线地铁，自驾的话 博奥隧道和庆春隧道以及西兴大桥都可以到达杭州南站，杭州东侧驾车30f左右可以到达，萧山机场通过机场快速路25f左右。
                  ",,,,,
2957,['浦江苑小区'],萧山-萧山开发区,120.258796,29.984436,118,12640,提前预约随时可看,103112951729,7,4室2厅1厨1卫,中楼层 (共6层),93.36㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,暂无数据,,,,2021-01-07,商品房,2008-01-16,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210605AR433836,,,,,,,,,,,,
2958,['恒大帝景'],萧山-南部卧城,120.283494,30.141116,264,28812,提前预约随时可看,103108877720,58,3室2厅1厨2卫,低楼层 (共30层),91.63㎡,复式,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,,,,2020-04-29,商品房,2019-07-11,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,200524705099,"
                    
此房户型好 采光好 改善型 业主诚心出售
                  ","
                    此房是2017年年底交付的，户型是三房两厅一厨两卫，三房朝南，全面户型，采光充足。
                  ",,,"
                    
此房为商品房，2017年年底交付，目前没有满两年，有综合税和个税，契税是1个点。
                  ",,"
                    
此房恒大开发商开发统一精装修，带地暖，再加自己买的软装，买来的话可以直接入住，节约了装修时间和成本。
                  ","
                    出门南面，可直达地铁口，2号线曹家桥站。距离800米 ，晨晖路公交站424路 659路 708路 712路 728路/728路大站线 739路
                  ",,,,
2959,['湘湖人家'],萧山-闻堰,120.188073,30.132153,345,28342,提前预约随时可看,103112963760,2,3室2厅1厨2卫,低楼层 (共23层),121.73㎡,平层,93.05㎡,板楼,南,钢混结构,精装,一梯三户,有,,,,2021-01-08,商品房,2011-09-13,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,210319IW386154,"
                    此房满五唯一，夹边套户型，自住精装修，业主诚心出售
                  ","
                    小区依山傍水，环境优美，清新典雅的格局，大部分住户都是滨江上班的白领，邻里很和睦，相亲相爱
                  ","
                    
好又多、乐购、世纪华联、上海宾佳、湘湖购物广场、物美大卖场； 医院：湘湖医院、闻堰镇卫生院、闻堰镇牙科医院； 邮局：闻堰邮政储蓄； 银行：中国银行、农业银行、建设银行、工商银行
                  ","
                    K352路、K706路、K178路、K222路 闻堰公交站716716B； 开车：沿时代大道往南是杭州绕城高速、往北是经冠山隧道是滨江、萧山、杭州；
                  ",,,,,,,,
2960,['新安园'],萧山-萧山市区,120.28231768723,30.185175773747,215,32675,提前预约随时可看,103116210110,5,2室1厅1厨1卫,高楼层 (共6层),65.8㎡,平层,暂无数据,板塔结合,南 北,砖混结构,简装,一梯两户,无,,,,2021-07-20,商品房,2001-04-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210720NH849478,"
                    满五不唯一，自住清爽装修，户型方正，五号线300米
                  ","
                    视野采光好，上下学方便，生活成本低，适合自住过渡。生活方便。
                  ",,,,,"
                    五号线育才北路站300米，南面600米彩虹快速路，山阴路，金城路，通城高架，出行方便
                  ",,"
                    满五不唯一，免征增值税，有个税1%，契税，契税1%，首付成本较少
                  ",,,
2961,['金帝金色钱塘'],萧山-萧山新城区,120.24224858748,30.194157071243,460,35048,提前预约随时可看,103112346175,17,3室2厅1厨2卫,中楼层 (共11层),131.25㎡,错层,暂无数据,板塔结合,南 西,混合结构,精装,两梯两户,有,,,,2020-11-23,商品房,2007-06-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,201127XW046988,"
                    近地铁 满五唯一 自住精装 金惠 湖滨
                  ","
                    金色钱塘有6幢排屋，4幢小高层，12幢高层，开发商是金帝，物业是中奥，地理位置优越，交通方便
                  ","
                    此房金帝金色钱塘南区的房子，自住精装修，不着急卖，等一个合适价格
                  ","
                    西面300米风情大道经三桥直达市区，有风情大道老塘路口公交站，公交1502路1502（M）路、327路、368路均从此经过。地铁一号线滨康站
                  ",,,,,,,"
                    距滨江配套成熟的西兴街道约800米，距离物美大卖场2公里，加州阳光生活广场2公里，恒隆广场3公里，为萧山滨江交界的枢纽地段
                  ",
2962,['西中圣和花园'],萧山-萧山市区,120.267544,30.176291,380,29247,提前预约随时可看,103114921606,4,3室2厅1厨2卫,中楼层 (共6层),129.93㎡,错层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,,,,2021-05-09,商品房,2014-05-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210509OH167267,"
                    
交通便利，地铁2号线，楼下吃喝玩于一体。配套完善
                  ","
                    
小区是03年的高档小区，居住品质高，绿化好，入住率高。一共7栋，202户，目前在售房源仅此一套。小区业主对于小区的认可度很高，生活也比较方便
                  ","
                    
银隆百货，大润发，旺角城新天地，市心广场，恒隆广场，衣之家，众安假日酒店，宝盛宾馆
                  ","
                    
地铁二号线，直达钱江新城，西湖景区。下一站人民广场站转五号线直达滨江，出行便捷
                  ",,,,,,,,
2963,['家景园'],萧山-萧山市区,120.28595,30.16861,445,25380,提前预约随时可看,103116908288,2,4室2厅1厨2卫,高楼层 (共17层),175.34㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,,,,2021-08-30,商品房,2005-04-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210830IK174877,"
                    此房满5年，四室大户型，楼层采光好，视野大宽阔，配套齐全
                  ","
                    
本小区房龄是2004年的，电梯房，小区环境优美，高盛物业，管理服务优良。
                  ","
                    
华润万家，银隆百货，金马快乐城电影院健身馆，世纪华联，东门菜场，中医院，萧山医院，地铁2号线人民路地铁口等
                  ","
                    地铁2号线人民路站（1500米，来源于百度地图测)，杭州南站（1800米，来源于百度地图测），杭州国际机场（直线距离14.7公里，百度地图测），萧山汽车总站、萧绍路育才路口等公交站台，彩虹快速路，可以让您快速到达滨江、杭州。
                  ",,,,,,,,
2964,['西子三水公寓'],萧山-萧山开发区,120.306383,30.01542,125,14843,提前预约随时可看,103109401762,6,2室2厅1厨1卫,中楼层 (共5层),84.22㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,,,,2020-05-27,商品房,2010-12-14,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,210314VD420388,"
                    精装修好房 二楼楼层也不错的，价格实惠，两房方正
                  ","
                    此房满二，要1%的契税和1%个人税，税费不错的小区边上配套齐全，边上有菜场医院，读书的地方也在旁边，满足基本的生活需求
                  ",,"
                    小区门口就是进化公交车站，多路公交车始发，有721，735，549路国际村，省道在门口，自驾直达市区，开车方便。
                  ",,,"
                    小区旁边的配套齐全，满足基本所需，出小区就是菜场，医院也在旁边，读书也方便，公交车站也是在旁边，大马路直达市区。
                  ",,,,,
2965,['高桥小区'],萧山-萧山市区,120.281794,30.158176,280,37951,提前预约随时可看,103114569239,0,3室1厅1厨1卫,高楼层 (共6层),73.78㎡,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯两户,无,,,,2021-04-19,商品房,2017-02-19,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,210420WX945212,"
                    楼层好 采光充足 可以直接拎包入住
                  ","
                    高桥小区 小区体量比较大  居住环境比较好 适合老人小孩居住 
小区是90年左右的房龄 
                  ","
                    旺角城新天地，银隆百货，恒隆广场，西山公园，金马饭店，汽车站等成熟生活配套，中国农业银行，高桥幼儿园，城厢街道卫生院。
                  ","
                    小区门口就有公交 有703路，723路，659路，657路，711路，717路，718路，745路，地铁2号线 人民路 潘水站
                  ",,,,,,,,
2966,['明华明辉花园'],萧山-萧山开发区,120.296539,30.211473,380,21794,提前预约随时可看,103115146872,2,4室1厅1厨2卫,高楼层 (共19层),174.36㎡,平层,暂无数据,板塔结合,东,钢混结构,毛坯,两梯四户,有,,,,2021-05-21,商品房,2009-01-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210527TV320461,"
                    
此房满5年，小区位于建设四路与通惠北路东北角
                  ","
                    
7号线耕文路站，门口有公交，地铁。通惠路又是一个萧山一个主干道，自驾出行或公共交通都方便，楼梯房户型方正，客厅带阳台，小区对门口为原野汽配五城，【浙江世纪汽车市场】，新农都，浙江建材市场，原野汽配五金
                  ",,"
                    
小区南门口出去左手边就有公交站，317路，340路，729路，750路，大门口为建设四路，有公交车可直达杭州和滨江
                  ","
                    
设施齐全，交通方便，有二手车销售和一手车，门口有公交，7号线耕文路站
                  ",,,,,,,
2967,['德信君宸'],萧山-萧山新城区,120.260193,30.20531,500,55966,提前预约随时可看,103113415589,3,3室2厅1厨2卫,高楼层 (共18层),89.34㎡,平层,暂无数据,板塔结合,南 西,钢混结构,简装,两梯一户,有,,,,2021-02-21,商品房,2019-07-16,普通住宅,满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,210228HG106777,"
                    西边套 采光无遮挡。 次新小区 交通便利 小区环境好。
                  ","
                    德信君宸位于杭州市萧山萧山新城区，由杭州京平置业有限公司建成，总建筑面积160000，总占地面积51920，共计房屋1154户，小区物业公司为浙江盛全物业管理有限公司，2015年开盘，2018年交付的，防水防潮做得很好，小区游泳池还有开放的儿童乐园。
                  ","
                    萧山宝龙购物广场，开元加州阳光广场、恒隆广场、心意广场、家乐福、大润发、银隆百货、，开元名都大酒店 医院：萧山医院、萧山第 一人民医院
                  ","
                    小区2公里范围已经开通，2号线建设一路站。5号线金鸡路站，7号线明星路站
                  ",,,,,,,,
2968,['杭发厂宿舍'],萧山-萧山市区,120.280239,30.17197,183,30855,提前预约随时可看,103115441614,14,2室1厅1厨1卫,中楼层 (共6层),59.31㎡,平层,54.31㎡,板楼,南,框架结构,精装,一梯一户,暂无数据,,,,2021-06-07,商品房,2013-08-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210602EC019919,"
                    房子户型方正两房朝南 视野宽阔采光充足，配套齐全交通便利
                  ","
                    房子朝南户型方正 中间层，视野宽阔，采光好面积小做2房1厅1卫
                  ",,"
                    杭发地铁站1000米左右（百度地图），315车站旁，银隆百货，市都有，交通便利
                  ","
                    世纪联华市，江寺公园，北干山，锻炼方便，汇德家电商城，交通便利
                  ",,,,,,,
2969,['丽都公寓'],萧山-萧山市区,120.279331145,30.170427206534,315,25604,提前预约随时可看,103115511172,3,4室2厅1厨2卫,高楼层 (共6层),123.03㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,无,,,,2021-06-11,商品房,2009-12-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210612KQ277092,"
                    卖点：
房子满五不唯一 户型方正 房东诚心出售的 看房子方便
                  ","
                    小区介绍：
小区通燃气 路面平整 旁边有育才菜场 乐购 公交 地铁交通出行便利 可以满足您的衣食住行 适宜各个年龄段的人居住
                  ","
                    房子在成熟地段 无论小孩学习 还是老人养老都是不错的选择 生活方便
                  ",,,,,,"
                    配套完善 南边就是城河公园 医疗有萧山人民医院 中医院 萧山医院 购物有华润万家 银隆百货 万象汇 东门菜场
                  ",,,
2970,['龙湖旭辉春江悦茗'],萧山-萧山新城区,120.241615,30.213029,430,53002,提前预约随时可看,103114970685,30,3室2厅1厨1卫,低楼层 (共30层),81.13㎡,平层,暂无数据,板楼,南,钢结构,精装,两梯四户,有,,,,2021-05-11,商品房,2017-10-17,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210513RM594275,"
                    中间套户型，两房南一房北，客厅带阳台，全明户型，诚心出售
                  ","
                    
2017年交付的次新小区，小区内比较好的中间套户型，精装修自住，龙湖物业
                  ",,"
                    地铁：兴议论站[地铁站]（地铁7号线）公交：七甲闸村[公交站]（361,360），建设四路风情大道口[公交站]（317），博奥路建设二路口[公交站]（713）
                  ","
                    楼盘与滨江一路之隔，距离上三桥500米，地铁490米，宝龙广场，星光大道，龙湖天街3公里范围之内
                  ",,,,,,,
2971,['横石板弄'],萧山-萧山市区,120.274882,30.164617,260,35041,提前预约随时可看,103115298433,5,3室1厅1厨1卫,中楼层 (共5层),74.2㎡,平层,68.28㎡,板楼,南,砖混结构,精装,一梯两户,暂无数据,,,,2021-05-30,商品房,2014-07-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,201201TU418439,"
                    人民路口，横石板弄，户型方正，装修清爽，湘师高桥
                  ","
                    配套有开元名都大酒店，万象汇，恒隆广场银隆百货旺角新天地大润发，2号线杭发厂，人民广场站，5号线育才北路站，工商，招商，光大银行等，江寺公园，余暨公园，北干山公园，萧山医院，中医院，人民医院！配套成熟，交通便捷！
                  ",,"
                    税费解析：
此房满五年，没有增值税；不是房东名下唯一一套，有个税；面积小于90方，契税：首套1%二套是1.5%
                  ",,,"
                    交通出行：
此房到地铁站人民路地铁站1公里的距离（根据高德地图记载录入），有多路公交车经过。
                  ",,,,,
2972,['东门公寓'],萧山-萧山市区,120.28468,30.164034,380,30616,提前预约随时可看,103106385495,1,3室2厅1厨2卫,中楼层 (共6层),124.12㎡,平层,114.28㎡,板塔结合,南,砖混结构,精装,一梯两户,无,,,,2019-10-03,商品房,2000-01-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,191003143177,"
                      东门公寓精装修，中间楼层，采光充足满五年不唯一
                  ","
                    
本房商品房满五年不唯一，首套1.5%的契税，和1%的个税户型方正，中间楼层 采光充足 
                  ",,"
                    
此房有多条公交线路.703.708.660.704.426.713.712等多路公交可以让你快速到达萧山城区、滨江和杭州城区。
                  ",,"
                    房屋格局好无改动。 三房户型，舒适度高，通风好，采光没的说。。
                  ","
                    
出小区正前方就是东门菜场，距离2号线地铁站1.3公里，距离乐购*市，银隆百货大型购物广场1.5公里范围内，生活购物方便。
                  ",,,,,
