,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,套内面积,房屋朝向,建筑结构,装修情况,别墅类型,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,户型介绍,适宜人群,周边配套,户型结构,建筑类型,梯户比例,配备电梯,小区介绍,税费解析,交通出行,售房详情,装修描述,权属抵押,用水类型,用电类型,房源核验统一编码,查询房管备案记录,燃气价格
2448,['北苑丽城'],临安-临安,119.71840717147,30.254126621229,165,18797,提前预约随时可看,103116381047,4,3室2厅1厨2卫,中楼层 (共9层),87.78㎡,暂无数据,南,钢混结构,毛坯,,2021-07-31,商品房,2020-09-28,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,"
                    全明户型，视野开阔，小区安静舒适，次新小区，电梯房。
                  ",,"
                    小区人车分流，环境也好，老人小孩孕妇等都适合。电梯房，楼层合适，配套齐全，农贸市场、医院等都距离很jin。
                  ","
                    小区出来向西500米是农贸市场，向东1公里以内是宝龙广场，向南800米是景观苕溪，距离中医院500米，今年年底即将投入使用。
                  ",平层,板塔结合,两梯四户,有,"
                    小区不大，环境比较好，电梯房，小区内部人车分流，地势太高，后面是锦溪，晚上夜景也很漂亮。
                  ",,,,,,,,,,
2449,['湖山云台苑'],临安-临安,119.74003477125,30.246600538929,220,23634,提前预约随时可看,103117000885,0,3室2厅1厨2卫,中楼层 (共32层),93.09㎡,68.01㎡,南 北,框架结构,毛坯,,2021-09-04,商品房,2021-08-20,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
新交付小区，交通便利距离地铁中500米左右。.....
                  ",,"
                    
毛胚交付的小区，可以自己随意装修自己喜欢的风格，户型方正出入方便，人车分流。
                  ","
                     距离青山湖绿道500米左右，在建设中有一个大型10万方综合体。生活配套完善.一公里范围内能满足生活所需.
                  ",平层,塔楼,两梯四户,有,"
                    
电梯房新小区，绿化好，人车分流，小区环境好............
                  ",,,,,,,,,,
2450,['湖山云台苑'],临安-临安,119.74003477125,30.246600538929,215,23241,提前预约随时可看,103116604181,1,3室2厅1厨2卫,中楼层 (共32层),92.51㎡,70.42㎡,南 北,钢混结构,毛坯,,2021-08-13,商品房,2020-08-26,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
新交付小区，交通便利距离地铁中500米左右。....
                  ",,"
                    
毛胚交付的小区，可以自己随意装修自己喜欢的风格，户型方正出入方便，人车分流。
                  ","
                    
距离青山湖绿道500米左右，在建设中有一个大型10万方综合体。生活配套完善.一公里范围内能满足生活所需.
                  ",平层,塔楼,两梯四户,有,"
                    
电梯房新小区，绿化好，人车分流，小区环境好............
                  ",,,,,,,,,,
2451,['中天珺府'],临安-临安,119.82335381156,30.269320385486,245,26201,提前预约随时可看,103114732485,0,3室2厅1厨2卫,低楼层 (共18层),93.51㎡,暂无数据,南,钢混结构,毛坯,,2021-04-28,商品房,2021-03-29,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
该房为毛坯标准三房可自由装修楼层中上采光通风好视野开阔
                  ",,,"
                    
72万方狮山公园等你来，散步。46家科研院所的白领精英 愿意成为您的朋友。 育才小 学就在您的旁边。坐轻轨很快就可以到达杭州。繁华和自在，您都可以轻松地获得
                  ",平层,板塔结合,一梯两户,有,"
                    
我所接待的客户朋友中，没有一个不赞美中天珺府的环境的。确实，鸟语花香，流水潺潺，真乃人世间的一大诗意居所。谨以此房，献给懂得生活的
                  ",,"
                    
离轻轨口1公里；离航站楼500米（可以做巴士直达萧山机场）；离在建的火车西站有16公里，地铁16号线已通车
                  ",,,,,,,,
2452,['中天珺府'],临安-临安,119.82335381156,30.269320385486,240,25669,提前预约随时可看,103115972046,0,3室2厅1厨2卫,低楼层 (共18层),93.5㎡,暂无数据,南,钢混结构,毛坯,,2021-07-07,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,"
                    
小区环境优美，采用人车分流，中间户型，视野开阔
                  ","
                    

房子不满二年，户型方正，三开间朝南，南北阳台，视野开阔，中间楼层，一梯两户，总共18层
                  ","
                    
适宜一家人，小孩，老人，上班族，小区内设有小店，健身房，菜场，可以满足日常生活所需，小区很安静，环境优美，生活惬意
                  ",,平层,板塔结合,一梯一户,暂无数据,,,"
                    
杭临轻轨5号线科技城站口约200米，杭徽高速进出口近，门口有公交车31路直达临安市区，到杭州592，598路公交直达，有大大巴车直达萧山机场
                  ",,,,,,,,
2453,['星汇花园'],临安-青山湖科技城,119.827586,30.268679,260,29214,提前预约随时可看,103115976282,0,3室2厅1厨2卫,中楼层 (共33层),89㎡,暂无数据,南,钢混结构,毛坯,,2021-07-07,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 50万元 业主自还
                              ",未上传房本照片,"
                    
房子户型方正，楼层视野无遮挡。
                  ","
                    
此房为三室两厅两卫，客厅朝北、主卧朝南。客厅带阳台，适合一家人居。
                  ",,"
                    
1，小区自带星汇天地有：万豪酒店、悦芳泉美容SPA、世纪联华、酒吧、KTV、影视城、中国银行、菜场、、理发、餐厅等等。 2，小区有游泳池、健身房、瑜咖室、室外多功能球场、儿童活动。 3，青山中医院，佳远医院，青山湖科技城二甲医院。
                  ",平层,板楼,两梯四户,有,"
                    
此小区的开发商为：杭州越秀房地产开发有限公司，越秀自己的物业，物业服务人员很热情，安保人员也很负责，小区安保很好，小区环境优美，秀星汇城属于较宜居的小区。
                  ",,,,,,,,,,
2454,['越秀星悦城'],临安-青山湖科技城,119.829833,30.270883,228,23795,提前预约随时可看,103115140947,3,3室2厅1厨2卫,低楼层 (共18层),95.82㎡,暂无数据,南,钢混结构,毛坯,,2021-05-21,商品房,2021-05-08,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,"
                    新交付小区，小区环境好，房源楼层佳，阳光充足，诚心出售
                  ",,,"
                    宝龙广场已经开业，很多零售店都已经开业啦。购物十分方便。此外，离地铁口也比较近的。楼下外围步行街*市 饭店齐全
                  ",平层,塔楼,一梯三户,暂无数据,,,"
                    
该小区的交通较为便利，出小区就是公交站可以直达临安城区， 轻轨16号线科技城站1000米近，杭徽高速青山湖出口近，小区门口有公交车31路，去杭州有599可到达,机场大巴车直达萧山机场，出行便捷
                  ",,,,,,,,
2455,['旭辉中粮朗香郡'],临安-青山湖科技城,119.829805,30.256148,326,26783,提前预约随时可看,103115728437,1,4室2厅1厨2卫,中楼层 (共27层),121.72㎡,暂无数据,南,钢混结构,毛坯,,2021-06-23,商品房,2021-03-24,普通住宅,未满两年,非共有,"
                                有抵押 建设银行
                              ",已上传房本照片,"
                    青山湖科技城地铁口500米 2到未来科技城开车快
                  ",,,"
                    
16号地铁线青山湖科技城站500米，科技大道，G329国道，杭瑞高速。 宝龙广场，永辉。
                  ",平层,板楼,两梯四户,有,"
                    
中粮和旭辉联合开发品质好。 2小区环境好楼间距大 3物业管理好，绿化高。
                  ","
                    此房不满两年，有5.3的增值税。和一个点个税！首套1.5的契税，二套2.0个点的契税。
                  ",,,,,,,,,
2456,['杭氧和院'],临安-青山湖科技城,119.8271877908,30.246736993798,216,17368,提前预约随时可看,103116661617,4,3室2厅1厨2卫,中楼层 (共12层),124.37㎡,暂无数据,南,未知结构,毛坯,,2021-08-16,商品房,2020-04-15,普通住宅,未满两年,共有,"
                                有抵押 30万元
                              ",已上传房本照片,"
                    此房格局好，动静分离，大三房，楼层好。
                  ",,"
                    此房适宜科技城刚需大三房客户，价格方面很实惠，没得说，配套很齐全，生活便利。
                  ",,平层,板楼,一梯三户,无,,"
                    此房不满两年，需要支付5.3%增值说，1个点的个税，1.5%的契税。
                  ",,,,,,,,,
2457,['越秀星悦城'],临安-青山湖科技城,119.829833,30.270883,256,26662,提前预约随时可看,103115093472,0,3室2厅1厨2卫,中楼层 (共18层),96.02㎡,暂无数据,南,钢混结构,毛坯,,2021-05-18,商品房,2021-05-12,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房户型好 楼层佳   带车位 诚心出售 
                  ","
                    此房3房2厅，3开间朝南，明厨明卫，户型方正，采光好，视眼开阔 小高层房源
                  ",,"
                    小区自带星汇天地综合体，有电影院，KTV，联华*市、邻家大药房、中国银行等，小区门口有公交站可直接到蒋村，出行方便，距离地铁口青山湖科技城站（在建）大概1000米左右（来自百度地图），宝龙城市广场（在建）大概800米左右（来自百度地图）
                  ",平层,塔楼,两梯四户,有,,,,,,,,,,,
2458,['公园家南区'],临安-临安,119.70947573501,30.223253523123,230,18400,提前预约随时可看,103113897495,2,3室2厅1厨2卫,中楼层 (共18层),125㎡,暂无数据,西南,框架结构,毛坯,,2021-03-16,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,"
                    此房中楼层，采光好，毛坯，小区物业成熟
                  ",,,"
                    医院：博爱医院、临安协合医院、临安市口腔医院， 银行：中国银行、杭州银行ATM(横潭路)、 餐饮：婆留家宴、丁哥黑鱼馆(临安店) *市：万华广场有大*市
                  ",平层,板楼,两梯两户,有,"
                    公园家是临安龙头企业地上集团开发的品质小区，小区内物业负责绿树成荫，楼间距开阔，小区里有个露天泳池
                  ",,"
                    出行方便，交通便利，小区门口有临安k3，临安k7，临安k8，距离人民广场轻轨口1000米
                  ",,,,,,,,
2459,['如意云庭'],临安-临安,119.740541,30.241904,230,21494,提前预约随时可看,103117007304,0,3室2厅1厨2卫,低楼层 (共18层),107.01㎡,暂无数据,南,框架结构,毛坯,,2021-09-04,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押
                              ",未上传房本照片,"
                    临安城东滨湖板块，房东诚心出售，人车分流24小时安保
                  ",,"
                    新小区位置好，喜欢的人比较多，适合老人小孩年轻的居住，生活方便，交通便利
                  ",,平层,塔楼,两梯四户,有,"
                    小区环境优美，有跑步道，室外戏水池，儿童游玩区，人车分流，24小时安保。
                  ",,"
                    小区出门就有公交车，地铁口直线距离500米左右，交通出行比较方便
                  ",,,,,,,,
2460,['旭辉中粮朗香郡'],临安-青山湖科技城,119.829805,30.256148,326,26783,提前预约随时可看,103115728437,1,4室2厅1厨2卫,中楼层 (共27层),121.72㎡,暂无数据,南,钢混结构,毛坯,,2021-06-23,商品房,2021-03-24,普通住宅,未满两年,非共有,"
                                有抵押 建设银行
                              ",已上传房本照片,"
                    青山湖科技城地铁口500米 2到未来科技城开车快
                  ",,,"
                    
16号地铁线青山湖科技城站500米，科技大道，G329国道，杭瑞高速。 宝龙广场，永辉。
                  ",平层,板楼,两梯四户,有,"
                    
中粮和旭辉联合开发品质好。 2小区环境好楼间距大 3物业管理好，绿化高。
                  ","
                    此房不满两年，有5.3的增值税。和一个点个税！首套1.5的契税，二套2.0个点的契税。
                  ",,,,,,,,,
2461,['湖山云台苑'],临安-临安,119.74003477125,30.246600538929,215,23241,提前预约随时可看,103116604181,1,3室2厅1厨2卫,中楼层 (共32层),92.51㎡,70.42㎡,南 北,钢混结构,毛坯,,2021-08-13,商品房,2020-08-26,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
新交付小区，交通便利距离地铁中500米左右。....
                  ",,"
                    
毛胚交付的小区，可以自己随意装修自己喜欢的风格，户型方正出入方便，人车分流。
                  ","
                    
距离青山湖绿道500米左右，在建设中有一个大型10万方综合体。生活配套完善.一公里范围内能满足生活所需.
                  ",平层,塔楼,两梯四户,有,"
                    
电梯房新小区，绿化好，人车分流，小区环境好............
                  ",,,,,,,,,,
2462,['杭氧和院'],临安-青山湖科技城,119.8271877908,30.246736993798,216,17368,提前预约随时可看,103116661617,4,3室2厅1厨2卫,中楼层 (共12层),124.37㎡,暂无数据,南,未知结构,毛坯,,2021-08-16,商品房,2020-04-15,普通住宅,未满两年,共有,"
                                有抵押 30万元
                              ",已上传房本照片,"
                    此房格局好，动静分离，大三房，楼层好。
                  ",,"
                    此房适宜科技城刚需大三房客户，价格方面很实惠，没得说，配套很齐全，生活便利。
                  ",,平层,板楼,一梯三户,无,,"
                    此房不满两年，需要支付5.3%增值说，1个点的个税，1.5%的契税。
                  ",,,,,,,,,
2463,['中天珺府'],临安-临安,119.82335381156,30.269320385486,240,25669,提前预约随时可看,103115972046,0,3室2厅1厨2卫,低楼层 (共18层),93.5㎡,暂无数据,南,钢混结构,毛坯,,2021-07-07,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,"
                    
小区环境优美，采用人车分流，中间户型，视野开阔
                  ","
                    

房子不满二年，户型方正，三开间朝南，南北阳台，视野开阔，中间楼层，一梯两户，总共18层
                  ","
                    
适宜一家人，小孩，老人，上班族，小区内设有小店，健身房，菜场，可以满足日常生活所需，小区很安静，环境优美，生活惬意
                  ",,平层,板塔结合,一梯一户,暂无数据,,,"
                    
杭临轻轨5号线科技城站口约200米，杭徽高速进出口近，门口有公交车31路直达临安市区，到杭州592，598路公交直达，有大大巴车直达萧山机场
                  ",,,,,,,,
2464,['中天珺府'],临安-临安,119.82335381156,30.269320385486,203,21721,提前预约随时可看,103116412424,2,3室2厅1厨2卫,高楼层 (共18层),93.46㎡,暂无数据,南,钢混结构,毛坯,,2021-08-02,商品房,2021-07-29,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,"
                    
此房刚交房，三房朝南，楼层好，视野开阔，采光佳
                  ","
                    
房龄新，小区环境好，三房两厅一厨两卫，三开间朝南该楼层前面都是总高18层的小高层，视野无遮挡，采光好。
                  ",,,平层,板塔结合,一梯一户,暂无数据,,"
                    
房子为商品房，未满两年有增值税 首套契税1.5%，个税1%，增值税5.3%.
                  ","
                    小区门口有公交站，直通临安城区与地铁口 离地铁16号线800米左右，物业有地铁专车。
                  ",,,,,,,,
2465,['越秀星悦城'],临安-青山湖科技城,119.829833,30.270883,240,24733,提前预约随时可看,103116798373,0,3室2厅1厨2卫,中楼层 (共18层),97.04㎡,暂无数据,南,未知结构,毛坯,,2021-08-24,商品房,2021-04-20,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
此房好楼层，采光充足，小区中间位置繁华中的寂静。户型方正
                  ",,,"
                    
小区自带星汇天地有：万豪酒店、悦芳泉美容SPA、世纪联华、酒吧、KTV、影视城、中国银行、菜场、、理发、餐厅等等。 2，小区有游泳池、健身房、瑜咖室、室外多功能球场、儿童活动。 3，青山中医院，佳远医院，青山湖科技城二甲医院。
                  ",平层,暂无数据,一梯四户,暂无数据,"
                    
此小区的开发商为：杭州越秀房地产开发有限公司，越秀自己的物业，物业服务人员很热情，安保人员也很负责，小区安保很好，小区环境优美，秀星汇城属于较宜居的小区。
                  ",,"
                    
地铁16号线青山湖科技城站已开通。小区大门口有K32路公交车直达临安东站，475公交车道余杭,381路公交车到杭州六公园北站,青山湖高速收费站
                  ",,,,,,,,
2466,['中天珺府'],临安-临安,119.82335381156,30.269320385486,245,26201,提前预约随时可看,103114732485,0,3室2厅1厨2卫,低楼层 (共18层),93.51㎡,暂无数据,南,钢混结构,毛坯,,2021-04-28,商品房,2021-03-29,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
该房为毛坯标准三房可自由装修楼层中上采光通风好视野开阔
                  ",,,"
                    
72万方狮山公园等你来，散步。46家科研院所的白领精英 愿意成为您的朋友。 育才小 学就在您的旁边。坐轻轨很快就可以到达杭州。繁华和自在，您都可以轻松地获得
                  ",平层,板塔结合,一梯两户,有,"
                    
我所接待的客户朋友中，没有一个不赞美中天珺府的环境的。确实，鸟语花香，流水潺潺，真乃人世间的一大诗意居所。谨以此房，献给懂得生活的
                  ",,"
                    
离轻轨口1公里；离航站楼500米（可以做巴士直达萧山机场）；离在建的火车西站有16公里，地铁16号线已通车
                  ",,,,,,,,
2467,['星汇花园'],临安-青山湖科技城,119.827586,30.268679,263.8,21444,提前预约随时可看,103116355909,1,3室2厅1厨2卫,高楼层 (共33层),123.02㎡,暂无数据,南 北,钢混结构,毛坯,,2021-07-30,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,"
                    次房是中高楼层，户型方正，视野开阔，阳光明媚，得房率高
                  ",,,"
                    青山宝龙商场，越秀星汇天地，影院没玩好酒店，医院，青山湖中医院，农贸市场，银行
                  ",平层,板楼,两梯四户,有,"
                    星汇花园是越秀开发的，小区绿化好，楼间距大，小区内儿童游乐设施齐全，整体环境好适宜居住，人车风流
                  ",,"
                    小区南门有公交站直达杭州市区，有多路公交车到临安，南门距离16号青山湖科技城站比较方便
                  ",,,,,,,,
2468,['中天珺府'],临安-临安,119.82335381156,30.269320385486,302,23973,提前预约随时可看,103116834023,3,4室2厅1厨2卫,高楼层 (共11层),125.98㎡,暂无数据,南,钢混结构,毛坯,,2021-08-26,商品房,2021-04-02,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,,平层,板塔结合,一梯四户,有,,,,,,,,,,,
2469,['中天珺府'],临安-临安,119.82335381156,30.269320385486,305,24809,提前预约随时可看,103115688271,0,4室2厅1厨2卫,低楼层 (共11层),122.94㎡,暂无数据,南 北,钢混结构,毛坯,,2021-06-21,商品房,2021-06-16,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,"
                    拥有三个阳台，明厨明卫，户型正气适宜居住
                  ",,"
                    
花园洋房，适合上有老下有小的三/四世同堂居住，已有4室，还有拓展面积可以做成5房，居住舒适不拥挤不压抑。
                  ",,平层,板塔结合,一梯两户,有,"
                    
1.小区24小时保安巡逻安保，物业登记报备进入小区，安全有保障。 2.中天是排屋+洋房，属于低密度小区，绿植树木多仿佛来到了公园。 3.洋房楼间距大于45米（总高为11层、8层`6层）可以享受全天采光。
                  ","
                    房子是刚刚交付的次新房，所以增值税和个税跑不了，选择中天都是要承担增值税和个税的。
                  ",,,,,,,,,
2470,['青山印象府'],临安-青山湖科技城,119.82318006392,30.253521249153,258,18502,提前预约随时可看,103114609390,13,5室2厅1厨2卫,低楼层 (共21层),139.45㎡,暂无数据,南,钢混结构,毛坯,,2021-04-21,商品房,2021-04-16,普通住宅,未满两年,非共有,"
                                有抵押 122万元
                              ",已上传房本照片,"
                    此小区，此楼栋，朝向好，视野宽阔，采光充足，配套设施齐
                  ",,,"
                    小区1公里有建设银行，农业银行，浦发银行，菜市场，宝龙广场，永辉*市，越秀娱乐设施，一应俱全
                  ",平层,板楼,两梯两户,有,"
                    
该小区环境优美，外观温馨，该小区开发商大，品质有保障 小区里绿化做的很漂亮，小区房子也是漂亮，户型*级好
                  ",,"
                    该小区门口就有公交车站，短距离出行方便 离青山湖科技城559米，到杭州市内方便，该小区距离宝龙广场地铁站1公里
                  ",,,,,,,,
2471,['星汇花园'],临安-青山湖科技城,119.827586,30.268679,260,29214,提前预约随时可看,103115976282,0,3室2厅1厨2卫,中楼层 (共33层),89㎡,暂无数据,南,钢混结构,毛坯,,2021-07-07,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 50万元 业主自还
                              ",未上传房本照片,"
                    
房子户型方正，楼层视野无遮挡。
                  ","
                    
此房为三室两厅两卫，客厅朝北、主卧朝南。客厅带阳台，适合一家人居。
                  ",,"
                    
1，小区自带星汇天地有：万豪酒店、悦芳泉美容SPA、世纪联华、酒吧、KTV、影视城、中国银行、菜场、、理发、餐厅等等。 2，小区有游泳池、健身房、瑜咖室、室外多功能球场、儿童活动。 3，青山中医院，佳远医院，青山湖科技城二甲医院。
                  ",平层,板楼,两梯四户,有,"
                    
此小区的开发商为：杭州越秀房地产开发有限公司，越秀自己的物业，物业服务人员很热情，安保人员也很负责，小区安保很好，小区环境优美，秀星汇城属于较宜居的小区。
                  ",,,,,,,,,,
2472,['星汇花园'],临安-青山湖科技城,119.827586,30.268679,228,25723,提前预约随时可看,103116582288,1,3室2厅1厨2卫,低楼层 (共34层),88.64㎡,暂无数据,南,钢混结构,毛坯,,2021-08-12,商品房,2020-05-26,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    
轻轨房，宝龙近，视线开阔，小区环境优雅，交通生活都方便
                  ",,,"
                    
小区自带星汇天地有：万豪酒店、悦芳泉美容SPA、世纪联华、酒吧、KTV、影视城、中国银行、菜场、、理发、餐厅等等。 2，小区有游泳池、健身房、瑜咖室、室外多功能球场、儿童活动。 3，青山中医院
                  ",平层,板楼,两梯四户,有,"
                    
小区自带星汇天地有：万豪酒店、写字楼、世纪联华、酒吧、KTV、影视城、中国银行、菜场、、理发、餐厅等等。 2，小区有游泳池、健身房、瑜咖室、室外多功能球场、儿童活动。 3，青山中医院。4，72万方狮山公园（距离项目1公里）
                  ",,"
                    小区大门口就有轻轨可座。 2，K31/37/465/599公交、科技大道、杭瑞高速和02省道可到临安、余杭、横畈、杭州
                  ",,,,,,,,
2473,['湖语澜轩'],临安-临安,119.743621,30.237202,330,25000,提前预约随时可看,103116435446,0,4室2厅1厨2卫,中楼层 (共34层),132㎡,暂无数据,南,钢混结构,毛坯,,2021-08-04,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,"
                    
此小区位于城东滨湖新城板块 地铁口 i旁边新天地广场综合体
                  ",,"
                    作为新产品户型，适合人群较多，装修后的档次风格较为时尚，适合新房，或刚性需要的
                  ",,平层,板塔结合,两梯六户,有,,,"
                    小区出门就有公交车，地铁口距离800米左右，交通出行比较方便
                  ",,,,,,,,
2474,['星汇花园'],临安-青山湖科技城,119.827586,30.268679,275,23335,提前预约随时可看,103117053454,0,4室2厅1厨2卫,中楼层 (共33层),117.85㎡,暂无数据,南,钢混结构,毛坯,,2021-09-06,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",未上传房本照片,"
                    越秀边套，小区C位，楼层好，视野佳
                  ",,,"
                    20万方的滨河公园距离我们小区只有200米，1公里还有70万方的狮山公园，出门遛弯儿还是带孩子玩都是很方便的；距离小区482米有个现已营业的星汇天地和168米高的五星万豪酒店，8万方的宝龙广场在2020年初10月份也已开业，星巴克、必胜客、谭鸭血均已入驻
                  ",平层,板楼,两梯四户,有,"
                    我们小区是越秀的开发商，广州国企，跨国公司15强，物业公司更是百强企业第17名，所以在小区安保这一块把控很严格，小区分为两期开发，外立面有两种风格，可以根据自己的喜欢来选择，小区内更是配备了小孩、青年和老人的游乐设施，可供游玩和休息
                  ",,"
                    此小区交通十分便利，素有“一高二铁三快速”之称。一高：指杭瑞高速；二铁：指直线距离1公里即可到达地铁16号线青山湖科技城站，和杭武高铁；三快速：指青山湖北的留祥快速路和南面的329国道西延。小区各路公交四通八达，都很方便
                  ",,,,,,,,
2475,['龙沁城'],临安-临安,119.730838,30.255086,218,20218,提前预约随时可看,103116553915,1,3室2厅1厨2卫,中楼层 (共25层),107.83㎡,暂无数据,南,钢混结构,毛坯,,2021-08-10,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",未上传房本照片,"
                    新交付小区，宝龙广场旁，户型方正 ，配套齐全。
                  ",,"
                    适合改善的家庭，也适合全家一起住的家庭，结婚用的房子也适合，家里居住人口多少的都可以
                  ","
                    小区东1公里左右就是地铁农林大学站，小区北50米（来源于百度地图）就是农林大学 环境优美 茶余饭后散步的 好去处，小区边上就是宝龙广场，吃喝购物一体
                  ",平层,板楼,两梯四户,有,,,"
                    小区向东南500米左右就是农林大学地铁站，小区向北50米左右就是农林大学，房子后面就是自带的宝龙广场，吃喝购物一体；小区向南500米左右苕溪景观带；小区自带幼儿园
                  ",,,,,,,,
2476,['越秀星悦城'],临安-青山湖科技城,119.829833,30.270883,310,24800,提前预约随时可看,103115995825,1,4室2厅1厨2卫,低楼层 (共18层),125㎡,暂无数据,南,钢混结构,简装,,2021-07-08,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 100万元
                              ",未上传房本照片,"
                    星悦城 大四房 诚心出售 简单装修，看房方便
                  ","
                    品牌开发商，次新小区 纯边套户型，双卫，适合各类需求的人群 ，楼层高视野好
                  ",,"
                    宝龙广场一公里左右，很多零售店都已经入驻了，购物十分方便。此外，离地铁16号线也比较近，生活上班都比较方便
                  ",平层,塔楼,两梯四户,有,,"
                    本小区都是刚交付的次新房，因产证不满两年，所以需要缴纳个税1%，如果首套房契税1.5%，二套2%。增值税5.3%
                  ",,,,,,,,,
2477,['如意云庭'],临安-临安,119.740541,30.241904,235,19994,提前预约随时可看,103116952278,1,3室2厅1厨2卫,低楼层 (共18层),117.54㎡,暂无数据,南,框架结构,毛坯,,2021-09-01,商品房,2021-09-01,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    小区位于城东滨湖新城板块，地铁口，旁边有新天地综合体
                  ",,"
                    新小区，环境优美，品质高，适合人群较多，装修后的档次风格较为时尚
                  ",,平层,塔楼,两梯两户,有,"
                    小区环境优美，有跑步道，室外戏水池，儿童游玩区，人车分流，24小时安保。
                  ",,"
                    小区出门就有公交车，地铁口直线距离500米左右，交通出行比较方便
                  ",,,,,,,,
2478,['苕溪公馆'],临安-临安,119.726356,30.246234,352,24616,提前预约随时可看,103114985289,1,4室2厅1厨2卫,高楼层 (共19层),143㎡,暂无数据,南,框架结构,毛坯,,2021-05-12,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,"
                    
苕溪壹号、地上品质小区、绿化好，自带恒温泳池。
                  ",,"
                    
小区环境佳，内设恒温泳池、图书馆、会所、健身房。适合全家老小居住。
                  ",,平层,板楼,两梯两户,有,"
                    苕溪壹号位于杭州市临安区，由杭州地上集团打造。小区环境优美，配套成熟完善。
                  ",,"
                    
距离杭临轻轨（农行大学站）1.8公里左右，向南600米临安区人民医院。宝龙广场等配套也近在咫尺。
                  ",,,,,,,,
2479,['商业城'],临安-临安,119.72119143604,30.234343515084,145,12084,提前预约随时可看,103115456710,13,3室2厅1厨2卫,中楼层 (共6层),120㎡,暂无数据,南,混合结构,简装,,2021-06-07,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,"
                    广场旁，地铁口，楼层好，商场多
                  ","
                    此房是2000年建造的房子，户型是三室两厅一厨两卫，，采光很好，阳台大
                  ",,"
                    小区门口就是人民广场，离轻轨口50米，有两个菜场，银行，肯德基店都有
                  ",错层,塔楼,一梯三户,无,,,"
                    小区门口就是轻轨口，公交车就在小区门口50米左右的地方，便于出行
                  ",,,,,,,,
2480,['星汇花园'],临安-青山湖科技城,119.827586,30.268679,259,19181,提前预约随时可看,103116779850,7,3室1厅1厨2卫,高楼层 (共31层),135.03㎡,暂无数据,南,钢混结构,毛坯,,2021-08-23,商品房,2020-12-14,普通住宅,未满两年,非共有,"
                                有抵押 120万元
                              ",已上传房本照片,"
                    
此房轻轨房，近宝龙，楼层好，采光充足，配套设施齐全。
                  ",,"
                    本房，业主已经把墙体敲好了，人车分流，人文环境好，居住舒适，电梯房居住无难处，采光充足，三面进光，
                  ",,平层,板楼,两梯三户,有,"
                    
是越秀开发商，越秀物业，自房自物业， 没有地暖，可自己安装，得房率82%，绿化可以 入住率近75%，使用率高
                  ",,"
                    
小区交通很便利，自行车，电动车，摩托车，轿车都可进入专有通道， 距离地铁站直线距离800米， 科技大道双向十车道，中间六车道没有红绿灯限速80，地铁16号线全程12站
                  ",,,,,,,,
