,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,户型介绍,售房详情,适宜人群,装修描述,用水类型,用电类型,燃气价格,交通出行,税费解析,别墅类型,权属抵押
2274,['原筑壹号'],上城-笕桥,120.240529,30.314295,308,35188,提前预约随时可看,103117325444,6,4室2厅1厨1卫,中楼层 (共16层),87.53㎡,平层,暂无数据,板楼,南,钢结构,精装,两梯两户,有,2021-09-23,商品房,2018-02-23,普通住宅,满两年,共有,"
                                有抵押 110万元 兴业银行杭州分行 客户偿还
                              ",已上传房本照片,171019146717,"
                    精装修，舒适四房，通风好，中间楼层采光好，后排不靠高架
                  ","
                    原筑壹号坐落于杭州主城区城东新城，处新火车东站区域核xi，项目规划为一个都市居住、商务、休闲、娱乐、酒店等各类功能为一体建筑综合体，由融合风尚公寓、悦LOFT、原筑悦庄和国际酒店等部分组成。
                  ","
                    幼儿园：西子幼儿园、三新幼儿园草庄分园 、杭州市机场路：杭州师范大学医学院 商场：上海佳乐百货商场 医院：杭州城东医院、江干区笕桥地区卫生保健服务站 邮局：中国邮政笕桥支局 银行杭州联合农村银行弄口分行。
                  ","
                    小区门口船舫兜药香路公交站1601路公交，德胜东路药香路公交站69路101路111路357路35路，直达汽车北站，西湖体育馆，市一医院，吴山广场等。共享单车扫码骑行，亲近大自然的另一种体验
                  ",,,,,,,,,,,
2275,['近江家园五园'],上城-近江,120.20902613402,30.237704046994,850,48467,提前预约随时可看,103112913497,26,5室1厅1厨3卫,高楼层 (共15层),175.38㎡,跃层,137.09㎡,塔楼,南,砖混结构,简装,两梯五户,有,2021-01-04,商品房,2006-06-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,180114581497,"
                    此房满五，带大露台，视野佳，中高楼层，采光好，交通便利，
                  ","
                    满五不唯一，有个税，此房满五，带大露台，视野佳，中高楼层，采光好，交通便利，
                  ",,,,,,,,,,"
                    无抵押无按揭，此房满五，带大露台，视野佳，中高楼层，采光好，交通便利，
                  ","
                    1号线和4号线的地铁 此房满五，带大露台，视野佳，中高楼层，采光好，交通便利，
                  ",,
2276,['德信大家钱江府'],上城-城东新城,120.230356,30.288772,505,57095,提前预约随时可看,103113649088,37,3室1厅1厨2卫,高楼层 (共18层),88.45㎡,平层,暂无数据,板楼,东南,钢混结构,简装,两梯三户,有,2021-03-04,商品房,2017-11-15,普通住宅,满两年,非共有,"
                                有抵押 127万元 杭州联合农村商业银行 业主自还
                              ",已上传房本照片,210304IZ553694,"
                    高楼层西边套 格局方正 得房率高 附加面积多 环境好
                  ","
                    小区由德信东城置业开发 总建筑面积20万㎡，由19幢高层和和小高层构成。小区2017年交房，楼龄新，人车分流，物业费2.8/平方米*月，小区里有室外泳池，沉式羽毛球场、四点半课堂、休闲运动场等配套，不出小区，就能享受完备的生活配套。


                  ","
                    商场：港龙城市广场、麦德龙*市、华润欢乐颂、大东门时尚综合体； 医院：彭埠镇社区卫生服务站、笕桥医院、解放军一一七医院、邵逸夫医院； 银行：建设银行、农业银行、中国银行、杭州联合银行小区内部； 配套：健身设施;儿童游乐场;运动场地


                  ","
                    公交车：距离高速彭埠口-公交车站30米。途径100路, 100路区间, 122路, 205路, 212路, 223路, 309路, 309路夜间线, 339路, 357路, 358路, 509路, 523路。地铁：地铁1号线、地铁4号线彭埠站；地铁4号线新塘站。


                  ",,,,,,,,,,,
2277,['静安花苑'],上城-四季青,120.207754,30.249174,490,41445,提前预约随时可看,103113495025,8,4室1厅1厨2卫,高楼层 (共6层),118.23㎡,跃层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,2021-02-24,商品房,2002-07-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210223BI448329,"
                    户型好+价格可谈+位置好+环境好+诚心出售+采光好
                  ","
                    生活设施齐全完善，地质条件好，交通便利利于出行，距离城星路地铁站1000米
                  ","
                    适合刚起步的的年轻人，小区安静，配套有养老院，康复院，也适合老人家养老。
                  ",,,,"
                    配套齐全，观音塘菜场，康复医院，边防医院，世纪联华*市，沃尔玛*市，近江海鲜城，近江礼品城，华东家具市场，四季青服装市场，近江电影院，应有应有
                  ",,,,,,,,
2278,['中豪四季公馆'],上城-丁桥,120.24357,30.357344,328,37362,提前预约随时可看,103115831837,13,3室2厅1厨1卫,中楼层 (共16层),87.79㎡,平层,71.43㎡,板楼,南,混合结构,精装,两梯四户,有,2021-06-29,商品房,2016-03-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210629VT371339,"
                    
品质小区人车分流、中间楼幢，精装拎包入住，满五年无增值税
                  ","
                    、开发商：中豪四季；物业：开元物业； 2、小区环境：小区环境优美，有大型居中景观泳池，小区绿化32%，清新怡人；小区人车分流、道路清爽干净； 3、安保管理：小区安保严格，进出刷卡，外来人员入内登记；监控设施完备，安全放心
                  ","
                    
两代小家庭：三房均可做卧室，居住宽松舒适； 婴孕家庭：小区中间楼幢，安静无噪；年轻客户：装修风格现代温馨，全明户型，视野开阔无遮挡
                  ","
                    房屋产权：商品房70年产权； 税费：满五唯一，无增值税，无个税
                  ","
                    菜市场：农副产品特价店、雅音乐府农贸市场；：中豪购物、世纪华联；药店：海王星辰健康药房、百老药堂；医院：市中医院、富春中医骨伤医院；银行：华夏银行、杭州联合银行、杭州银行；商场：丁兰广场、物美、大唐城
                  ",,"
                    
工整的中间套户型，一房北两房南，客厅朝南带阳台，全明户型、可形成南北空气对流，厨房设备阳台位置做了拓展，操作空间更宽敞
                  ",,,,,,,,
2279,['翰林花园'],上城-潮鸣,120.191961,30.262176,670,55204,提前预约随时可看,103116740837,5,3室2厅1厨2卫,中楼层 (共7层),121.37㎡,错层,暂无数据,板楼,南,混合结构,简装,一梯两户,有,2021-08-21,商品房,2018-04-25,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,170727786221,"
                    
翰林花园 小区中间的位置，南面是小区花园，中楼层。
                  ","
                    此房主卧朝南，客厅朝南，两次卧朝北，阳光无遮挡，总高7楼在4楼电梯房。房东诚心出售，看房方便。
                  ",,"
                    
大学路北口公交站：14路;18路;31路工作日;31路区间;31路双休日节假日;32路;45路;60路;212路;517路;591路;1001路；菜市桥公交站：29路;30路;40路;62路;66路;140路;140路区间;187路;200路;207路;288路;401路;528路；庆春门公交站：14路;517路
                  ","
                    
楼下150米就是横河公园（数据来源百度地图），东边200米（数据来源百度地图）就是贴沙河，散步的好去处，离浙二医院500米，浙一医院800米（参考百度地图） 3 距离小区里的菜市场100米（参考百度地图），距离翰林农贸市场300米（参考百度地图），
                  ",,,,,,,,,,
2280,['雍和府'],上城-七堡,120.256086,30.304363,785,60995,提前预约随时可看,103116740419,1,4室2厅1厨2卫,中楼层 (共17层),128.7㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2021-08-21,商品房,2018-09-18,普通住宅,满两年,非共有,"
                                有抵押 159万元
                              ",已上传房本照片,210821PW562075,"
                    雍和府四房户型  自住精装修 可拎包入住
                  ","
                    招商雍和府总建筑面积15.43万㎡，规划21幢高层，以高低配形式，引入区域的建筑产品。 在户型上也做了突破和创新，以89方紧凑三房、108紧凑四房、128方舒适四房为主。 景观资源优越，滨河两岸串联约10公里;林荫慢行道
                  ","
                    澎雅幼儿园菜场：南面有一个菜场综合体：离九堡金海城1.5公里左右，离东城3公里左右地铁：离九环路地铁站800米医院：江干人民医院，九堡医院 交通：1号线七堡站，九和路站
                  ","
                    此房为开发商毛坯交付，房东自住装修，用的都是品牌家具家电，保养的很不错，可以直接拎包入住。
                  ",,,,"
                    从小区可步行到地铁站，小区旁边就是公交总站358路环线、357路环线、339路、309路、100路、320路、223路、205路、100路区间 窑厂: 358路环线、357路环线、339路、309路、100路、320路、223路、205路 红五月社区: 358路环线、101路、357路环线.
                  ",,,,,,,
2281,['万科公园大道'],上城-笕桥,120.220689,30.316156,420,46834,提前预约随时可看,103111847558,21,3室2厅1厨1卫,低楼层 (共17层),89.68㎡,平层,暂无数据,塔楼,南,混合结构,精装,两梯四户,有,2020-10-21,商品房,2017-04-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210222EV248110,"
                    万科品质 房东自住保养很好 位置好 三开间朝南，全明通透。
                  ","
                    置换：房子面积小人口多           要置换大面积的才考虑出售。
                  ",,"
                    房东自住精装修  家里很用心的布置和家装 可能比你自己保养得还好呢。
改善家庭或者刚需：本房是开发商精装的，装修保养良好，可做改善也可做婚房 本小区均为电梯房，出入单元方便；不临街，楼层适中，采光好；配套齐，小区200米内配套有商场、公园
                  ",,"
                    小区距浙商国际（世纪联华、电影院、餐饮购物、健身娱乐，等业态丰富）约50米，距物美大卖场约400米（餐饮，商*），距离大润发约950米（KTV 影院商*一体），距离机场路大型农贸市场约500米，生活配套丰富，足够满足日常生活需求
                  ",,"
                    小区门口的机场路上有公交站  距离800米左右的4号和6号线地铁站。
                  ",,,,,,,
2282,['日信国际DOUBLE时代'],上城-近江,120.201784,30.240891,185,53858,提前预约随时可看,103115426316,3,2室1厅0厨1卫,中楼层 (共21层),34.35㎡,跃层,25.02㎡,塔楼,南,钢混结构,精装,四梯四十一户,有,2021-06-06,商品房,2019-07-16,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210531TY885151,"
                    交通便利，精装修，居住舒适，出行方便
                  ","
                    该房为 朝南户型，LOFT格式，开发商精装修，4.9米层高居住舒适。你值得拥有
                  ",,,"
                    
此房为酒店式公寓，商水民电，有个税、综合税、契税，详细税费请联系经纪人
                  ",,,,商水,民电,1元/m3,,"
                    医院：浙江大学医学院附属医院（三级甲等），浙江中医院大学附属杭州第三医院（二级甲等），江干区人民医院（二级甲等），浙江大学医院城站院区（二级甲等）
                  ",,
2283,['万科公园大道'],上城-笕桥,120.220689,30.316156,450,50710,下班后可看,103115117111,34,3室2厅1厨1卫,高楼层 (共17层),88.74㎡,平层,暂无数据,塔楼,南,混合结构,精装,两梯四户,有,2021-05-20,商品房,2018-10-30,普通住宅,满两年,非共有,"
                                有抵押 70万元 客户偿还
                              ",已上传房本照片,210520KE443650,"
                    万科物业 服务好， 开发商精装修交付 全明西边套 好楼层
                  ","
                    两房朝南 厅朝西 一房朝北 全明西边套。诚心出售  次顶楼 位置好
                  ",,,"
                    改善家庭或者刚需：本房是开发商精装的，装修保养良好，可做改善也可做婚房 本小区均为电梯房，出入单元方便；不临街，楼层适中，采光好；配套齐，小区200米内配套有商场、公园。
                  ",,"
                    往南面可走德胜快速路；公交站台：机场路双凉亭站，94路, 214路, 304路, 305路, 355路, b支2路94路, 214路, 304路, 305路, 355路, b支2路。
                  ",,,,,,,,
2284,['东城印象公寓'],上城-景芳,120.214705,30.279208,700,53318,提前预约随时可看,103117041592,13,3室2厅1厨2卫,中楼层 (共26层),131.29㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,2021-09-06,商品房,2018-08-08,普通住宅,满两年,共有,"
                                有抵押 142万元 中信银行杭州延安支行 客户偿还
                              ",已上传房本照片,210903PX717969,"
                    标准三室俩厅俩卫 全明户型 中高楼层 采光好 业主诚心出售
                  ","
                    小区房龄比较新，2013年交付的房子，物业管理完善，环境优美，适宜居住，交通出行便利
                  ","
                    
13年商品房，三室两厅，双卫双阳台，三房朝南，客厅朝南，户型方正，全明户型，采光好，通透性好.
                  ","
                    
小区出北门步行270米（百度地图测距）就是地铁新塘站，，在新塘路上也有公交站牌，出行很便利，往南有景芳地铁站，景芳五区公交站，严家路公交站.
                  ","
                    此小区位置好，包括银行：邮政、建设、工商、中行，农业 世纪联华、天虹，银泰，杭州大厦，邵逸夫医院，衣食住行方便。
                  ",,,,,,,,,,
2285,['广宇上东领地'],上城-丁桥,120.23411453482,30.36268471023,295,33850,提前预约随时可看,103115049292,15,3室2厅1厨1卫,低楼层 (共16层),87.15㎡,平层,70.14㎡,板塔结合,南 西,砖混结构,简装,两梯四户,有,2021-05-16,商品房,2011-06-28,普通住宅,满五年,共有,"
                                有抵押 30万元
                              ",已上传房本照片,210516UX914936,"
                    此房满五，自住精装修，纯西边套采光好 附曾面积多
                  ","
                    广宇·上东城地处城北新城丁桥板块、江干区蕙兰雅路与紫丁香路交会处，新城广场西侧，由上东领地、、上东名筑、东承府3个项目所共同组成，北望皋亭山风景区。本小区上东领地是该项目一期产品，小区绿化优 自带大公园 楼间距宽畅。
                  ","
                    该房是纯边套户型  采光好是两房朝南一方朝北的户型 北侧阳台附曾面积大 
                  ",,"
                    
该小区距离 龙湖天街，桃花湖公园约500米左右 地铁口约300米左右 丁兰广场街约 300米左右 物美*市约100米 各大银行，公交站点均在50米范围...........杭州市中医院丁桥分院。中国四大银行都在小区200米内
                  ",,,,,,,,,,
2286,['恒丰坊'],上城-近江,120.208103,30.242896,650,52790,提前预约随时可看,103102876528,27,3室1厅1厨2卫,低楼层 (共7层),123.13㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2018-09-08,商品房,2017-03-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,180828623482,"
                    户型正气   采光无影响 ，直接拎包入住
                  ","
                    三房朝南 ，客厅朝北，清爽干净 ，直接拎包入住,胜利本部门口。
                  ",,"
                    交通介绍：公交：29/K29路、71/K71路、K216路(夜间线)、K536路地铁：近江站(1号线、4号线)、婺江路站(1号线)
                  ","
                     幼儿园：喜洋洋幼儿园、天艺幼儿园、近江艺术幼儿园、阳光幼儿园 商场：物美大卖场，四季青服装市场，万泰城，世纪联华等 医院：上城区妇产医院，近江社区卫生服务，玛莉亚妇女医院
                  ",,,,,,,,,,
2287,['万安城市花园东苑'],上城-潮鸣,120.18656,30.261813,520,53942,提前预约随时可看,103117004436,18,3室1厅1厨1卫,高楼层 (共11层),96.4㎡,平层,暂无数据,板塔结合,西南,砖混结构,精装,两梯四户,有,2021-09-04,商品房,2011-03-03,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210904NR867845,"
                    此房格局好全明户型，电梯房，西边套，东河边，风景好。
                  ","
                    地处庆春路与建国中路交汇处，99建成，商品房，由8幢电梯，物业费2.2
                  ","
                    世纪华联、茅廊巷菜场、翰林花园农贸市场； 交通：菜市桥站、浙一医院站、浙二医院站、马市街站； 医院：浙一医院、浙二医院、海王星辰药房
                  ","
                    出门141米就是菜市桥公交站点，途径公交有：187路,288路,29路,30路,401路,40路,528/K528路,62路,66路,200路,207路等；距离葵巷建国路站点533米，途径公交有：30路 200路等；距离城站地铁站1450米；5号线万安桥站50米；交通四通八达，出行方便
                  ",,,,,,,,,,,
2288,['冠宇隽园'],上城-丁桥,120.23934525439,30.357686450395,290,32651,提前预约随时可看,103114785351,33,3室2厅1厨1卫,中楼层 (共14层),88.82㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯三户,有,2021-05-01,商品房,2017-04-07,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210504VU449441,"
                    此房自住装修三居室  方便看房  配套设施齐全
                  ","
                    小区位于丁桥镇，小区西门出去就是丁兰广场，交通生活都很方便变。小区里面是人车分流的，很安全，小区环境绿化很多。目前小区的物业是万科旗下物业的子公司，进出都是需要登记的，24小时保安巡逻，安全性很高。
                  ","
                    距离丁兰广场大概50米左右，有物美、世纪联华等大型*市 及电影院、商城都有的，可满足衣食住行的基本需求。
                  ","
                    小区交通便利，地铁3号线1千米（信息来自百度地图）有B支2路公交站直达市府大楼，另外还有85路到大关、81路，99路到景芳、95路到运河广场、B3到城站火车站、218到武林广场（夜间）.272到文一路.，出行方便
                  ",,,,,,,,,,,
2289,['翰林花园'],上城-潮鸣,120.191961,30.262176,566.8,51318,提前预约随时可看,103113685918,10,3室2厅1厨1卫,低楼层 (共7层),110.45㎡,错层,92.4㎡,板楼,南,混合结构,简装,一梯两户,有,2021-03-05,商品房,2011-04-18,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,210306VY957713,"
                    两房朝南  双阳台  采光充足无遮挡  房龄新
                  ","
                    翰林花园是老城区规模比较大的住宅区，房龄相对来说比较新，大致是2003年左右的房子，总共有24幢房子，回迁房6幢，其余都是商品房。植被多，物业管理完善，交通方便，房龄较新，安保管理规范
                  ","
                    适合小孩两口之家老人等居住， 有电梯，人文环境好，配套齐全。
                  ",,,,"
                    公交站点：公交金衙庄站（495米）、公交葵巷建国路口站（453米）、公交葵巷站（745米） 公交线路：11/K11、14/K14、29/K29、40/K40、49/K49、K55、528/K528、K834路、B支3路、K517地铁1号线（城站）850米。
                  ",,,,,,,,
2290,['近江家园四园'],上城-近江,120.206309,30.236314,560,77714,提前预约随时可看,103112063086,10,3室1厅1厨1卫,高楼层 (共5层),72.06㎡,跃层,65.33㎡,板楼,南,框架结构,简装,一梯三户,无,2020-11-04,商品房,2014-05-22,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,200522430838,"
                    三开间朝南 四开间朝南 南北通风 顶楼带阁楼 可以用
                  ","
                    小区是2002年建的房子，小区有联华*市、三桥农贸市场，小区环境好，生活适宜。


                  ","
                    此房所在位置好，小区有联华*市、三桥农贸市场，有中国银行、工商银行、建设银行、农业银行、杭州银行等多家银行，有老百姓大药房、华东大药房等多家药房，有大型的物美*市，杭州玛利亚医院，万泰城大型的餐饮以及健身娱乐设施，生活比较方便。


                  ","
                    小区出门200米，即是近江一园站、近江六园站、耀江福村站，公交9路、29路、32路、42路、71路、1001路等多路公交均从这几站经过！出小区457米，即可到达富春路边近江地铁站，地铁1号线和和4号线均从此站通过，交通比较便利！


                  ",,,,,,,,,,,
2291,['景芳四区'],上城-景芳,120.212133,30.27728,235,36440,有租户需预约,103116881333,10,3室1厅1厨1卫,低楼层 (共6层),64.49㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,无,2021-08-28,商品房,2019-08-29,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,190409150713,"
                    此房南北通透，一梯两户。全明户型，低楼层，房东诚售。
                  ","
                    景芳四区位于昙花庵路，北边严家路，西边景昙路，东边新塘路，南边昙花庵路： 小区总共34幢，1920户，小区户型种类繁多，整体户型设计比较好，小区主打户型是46平米和68平米的两居室，80平米3居室： 小区由杭州滨江房产集团开发，于1995-1996建成。
                  ","
                    小区配套成熟，生活氛围浓厚； 购物：庆春广场，天虹广场，杭州大厦501等 医疗：邵逸夫医院庆春院区（三级甲等医院），距离本小区1.9公里。
                  ","
                    小区交通比较便利 小区距离地铁4号线新塘站大概400米左右，距离地铁4号线景芳站600米左右，有多条公交线路以及公交站台，方便您的出行。
                  ",,,,,,,,,,,
2292,['凤凰北苑'],上城-南星,120.187045,30.226343,745,65426,提前预约随时可看,103116927154,12,3室2厅1厨2卫,高楼层 (共10层),113.87㎡,平层,93.89㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-08-31,回迁房,2016-04-15,普通住宅,满五年,共有,"
                                有抵押 195万元
                              ",已上传房本照片,210609PW933188,"
                    满五唯一，2018年精装修，带地暖，带车位
                  ","
                    凤凰北苑分为两期，此项目为二期，2009年建设完成，位于钱江新城地块，钱江路和姚江路的西北角区域。 近双地铁 交通便利。电梯房，地下车库。地理位置佳
                  ","
                    上城区南星桥，此房所在位置繁华，地铁4号线，5号线，配套齐全，小区门500米（百度地图）就有星巴克、黄饭儿酒店、建设银行、张生记等。万泰城吃饭娱乐广场。配套齐，农业银行 华夏银行 杭州银行 世纪联华等等
                  ","
                    地铁4号线南星站，地铁5号线南星桥站，中河高架，中河高架，交通方便。出小区300米就是钱江路与飞云江路公交站，公交有113、176、901、B支5路均从此站经过，交通便利
                  ",,,,,,,,,,,
2293,['天城府'],上城-火车东站,120.204048,30.302956,425,47888,有租户需预约,103108273804,51,3室2厅1厨1卫,高楼层 (共16层),88.75㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,2020-03-29,商品房,2018-01-11,普通住宅,满两年,非共有,"
                                有抵押 中国银行
                              ",已上传房本照片,200605359765,"
                    天城府，次新房，开发商精装，品质小区，配套成熟，交通便利
                  ","
                    
小区内部配套：设施齐全，环境优美，风景醉人，购物方便，出行便利，居住舒适，很棒很棒的居住地，现代版的世外桃源。
                  ","
                    
环境宜居，东站一点二公里。117 医院，衣之家，汇合城。幼儿园，公园
                  ","
                    东临机场路、西有秋石高架（秋涛北路），距离杭州火车东站1.2公里，地铁站有闸弄口、东站站可选。公共自行车、公交汽车站点有多个分布在小区外
                  ",,,,,,,,,,,
2294,['滨江德信东方星城'],上城-城东新城,120.221897,30.308444,520,58447,有租户需预约,103115861690,4,3室2厅1厨2卫,低楼层 (共17层),88.97㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,2021-07-01,商品房,2019-04-22,普通住宅,满两年,共有,"
                                有抵押 180万元 客户偿还
                              ",已上传房本照片,191213945257,"
                    城东新城  滨江品质 简单装修 3房2卫 滨江开发商滨江物业
                  ","
                    此房所在的小区是2017年新建商品房社区，小区内主力楼盘为17层板楼，楼间距大，物业为滨江物业公司，小区内还有配套泳池，定期清理，水质干净
                  ","
                    距离东站西子国际综合体（已营业）约500米，距离彭埠站港龙城（已建成）约1200米 教育：花园教育单位约50米， 医院：解放军117医院 约3500米、杭州城东医院约1800米、笕桥医院约2200米
                  ","
                    
距离小区东门有公交站，可直达地铁1、4号线彭埠站和火车东站，交通便利
                  ",,,,,,,,,,,
2295,['保利中央公馆'],上城-景芳,120.213346,30.282188,958,75696,提前预约随时可看,103106966990,30,3室1厅1厨2卫,低楼层 (共32层),126.56㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,2019-11-17,商品房,2019-03-06,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,191120232920,"
                      此房全明户型，采光好，带阳台，西边套，19年精装交付
                  ","
                    19年精装交付 两房朝南，主卧带独立卫生间，西边套户型，客厅带阳台，全明户型，视野开阔，采光充足，通透性好
                  ","
                    
此小区位置佳，包括银行：邮政、建设、工商、中行，农业；*市：世纪联华、天虹，银泰，杭州大厦，邵逸夫医院，衣食住行方便。
                  ",,"
                    在新塘路上也有公交站牌，出行很便利，往南有景芳地铁站，景芳五区公交站，严家路公交站.出门就是新塘站地铁口
                  ",,,,,,,"
                    开发商是保利，物业也是保利的物业，小区采用封闭式管理，东靠新塘路，北至艮山西路，交通便利，配套成熟
                  ",,,
2296,['南肖埠社区'],上城-南肖埠,120.204128,30.267244,368,46087,提前预约随时可看,103112022276,11,3室2厅1厨1卫,低楼层 (共8层),79.85㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,无,2020-11-02,商品房,2017-11-23,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,201102MN349116,"
                    两房朝南还可以再后花园养养花...
                  ","
                    距离400米是世纪联华乐购，距离500米庆春银泰杭州大厦 ，江干区四大银行分别有：工商，华夏，建设，交通；张生记大酒店，采荷大酒店，中豪大酒店，宴请亲朋好友好去处；农贸市场，邵逸夫医院在小区500米以内，为您生活提供便捷与舒适

                  ",,"
                    有200（夜间车）66路错限行换3号线，201（夜间线）84路/528/K528路，156路、44路、40路、35路、21路。  幼儿园可走路上学
                  ",,,,,,,,,,,
2297,['城发云锦城'],上城-丁桥,120.23707,30.377721,295,34108,提前预约随时可看,103115060693,2,3室1厅1厨1卫,低楼层 (共23层),86.49㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-16,商品房,2018-10-31,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,181111115538,"
                    业主诚心卖  标杆小区 精装修 空置 看房提前联系
                  ","
                    城发云锦城，位于杭州市江干区丁桥街道长皋生态居住区 ，北边皋亭山风景区，小区绿化好
                  ","
                    
*市，银行一应俱全，北边是皋亭山风景区，真正的家门口的休闲娱乐场所，丁桥中医院，丁兰广场，丁兰智慧小镇
                  ","
                    地铁3号线，天丰站公交路线： 371路高峰大站车：斛角桥站535路：斜角桥站,三义站371路：斜角桥站867路：山羊坞东站,鲍家渡站386路：斜角桥站330路：斜角桥站
                  ",,,,,,,,,,,
2298,['丁桥兰苑'],上城-丁桥,120.241859,30.353453,225,24231,提前预约随时可看,103117312531,20,3室2厅1厨1卫,中楼层 (共11层),92.86㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,有,2021-09-23,商品房,2015-04-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210911DT738230,"
                    中间楼层 满五年 价格合适 业主诚心卖 看房也方便
                  ","
                    小区停车位充足 保安24小时巡逻 治安环境优良 小区环境优 外观很好，菜市场在小区北门，丁兰广场有，屈臣氏，星巴克，必胜客，潮汕牛肉火锅，美食街等
                  ","
                    医院有丁桥镇社区卫生服务，杭州三级甲等中医院，丁桥分院。生活设施有新城广场，丁兰广场，物美大卖场，联华，必胜客，星巴克，..
                  ","
                    
B3城站火车站，85到大关、81，99到景芳、95到运河广场、B支2到市府大楼、218到武林广场（夜间）.272到文一路。交通便利，生活方便。
                  ",,,,,,,,,,,
2299,['丁桥颐景园'],上城-丁桥,120.23514922911,30.358741675261,270,30791,提前预约随时可看,103110700929,57,3室1厅1厨1卫,高楼层 (共13层),87.69㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯两户,有,2020-08-10,商品房,2018-08-22,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,180317159247,"
                    房东诚心出售    交通便利     商圈成熟
                  ","
                    
丁桥颐景园，建筑年代是2012，物业公司为浙江颐景园物业服务有限公司，小区绿化30.3%，小区共10栋楼
                  ","
                    丁兰广场距离不到50米，美食，商场，世纪联华，星巴克 横店电影院等配套完善， 整个丁桥板块环境好属杭州聚结的居民区
                  ","
                    丁桥公交总站：B3开往城站火车站 B支2开往市府大楼， K99 K95 K386 K218等公交都经过丁桥颐景园
                  ",,,,,,,,,,,
2300,['后珠辰秀嘉园'],上城-丁桥,120.24892020498,30.361395679585,248,27128,提前预约随时可看,103115346845,13,3室2厅1厨1卫,低楼层 (共18层),91.42㎡,平层,71.84㎡,板楼,南,钢混结构,精装,一梯两户,有,2021-06-02,商品房,2014-03-28,普通住宅,满五年,共有,"
                                有抵押 77万元
                              ",已上传房本照片,210528NR526017,"
                    满五唯一 自住精装 中间楼层 采光视野好
                  ","
                    西边套户型，两房朝南，客厅朝西有窗户，户型方正，主卧有阳台卫生间有窗户。辰秀嘉园北区的，朝西小区里面
                  ",,"
                    环丁路公交站，小区出门150米，公交85路到大关方向，大唐苑公交站公交、218、345路，95路，上高架也方便，留石高架距离2公里
                  ","
                    半山国家森林公园、杭州新天地、中大银泰城、新城广场美食街、丁桥农贸市场等 商场：世纪联华丁桥店，物美市、苏宁电器等，医院：丁桥中医院、社区医院 银行：工商银行 建设银行 农业银行 杭州银行 邮政储蓄等
                  ",,,,,,,,,,
