,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,适宜人群,户型介绍,税费解析,装修描述,售房详情,用水类型,用电类型,燃气价格,别墅类型,交通出行,权属抵押
2241,['众安理想湾'],临平区-东湖,120.275814,30.441259,295,21172,提前预约随时可看,103117345534,1,3室2厅1厨2卫,高楼层 (共34层),139.34㎡,平层,120㎡,板楼,东,钢混结构,精装,两梯四户,有,2021-09-24,商品房,2017-02-27,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210928OA358257,"
                    
房子户型好，东边边套，日光照充.视野开阔
                  ","
                    小区有高层和排屋，花园式的小区环境，宜居之所，小区还有篮球场，健身馆游泳馆 塑胶跑道 距离地铁口1200米
                  ","
                    
小区旁边320国道高架，驾车方便。向东一公里是地铁九号线万宝城站。有大型商场。
                  ",,,,,,,,,,,,
2242,['上亿中央郡'],临平区-崇贤,120.16855668046,30.386548664687,245,27750,提前预约随时可看,103109385377,25,3室2厅1厨1卫,高楼层 (共32层),88.29㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2020-05-26,商品房,2019-05-10,普通住宅,满两年,非共有,"
                                有抵押 41万元
                              ",已上传房本照片,200619261362,"
                    
此房中间楼层，户型方正精装自住，生活购物方便！
                  ","
                    
三房二厅一厨一卫，楼层采光好， 客厅主卧朝南，采光前面无遮挡。
                  ",,"
                    
交通便利，崇贤主干道崇杭街，直接上秋石高架直达武林西湖商圈 崇杭街链接拱康路 去运河广场方便
                  ",,"
                    小区离上亿广场30米，崇凯酒店300米，公交车站200米，银行300米公园30米，
                  ",,,,,,,,,
2243,['康庭和苑'],临平区-塘栖,120.23801606002,30.458676637625,210,17231,有租户需预约,103115663809,0,3室2厅1厨2卫,高楼层 (共11层),121.88㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯一户,有,2021-06-20,商品房,2018-08-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210620NM125578,"
                    单价低，户型方正，东边套,房东诚售 教学资源幼儿园
                  ","
                    三房两卫 客厅带阳台朝南，两房间朝南，厨卫小房间朝北 格局好
                  ",,,,"
                    适合置换+改善型住户 总价不高 业主诚信卖 看房都方便的 随时联系！
                  ",,,,,,,,,
2244,['相寓'],临平区-东湖,120.28856,30.443194,222,25450,提前预约随时可看,103115993876,0,3室2厅1厨2卫,高楼层 (共25层),87.23㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-07-08,商品房,2019-03-08,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210720MW762111,"
                    户型方正. 格局好 高楼层 视野开阔.交通便利配套成熟
                  ","
                    三开间朝南的户型 餐厅连接客厅带阳台 户型方正 格局好视野开阔
                  ",,"
                    房东自住的精装修，家具家电三开间朝南的户型 餐厅连接客厅带阳台 户型方正 得房高都是很新的 保养得很好 买来就可拎包入住
                  ",,"
                    
万宝城、玖玖国际两大综合体一街之隔。地铁9号线马上通车，更有蓝江菜场，妇产医院，世纪公园
                  ",,,,,,,,,
2245,['力达易居时代'],临平区-东湖,120.307187,30.4546,191,22187,下班后可看,103115248550,1,3室1厅1厨1卫,高楼层 (共17层),86.09㎡,平层,65.25㎡,板塔结合,南,钢混结构,精装,一梯四户,有,2021-05-27,商品房,2013-07-27,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片, 190808138628,"
                    此房满5年，中间楼层，户型正气，边套户型，总价低。
                  ","
                    力达房地产开发有限公司建成，小区一共3栋楼，334户左右，栋距比较宽，采光好，杭州元初物业管理有限公司
                  ","
                    此房为2008年房龄，两房朝南，中间楼层，户型正气，采光视野好。
                  ","
                    此房目前为自住，房子为清爽装修，买来自住可以稍微打理一下直接入住。
                  ","
                    嘉丰万悦城的蜗牛广场 ，物美 ，万宝城，汽车北站，世纪公园。
                  ","
                    小区物业管理业主居住更安心物业管理到位小区环境优美，绿化好，配套齐全，交通便利
                  ",,,,,,,,,
2246,['保健路138-170号'],临平区-临平新城,120.305327,30.43122,155,19073,提前预约随时可看,103108625232,25,2室2厅1厨1卫,低楼层 (共3层),81.27㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯一户,暂无数据,2020-04-17,商品房,2017-03-17,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,200415514061,"
                    满两年 户型方正  业主自住 看房提前联系
                  ","
                    
房子楼层不高，配套设施齐全，适合老年人居住，结构户型好空间大
                  ",,,"
                    小区门口有多个公交站点，有多个自行车租借点，地铁站是一号线临平站，临平站坐地铁两站即可到达余杭高铁站。
                  ",,,,,,,,,,
2247,['伊世纪城市花园'],临平区-东湖,120.308832,30.436353,295,17971,提前预约随时可看,103103695562,20,4室3厅1厨2卫,高楼层 (共5层),164.16㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2019-01-04,商品房,2017-08-22,普通住宅,满两年,共有,"
                                有抵押 80万元 客户偿还
                              ",已上传房本照片,190113331424	,"
                    大四房  户型方正 采光好 交通便利 生活设施齐
                  ","
                    建筑类型:	板楼楼栋总数:	36栋房屋总数:	835户车位数:	269车位配比:	1:0.4停车费:	200物业公司:	杭州余杭经纬物业管理有限公司物业费用:	1.2~1.8元/平米/月开发商:	杭州经纬房地产有限公司
                  ","
                    户型评测：8.2分优秀空间尺度：户型方正通透采光：南北通，卧室朝南，明卫房屋功能：卧室带阳台
                  ","
                    公交：319路，338路，505路，770，782内环：机场巴士临平萧山机场线。
                  ",,"
                    本小区位于临平老城区，边上配套齐，老城区，步行街，银泰城，大红鹰商场，物美卖场等。
                  ",,,,,,,,,
2248,['东海花园'],临平区-临平新城,120.31171547378,30.41911554064,275,20821,提前预约随时可看,103116385744,8,3室1厅1厨2卫,高楼层 (共6层),132.08㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2021-08-01,商品房,2016-10-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,190502296186,"
                    近广场，南北通，楼层好，采光佳，看房方便，房东诚心出售
                  ","
                    小区一共分为三期，最早一批的1998年左右的，第二批是2001 年的，第三批是2003年的，小区就在人民广场旁，后面就是中山菜市场，地铁就在小区几百米的样子，交通配套一应俱全，出行便利，小区闹中取静，小区东门口就是德佑门店
                  ","
                    配套齐全据人民广场九一路之隔距地铁1号线临平B6出口六百米左右，距第五人医院1.2公里，距人民医院1.4公里，距离老银泰1公里左右，交通便利南边人民大道，东面南大街，沿南大街往南600米为世纪大道，
                  ","
                    交通便利离地铁600米，南面人民大道，东面南大街，沿南大街600米往南为世纪大道，
                  ",,,,,,,,,,,
2249,['万泰城章'],临平区-临平新城,120.28681,30.396855,233,26681,只周末可看,103105396202,22,3室2厅1厨1卫,中楼层 (共27层),87.33㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,有,2019-07-18,商品房,2017-06-01,普通住宅,满两年,共有,"
                                有抵押 51万元
                              ",已上传房本照片,180810759942,"
                    小区环境优美，实行人车分流，小区布局好，绿化做的很棒，发便
                  ","
                    房东自住精装修，花了20万左右，干净清爽，保养好，看房电话预约
                  ",,,,,,"
                    地铁1号线余杭高铁站、南苑站、临平站高铁：沪杭高铁余杭站公交站：洗马村站(K380直达世纪大道望梅路口[公交站]（770,769,779高峰,770区间,380,492,492区间），余杭区疾控中 心[公交站]（770,786,786区间,769,788,779高峰,770区间,380,492,492区间）
                  ",,,,,,"
                    此房为万泰成章边套户型，南北户型，三房，客厅朝南，主卧朝南带阳台。
                  ",
2250,['贝利保元泽第'],临平区-临平新城,120.320477,30.414829,338,25052,提前预约随时可看,103109114755,28,4室1厅1厨2卫,中楼层 (共18层),134.92㎡,平层,108.66㎡,板楼,南,钢混结构,简装,两梯两户,有,2020-05-12,商品房,2014-02-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,180731757420,"
                    1此房满五唯一近地铁小区内环境好
2东边套采光好
3中间楼层
                  ","
                    房子是14年买进的，东边套户型，三房朝南
东边大阳台，客厅敞亮，可造型强
                  ",,,,"
                    满五唯一，价格可谈，不要增值税，不要个税，只要一个点的契税。
                  ",,,,,,,,,
2251,['原舍花苑'],临平区-塘栖,120.19358224297,30.475215878643,246,17721,下班后可看,103105803010,22,3室2厅1厨2卫,中楼层 (共6层),138.82㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2019-08-22,商品房,2019-08-27,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,190827868132,"
                    房子精装 节省装修的时间和精力  采光好 视野开阔
                  ","
                    2004年的房子 三房朝南 客厅带阳台 一梯两户  总高6层 小区有排屋
                  ","
                    交通方便 秋石高架口旁  塘栖公交总站就在北面700米 有432，342，350等到杭州的公交，还有786，771等到临平的公交
                  ",,,"
                    小区全天物业 环境优美 门口就是幼儿园  小区生活配套齐全，小区内高层与排屋 均匀分布著  环境优美
                  ",,,,,,,,,
2252,['新城山语院'],临平区-东湖,120.289971,30.431513,235,27171,提前预约随时可看,103113795612,15,3室2厅1厨2卫,高楼层 (共19层),86.49㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,2021-03-11,商品房,2016-11-08,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,200331541452,"
                    育才旁 三开间朝南 三个大阳台 三房两卫户型
                  ","
                     三开间朝南 三个大阳台 三房两卫户型  两梯四户 总层高19层  楼层中上 视野采光好
                  ",,"
                    万宝城，准地铁口旁，出门有众多公交车线，通往市区及各个区域， 很是方便
                  ",,"
                    小区楼下育才上学，万宝城综合体逛商场， 蓝江菜场，永辉*市买菜，新星幼儿园，九号线北沙路站，临平山公园就在小区后面 门口就有公交站台，秋实高架入口2公里不到。
                  ",,,,,,,,,
2253,['临平桂花城北区'],临平区-临平新城,120.32113338899,30.42405218637,468,24739,提前预约随时可看,103109739439,22,4室1厅1厨2卫,中楼层 (共17层),189.18㎡,平层,155.45㎡,板楼,南,钢混结构,精装,一梯两户,有,2020-06-15,商品房,2016-06-20,普通住宅,满五年,非共有,"
                                有抵押 334万元 浙商银行股份有限公司杭州余杭支行
                              ",已上传房本照片,200615719512	,"
                    此房满二年，免征综合税，视野开阔，小区环境好，电梯房
                  ","
                    
配套齐全，适合居住，远离闹市区，小区桂花城名字文艺，小区里种植各种桂花树，鸟语花香
                  ",,,"
                    
房子没有浪费面积，朝南大阳台，北边也有一个，房子都在边上，没有过道面积浪费，楼层中上视野开阔，前排无遮挡
                  ","
                    房东因为想处理多余房产所以诚心出售此房，希望找到一个诚心的买家，缘分及一切~
                  ",,,"
                    房子满俩年，首套购房人群契税交纳1.5%，二套交纳契税2%，个税交纳1%。
                  ",,,,,,
2254,['九曲营小区'],临平区-临平新城,120.3103541187,30.429987707329,173,18198,提前预约随时可看,103111669056,9,3室1厅1厨1卫,中楼层 (共7层),95.07㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,无,2020-10-10,商品房,2017-06-07,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,201123QS676198,"
                    简装修 楼层好 采光充足 交通便利 配套齐全
                  ","
                    配套齐全九曲营步行街，银泰百货，医院，浦发银行，中国农业银行，大红鹰*市，庙东菜场，新临平宾馆，KTV等
                  ",,"
                    出门就是大红鹰*市，公交车站761.772.742等多路公交车，许多个综合体齐全，配套设施齐全。
                  ",,,,,,,,,,,
2255,['富春运河赋'],临平区-崇贤,120.142597,30.404324,130,21407,提前预约随时可看,103112839813,2,4室2厅2厨2卫,高楼层 (共19层),60.73㎡,复式,43.96㎡,塔楼,南,钢混结构,毛坯,四梯十四户,有,2020-12-29,商品房,2019-03-10,商住两用,满两年,共有,"
                                有抵押
                              ",已上传房本照片,181206480769,"
                    
小户型公寓，也是单价较低，业主还是很诚心卖的，双钥匙户型.
                  ","
                    
商场或*市：旭天地、盛客购物、；餐饮娱乐：韩尚道韩式美食屋、**酒楼；邮局和快递：浙江村邮邮政服务站(王三线) 、中国邮政(崇贤邮政支局)；医 院：崇贤独山口腔诊所；银行银行(ATM)：交通银行24小时自助银行(富春.崇贤金属港东)、余杭农村商 业银行A.
                  ",,"
                    运河赋公寓 ，毛坯俩层可以按照自己风格装修， 使用面积多。随时交易。
                  ",,,,"
                     拱康路直达 交通方便 生活便捷 离市区近 公交 350 342路
                  ",,商水,商电,,,,
2256,['都市知音'],临平区-东湖,120.319965,30.439878,210,21599,提前预约随时可看,103116378677,0,3室2厅1厨1卫,中楼层 (共6层),97.23㎡,平层,86.99㎡,板楼,南,框架结构,简装,一梯两户,无,2021-07-31,商品房,2014-09-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210803LH184030,"
                    东边套满五税少，中间楼层，看房方便。
                  ","
                    房子是金世纪开发商，本地企业，小区里面以多层为主，部分中高层建筑，小区以本地人刚需置业人群为主，小区物业管理好，旁边配套齐，离老城区比较近。
                  ","
                    此房位于临平金世纪红枫苑，小区位置佳，边上物美，北面世纪公园，烜赫美食街，旺角综合广场，生活购物都很方便
                  ","
                    ：
此房距离临平汽车北站大约600米左右，公交路线有：472路;490路;760a线;761路;769路;771Ｂ线;772路;776路;779路;782路外环等，出行方便
                  ",,,,,,,,,,,
2257,['木桥浜路23-295号'],临平区-临平新城,120.30324488647,30.425087592634,185.5,22469,提前预约随时可看,103109775579,15,2室2厅1厨1卫,中楼层 (共6层),82.56㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2020-06-17,商品房,2000-06-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200613456152,"
                    中间楼层，南面双阳台，中间楼层带大露台
                  ","
                    多层住宅，使用面积多，中间楼层采光好无遮挡。一房南一房北，全明户型，客厅朝南双阳台，带大露台。
                  ",,"
                    现有地铁1号线临平站，在建9号线沿线。迎宾路主干道，公交站线路多，市民公共自行车站点近。
                  ",,"
                    余杭区政府，莱蒙广场，西洋桥公园，临平剧院，临平公园临平山，邱山农贸市场。
                  ",,,,,,,,,
2258,['中铁九逸'],临平区-东湖,120.29727,30.44317,240,26363,提前预约随时可看,103116138040,9,3室1厅1厨1卫,中楼层 (共11层),91.04㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,有,2021-07-16,商品房,2016-04-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,191122439181,"
                    此房满五唯一，中间楼层的户型，视野好，房东诚心出售.
                  ","
                    小区开放商是国企，小区总共有二十四幢房子，分为两期，分别于16年和19年交付
                  ","
                    房东当年作为婚房的，自住的装修，有客户看房提前联系，合适上班人群。
                  ","
                    此房为商品房，16年交付，满五年唯一，只需要交契税1.5个点.
                  ","
                    小区紧挨着万宝城大型综合体（包括：永辉、电影院，ktv等等）， 距离临平公园大概1公里左右，公交总站就在小区西门门口，交通方便，生活配套齐全；
                  ",,"
                    中铁逸都位于杭州绕城高速外的临平市区，直通临平山新隧道与沃尔玛和余杭区政府相连，可通过320国道、绕城高速、上塘高架、临丁路、01省道等路线直达本项目。 公交车站：761路、788路、490路荷花塘公交车站下车.
                  ",,,,,,,,
2259,['旭辉运河悦章'],临平区-崇贤,120.14185,30.387656,340,29628,提前预约随时可看,103116333937,4,4室2厅1厨2卫,低楼层 (共8层),114.76㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯两户,有,2021-07-29,商品房,2019-05-05,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210401GV408681,"
                    8层花园洋房，户型方正，楼层适中，采光好，诚心售
                  ","
                    小区为高低配小区，由4幢花园洋房和4幢高层组成；开发商是旭辉，物业是永生，小区治安好
                  ","
                    房子是19年交付的新房，目前税费情况，首套契税1.5%，二套2%，个税1%，增值税5.3%。
                  ",,,,"
                    快速公交B7,直达火车东站；双高架（秋实高架，上塘高架）通往杭州各个方向
                  ",,,,,,,,
2260,['广厦天都城天湖苑'],临平区-星桥,120.25107433458,30.394160438893,315,19074,提前预约随时可看,103108077000,4,4室2厅1厨2卫,中楼层 (共5层),165.15㎡,平层,147.58㎡,板楼,南,钢混结构,简装,一梯一户,无,2020-03-18,商品房,2009-12-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200320230916,"
                    满五不唯一，采光充足，交通便利，楼层好视野宽阔，房东诚心
                  ","
                    三开间朝南，全明户型 主卧朝南，客厅带阳台，四房加一个书房两卫，户型通透一梯一户，站在阳台往外看视线无遮挡，靠湖位置好环境真不错
                  ",,,,"
                    房子是商品房住宅，房东杭州有两套房子，这套本来打算给儿子做婚房用，现在儿子不打算住，因此卖掉，税费契税首套1.5二套2，个税一个点，此房不是满五唯一的一套
                  ","
                    小区出门左拐就是公交车站，可以乘坐335到火车东站,535到武林广场，371到大关小区，到天都城公园坐车359到荷花塘公交站，开车到半山临丁路上高架都很方便，交通方便环境好，空气好
                  ",,,,,,,,
2261,['嘉和银领时代'],临平区-星桥,120.268636,30.401962,350,27115,提前预约随时可看,103112368878,2,3室1厅1厨2卫,低楼层 (共12层),129.08㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2020-11-25,商品房,2017-04-30,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,210515BC855410,"
                    
交通便利，离地铁口仅600米，户型方正，精装修
                  ","
                    
星桥农贸市场，勾庄蔬菜批发部，中国建设银行，中国工商银行，联华*市，凤起农贸市场天都分场，沃尔玛;600米天都公园
                  ",,"
                     该小区位于星桥镇，交通便利，小区北门50米是公交站，321路直通市中.心，386路直达临平副城。购物方便，距离星桥的商.业综合体星空间500米。最为重要的是距离地铁三号线星桥仅600，

                  ",,,,,,,,,,,
2262,['五月花城'],临平区-星桥,120.27613623589,30.407622218419,310,22445,提前预约随时可看,103115913943,0,3室2厅1厨1卫,低楼层 (共18层),138.12㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2021-07-03,商品房,2019-02-26,普通住宅,满两年,共有,"
                                有抵押 50万元
                              ",已上传房本照片,210707LO354627,"
                    大面积   户型好  房东自住装修  看房方便 
                  ","
                    五月花城原创90-140㎡高层洋房，以双水岸环拥、树池花境主题坡地庭院构建丰富的景观环境，以大面宽户型、户户入户花园、家家南向大尺度阳台构成细腻的居住空间。
                  ","
                    适合老人居住【环境好】，改善【面积适中】，刚需【面积大，价格便宜，总价低】
                  ","
                    地鉄3号线直达杭州武林门；高铁余杭站通达上海城区；临丁路、沈半路、秋石快速路、留石快速路等与杭城顺畅链接；藕花洲大街直通临平城区中 心；309、509到临平，转K386即到；371到星桥镇，转762即到；338到消防大队站，走一站即到
                  ","
                    沃尔玛、银泰、中都广场、家乐福等余杭区第 一人民医院、星都门诊(医保定点单位)、星桥卫生院，地铁在建，苏宁广场在建
                  ",,,,,,,,,,
2263,['东城丽景'],临平区-乔司,120.296187,30.360206,230,26507,有租户需预约,103114743765,7,2室2厅1厨1卫,中楼层 (共6层),86.77㎡,平层,76.32㎡,板楼,南,钢混结构,简装,一梯两户,无,2021-04-28,商品房,2010-03-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210507TI830210,"
                    满五的房子，采光好，房东诚心想卖，好楼层
                  ","
                    东城丽景是杭州东田房地产开发有限公司自成功开发青城嘉园，翠谷苑，小城之春以后的又一扛鼎之作，也是公司通过精心规划、设计的具有时代特色的健康居住社区。


                  ","
                    杭州市乔司职业高中 综合商场:农贸市场 医院:杭州余杭区人民医院乔司分院 其他:乔司镇政府 商场：世纪联华 逸家 物美 华荣城。
                  ","
                    乔司 地铁口1000米，十条公交线路。往东走东湖高架，往南走为德胜高架。往北走留石高架，交通四面八达
                  ",,,,,,,,,,,
2264,['景瑞御华府'],临平区-临平新城,120.282766,30.393227,238,26787,提前预约随时可看,103108611624,38,3室1厅1厨1卫,中楼层 (共24层),88.85㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2020-04-16,商品房,2017-04-11,普通住宅,满两年,共有,"
                                有抵押 45万元 上海银行 业主自还
                              ",已上传房本照片,200417723896,"
                    房东自住装修 全套西门子家电，诚卖，
                  ","
                    景瑞御华府，位于杭州余杭区内属临平新城板块，邻近世纪大道。距离余杭高铁站和南苑地铁站约2公里。整个小区西面沿世纪大道主市政绿化带，可有效阻隔车辆噪音的同时可为园区景观的延伸
                  ","
                    离地铁临平南站、南苑地铁站、余杭高铁站三角地带 最近的地铁站余杭高铁站（也是高铁站，高铁地铁结合站点） 公交出行：K339（临平南站--艮山流水苑）、K309（临平站--艮山流水苑）、K321（临平站--大关小区）、K380（新丰村--德胜东村）至洗马村站下
                  ",,,,,,,,,,,,
2265,['理想家园'],临平区-临平新城,120.31634967342,30.435007333112,310,25200,提前预约随时可看,103111764400,4,3室2厅1厨2卫,中楼层 (共18层),123.02㎡,平层,101.38㎡,板楼,南,钢混结构,精装,一梯三户,有,2020-10-16,商品房,2011-12-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210813TB372355,"
                    满五唯一 户型方正，交通十分便利，生活配套成熟
                  ","
                    大三房，三开间朝南，大客厅，视野开阔......................
                  ",,,"
                    小区配套齐全，庙东菜场 汽车北站 汽车南站 物美 银泰城商圈 中都广场 等
                  ","
                    适合一大家子居住，房子面积也大，三中就在小区边上，上下学很方便
                  ",,,,,,,,,
2266,['众安理想湾'],临平区-东湖,120.275814,30.441259,255,22712,提前预约随时可看,103116562979,1,3室2厅1厨2卫,中楼层 (共34层),112.28㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2021-08-11,商品房,2017-06-20,普通住宅,满两年,共有,"
                                有抵押 兴业银行股份有限公司杭州余杭支行 客户偿还
                              ",已上传房本照片,210811LZ106089,"
                    理想湾中上楼层，大阳台，视野开阔，采光通风好。
                  ","
                    小区有高层和排屋，花园式的小区环境，宜居之所，小区还有篮球场，塑胶跑道。
                  ","
                    男女老幼皆宜，小区门口沿街店面多，衣食住行都能够满足，小区自带幼儿园，交通便利
                  ",,"
                    房子是由浙江众安开发商建造的，于2016年交付，房子是三开间朝南的户型，三房两卫，主卧带有卫生间，客厅带有大阳台。
                  ","
                    此房不满五年，有增值税，首套1.5个点的契税，二套2个点的契税，1个点的个税
                  ","
                    小区门口公交站771距离交通：畅达交通构筑都市圈，星河路隧道通了，轨道交通：地铁1号线临平始发站换乘和公交车直达项目。直达临平地铁口，到临平汽车北站，391直达杭州火车东站
                  ",,,,,,,,
2267,['绿城风华苑'],临平区-临平新城,120.291997,30.405244,420,22839,提前预约随时可看,103116306167,6,4室2厅1厨2卫,低楼层 (共18层),183.9㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2021-07-27,商品房,2017-09-19,普通住宅,满两年,共有,"
                                有抵押 166万元 中国工商银行杭州朝晖支行
                              ",已上传房本照片,210727ZX387279,"
                    房子满五唯一，自住精装修大平层，保养好，边套全明户型
                  ","
                    本小区位于世纪大道与人民路交汇处，处于临平繁华商圈周 围有多处高档小区距离临平银泰城2千米，有三之三水景幼儿园和小博士，小区实施人车分流，小区内部有多处娱乐休闲设施，可供您和家人享用！小区物业是绿城
                  ","
                    此小区是人车分流，小区有多处儿童娱乐设施和休闲锻炼场所，小孩可以尽情放心玩耍不用担心车辆出入的危险，小区还有多处娱乐休闲的场所和花园，饭后您可陪伴家人散散步，下下棋，欣赏一下小区的美丽景观
                  ","
                    世纪大道，出行方便，小区人车分流，安全有保障，公交车，共享车齐全，出行方便
                  ","
                    水景公园 临平体育公园 临平公园 东湖公园 银泰城 余之城 欢乐城 沃尔玛 物美 余杭人民医院 护幼保健医院 第五医院 公立幼儿园到初中
                  ",,,,,,,,,,
2268,['华元欢乐城'],临平区-临平新城,120.307613,30.401478,278,31689,提前预约随时可看,103114994739,0,3室2厅1厨1卫,中楼层 (共34层),87.73㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,2021-05-13,商品房,2017-03-24,普通住宅,满两年,非共有,"
                                有抵押 39万元 中国邮政储蓄银行股份有限公司 业主自还
                              ",已上传房本照片,200914CJ219092,"
                    精装修看房方便 可拎包入住 边上配套齐全 交通便利
                  ","
                    小区环境优美，停车位充足，集居住、商务和娱乐休闲为一体的多元化居住体系。
                  ","
                    
全明户型 三开间朝南 自住精装修带家具家电 装修保养的好 可拎包入住
                  ",,,,,"
                    
地铁1号线南苑站300米； 公交：309路，339路 距离余杭高速路口1200米 望梅高架路口200米
                  ",,,,,,,
2269,['五月花城'],临平区-星桥,120.27613623589,30.407622218419,260,19048,提前预约随时可看,103109773005,24,3室2厅1厨2卫,高楼层 (共24层),136.5㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,2020-06-17,商品房,2017-11-01,普通住宅,满两年,共有,"
                                有抵押 40万元 兴业银行 业主自还
                              ",已上传房本照片,180819703358,"
                    此房满两年，毛坯三房，交通便利，出行方便
                  ","
                    婚房刚需都合适，三个房间都很大，楼层适中也适合老年人入住，边上交通配套商*配套比较完善
                  ",,,"
                    户型方正，，贯穿式客厅，毛坯三开间，采光好，可根据自己的喜好设计自己喜欢的风格，
                  ","
                    莱蒙商 业中 心沃尔玛、银泰、中都广场、家乐福等余杭区第 一人民医院、星都门诊(医保定点单位)、星桥卫生院等
                  ",,,,,,,,,
2270,['通和十二橡树'],临平区-星桥,120.256931,30.401412,224,25195,提前预约随时可看,103116750206,7,3室2厅1厨1卫,中楼层 (共26层),88.91㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯五户,有,2021-08-21,商品房,2017-08-21,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210903VA694747,"
                    品质小区 电梯3房户型， 楼层好， 采光充足，
                  ","
                    2017年建成次新房。3房1卫，中间套，格局方正，带大阳台，全明户型，通透性好 
                  ",,"
                    公交有星都大道藕花洲大街口[公交站]（386），星都大道天都大道口[公交站]（386），天风苑[公交站]（535,767,762），天都城东[公交站]（335），天湖苑[公交站]（535,767,762,371,335）
                  ",,"
                    有星桥中 心幼儿园，星桥第 一 小 学，星桥 中 学，距离较近，步行 即可到达
                  ",,,,,,,,,
2271,['华宇家园'],临平区-东湖,120.316219,30.437075,245,20370,提前预约随时可看,103110833613,1,3室2厅1厨1卫,中楼层 (共6层),120.28㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2020-08-18,商品房,2006-06-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,200822CT676112,"
                    此房楼层好，小区位置好，采光好，阳台*级大，三房都可以住人
                  ","
                    小区位于临平北站东边，交通便利，小区环境安静，闹中取近，菜场*市都很的近。
                  ","
                    中间好楼层，两房朝南，*大阳台朝南，朝北的房间也可以住人，得房率很高
                  ",,,"
                    房东自住装修，实木地板，次新装修，干净整洁，拎包入住，当时装修花了30多万。
                  ",,,,,,,,,
